"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"
"CD226"	"CD226"	0.291879220797278	-0.164460478725861	0.06974769521927	0.035592795425059	-0.101065432660072	0.00961118349386779	"IS01"	0.291879220797278
"SOD1"	"SOD1"	0.280206583283372	-0.181250479986975	0.108456905795076	0.120910456411238	-0.108058844527894	-0.0293841256846957	"IS01"	0.280206583283372
"CHN1"	"CHN1"	0.274118614155137	-0.312526403768792	0.0317847733889634	0.197466450270144	0.197320642885883	-0.155186984837513	"IS01"	0.274118614155137
"PAG1"	"PAG1"	0.265056606381803	-0.369860914865413	0.00973367336304876	0.122028042807535	-0.00100152029657929	0.0877586504665523	"IS01"	0.265056606381803
"LYST"	"LYST"	0.259515732826876	-0.135434339640488	0.0350520485557791	0.248756725771771	-0.0751479596385128	-0.109522132701843	"IS01"	0.259515732826876
"NELL2"	"NELL2"	0.250449674196447	-0.0311150457142889	-0.0452450389698771	0.124165918857242	-0.13211636997579	-0.0398305542660663	"IS01"	0.250449674196447
"TNFSF14"	"TNFSF14"	0.242181989459758	0.0938617997651352	0.0329216785247567	-0.029671629076262	-0.187065186703932	-0.0477501918021948	"IS01"	0.242181989459758
"SARDH"	"SARDH"	0.24199359124369	-0.33759649853373	0.100520353073992	0.00868069082083075	-0.0123827947927222	0.0979510196776313	"IS01"	0.24199359124369
"IL26"	"IL26"	0.237689770425436	-0.249484435159	0.0755038374192767	-0.143201816095591	-0.12535037138581	0.206698667529179	"IS01"	0.237689770425436
"CASS4"	"CASS4"	0.230045978141608	-0.131901473728387	-0.0355270028233887	0.034130933690327	-0.0513721160226387	0.0282961805191848	"IS01"	0.230045978141608
"FASLG"	"FASLG"	0.221916841416529	-0.394784883539047	0.103931854153208	0.00119019284515983	-0.0176934335980315	0.156786668395088	"IS01"	0.221916841416529
"RAB3GAP1"	"RAB3GAP1"	0.220953858748544	-0.188857447351471	0.060139171934601	0.0849654276617978	-0.108901235284411	0.0463796885707971	"IS01"	0.220953858748544
"DAPK2"	"DAPK2"	0.217535775407506	-0.315259454685399	0.0608521683313393	0.130107698586239	-0.0499817293286963	0.0765382770886533	"IS01"	0.217535775407506
"SNAP47"	"SNAP47"	0.213945130322283	-0.355369544137737	0.0774943419898837	0.157157539967264	-0.0151980290051121	0.0610980360449973	"IS01"	0.213945130322283
"PPP1R2"	"PPP1R2"	0.212534366906331	0.0292615356692436	-0.102104269137467	0.143143139007647	-0.0443041254632351	-0.115019833262375	"IS01"	0.212534366906331
"KIF3A"	"KIF3A"	0.203833165334716	-0.0388136732214242	-0.0132118123340418	0.197231640793228	-0.0827902340895739	-0.101199096989198	"IS01"	0.203833165334716
"CLIC3"	"CLIC3"	0.192479373577347	-0.212194795544869	-0.0922735197594883	0.174070344195569	-0.046722694416629	0.0580867756989409	"IS01"	0.192479373577347
"MAL"	"MAL"	0.168752051169897	0.0226572285318286	-0.186168707331756	0.144782084274882	-0.131210916545536	0.0136499766826072	"IS01"	0.168752051169897
"OPCML"	"OPCML"	0.164253130829385	-0.0810416578709473	-0.0270955670165519	-0.028562045386751	-0.0576242409974077	0.0537923739659615	"IS01"	0.164253130829385
"IL2RB"	"IL2RB"	0.164211079164885	-0.112375622527525	0.0416606236165964	0.0678563355320098	0.0455335075782889	-0.0807700305609394	"IS01"	0.164211079164885
"PLCXD2"	"PLCXD2"	0.164049708865856	-0.0793693305727762	0.0287571548075872	0.0897142922942629	-0.225334856967282	0.0886360029049141	"IS01"	0.164049708865856
"KCNK5"	"KCNK5"	0.155837829760257	-0.201860448828887	0.148250272788392	-0.0586546075914971	-0.0178731818351451	0.0520872252552852	"IS01"	0.155837829760257
"FUT8"	"FUT8"	0.155423778496076	-0.324574059354865	0.142049111572217	0.144558615537803	-0.0351918480342684	0.0559945981922879	"IS01"	0.155423778496076
"GLDC"	"GLDC"	0.12539258594725	-0.195598317305933	0.0658966825259091	-0.0170479185336797	0.0254416629750091	0.0474680574880041	"IS01"	0.12539258594725
"IL23R"	"IL23R"	0.12254200167817	-0.0473998298969656	-0.0288719893109649	-0.0626619655676271	-0.071222319146504	0.0764633831520006	"IS01"	0.12254200167817
"KLRK1"	"KLRK1"	0.110942141083584	-0.0329859471789149	0.0142840617091809	0.0522148234923687	-0.130552457970945	0.0350401920183646	"IS01"	0.110942141083584
"PROX2"	"PROX2"	0.096874895584069	-0.0799379973164492	0.0473855542836532	-0.0602869143198934	-0.0502736272655624	0.060317618752331	"IS01"	0.096874895584069
"C1QTNF3-AMACR"	"C1QTNF3-AMACR"	0.0910047375816307	0.0333950687187712	-0.0223403143952193	-0.0226144286822772	-0.0244175909300054	-0.0279175597842082	"IS01"	0.0910047375816307
"DLGAP3"	"DLGAP3"	0.0713268832935667	-0.0998117466457149	0.0547866529104923	-0.0334959288658229	-0.0142164408340325	0.0435200953810087	"IS01"	0.0713268832935667
"LHFPL5"	"LHFPL5"	0.0662476340258114	0.0192015623683708	-0.0274141143531908	0.0457553753044432	-0.029963169637749	-0.0342580306994292	"IS01"	0.0662476340258114
"IL7R"	"IL7R"	-0.383063781436658	1.03941332914001	-0.412005380929815	0.0702050794279418	-0.352799843118583	-0.185774193315223	"IS02"	1.03941332914001
"RPS12"	"RPS12"	-0.380804573296677	0.988768196090099	-0.508881840249167	0.231727371024952	-1.16259126224711	0.41034506337306	"IS02"	0.988768196090099
"RPL13"	"RPL13"	-0.842455112228469	0.951792193460376	-0.576057915975346	-0.0509396600885525	-0.329276036617864	0.220034999686025	"IS02"	0.951792193460376
"RPS27A"	"RPS27A"	-0.207102355581532	0.886438092639792	-0.856823368491535	0.379312603603124	-0.171242230508347	-0.234977230372315	"IS02"	0.886438092639792
"RPL30"	"RPL30"	-0.189444841764595	0.880463949780418	-0.595481200880635	0.225787776661766	-1.37400972224046	0.601764495407324	"IS02"	0.880463949780418
"RPS14"	"RPS14"	-0.509289460548585	0.876712589976204	-0.83168123470333	0.335014927497939	0.370972978226962	-0.473416138365906	"IS02"	0.876712589976204
"RPS3"	"RPS3"	-0.714150722849486	0.861417913101332	-0.290835707954177	-0.0954373493305051	-0.581944088999384	0.301406540032106	"IS02"	0.861417913101332
"RPL28"	"RPL28"	-0.546945717772735	0.826237061528209	-0.387484143889366	0.295375253721919	-1.1180318896539	0.488296414378072	"IS02"	0.826237061528209
"RPL34"	"RPL34"	-0.626683898247156	0.70240759473498	-0.905088696927164	0.00147342028636284	0.427274695082916	-0.121067668529897	"IS02"	0.70240759473498
"RPS25"	"RPS25"	-0.598107578325496	0.702341820787752	-0.448881266944182	0.198728397453498	-0.343719984245356	0.11494625772466	"IS02"	0.702341820787752
"RPL35A"	"RPL35A"	-0.39320462176549	0.666027067491325	-0.651268145364779	0.168364812891121	-0.011476282777674	-0.0871278375592604	"IS02"	0.666027067491325
"RPL18A"	"RPL18A"	-0.622818575469636	0.651638472724246	-0.404401394975738	-0.1269273932323	-0.513022476746097	0.436258621867176	"IS02"	0.651638472724246
"RPL14"	"RPL14"	-0.55252276986785	0.645988650402303	-0.266266061095471	0.0230878187943794	-0.563718205879353	0.30183892001623	"IS02"	0.645988650402303
"RPS15A"	"RPS15A"	-0.929020495194624	0.644083599387578	-0.576987123682831	-0.0883372620302605	-0.294748851356697	0.48768768891662	"IS02"	0.644083599387578
"TCF7"	"TCF7"	-0.321991069983184	0.629152595310237	-0.143122784644809	-0.0697701579068781	-0.0162603167707647	-0.20777545229474	"IS02"	0.629152595310237
"GZMK"	"GZMK"	-0.71437260004858	0.625042097736343	-0.365519168106438	0.0938768388226871	0.250613517465599	-0.194893525812614	"IS02"	0.625042097736343
"FAU"	"FAU"	-0.350082315237052	0.60878201727926	-0.296343314730642	0.0822671715375267	-0.955429725994399	0.506653218399208	"IS02"	0.60878201727926
"RPLP1"	"RPLP1"	-0.342991590090398	0.604438103365388	0.200345782731132	-0.0228358873961519	-0.960670502913104	0.328879677824124	"IS02"	0.604438103365388
"DUSP2"	"DUSP2"	-0.0207747147569743	0.601657547969163	-0.47228039920877	0.432200902024527	-0.107015190761578	-0.364670211461692	"IS02"	0.601657547969163
"PDCD4"	"PDCD4"	0.0441254452652895	0.580139205314386	-0.324007867873324	0.509099538335261	-0.218351747874599	-0.407043516226643	"IS02"	0.580139205314386
"TC2N"	"TC2N"	-0.367409668063714	0.563318479135996	-0.210009754223592	0.0635709396673594	-0.172473533297622	-0.058569664179417	"IS02"	0.563318479135996
"RPS21"	"RPS21"	-0.348338862250338	0.561280322989655	0.14901450462548	0.00524929946890547	-0.657907486355793	0.151012130173898	"IS02"	0.561280322989655
"RPS7"	"RPS7"	-0.310862005289423	0.553411363641538	-0.217924524882867	0.0893619524906554	-0.956793854372131	0.490133744636875	"IS02"	0.553411363641538
"FXYD7"	"FXYD7"	-0.112327858419893	0.548614579446804	-0.0849788535000526	-0.0524254229368889	-0.148464437349047	-0.184982283611132	"IS02"	0.548614579446804
"TUBA4A"	"TUBA4A"	-0.183945460624206	0.533765587123734	0.0623975891498566	0.218626404970163	-0.116520213548613	-0.373127837543785	"IS02"	0.533765587123734
"RPL9"	"RPL9"	-0.310064430163016	0.526230839024062	-0.575489635204514	0.186348799366045	0.327237360394389	-0.315278732597229	"IS02"	0.526230839024062
"PIK3R1"	"PIK3R1"	-0.197998420526639	0.511465209297058	-0.157415317207304	0.40259757370569	-0.129782598782382	-0.330362146341816	"IS02"	0.511465209297058
"FAM177A1"	"FAM177A1"	-0.10820292369326	0.49607083329018	-0.147191464944405	0.491494429402909	0.0347553522007821	-0.532865106291526	"IS02"	0.49607083329018
"RPSA"	"RPSA"	-0.267196457302681	0.489976094849021	0.0758589370825581	0.391020979223361	0.151194390595784	-0.593094987596274	"IS02"	0.489976094849021
"RPS15"	"RPS15"	-0.762847428836014	0.489121070434842	-0.210360331400439	-0.177803521310729	-0.209912191402603	0.336079950446128	"IS02"	0.489121070434842
"RPS18"	"RPS18"	-1.07131050891363	0.481986068570731	-0.250926552877225	-0.486217856612454	0.210107638925689	0.355889713611308	"IS02"	0.481986068570731
"FCMR"	"FCMR"	-0.203423931916306	0.472729485255739	-0.111505007912601	0.179773418223176	-0.307578876186891	-0.0746035971169875	"IS02"	0.472729485255739
"RGCC"	"RGCC"	0.183127692348144	0.46540481535177	-0.188805289012461	0.228094856771369	0.318234796939871	-0.700280926221652	"IS02"	0.46540481535177
"P2RY8"	"P2RY8"	-0.291848557413352	0.430625839996213	-0.0957310409728404	0.178463773375635	-0.056849656030453	-0.192486992699582	"IS02"	0.430625839996213
"LYAR"	"LYAR"	-0.373664924347901	0.426398204954396	0.0175260831379825	0.0326163017485757	-0.0644503051991126	-0.123712520725173	"IS02"	0.426398204954396
"KLRG1"	"KLRG1"	-0.301389225554295	0.415092371054238	-0.131019641326408	0.002864801917191	-0.0907985439160744	-0.044020473192343	"IS02"	0.415092371054238
"CD28"	"CD28"	-0.321639960122705	0.403924489791137	-0.257767284169777	0.378282348413147	-0.0288779815770397	-0.204917890499858	"IS02"	0.403924489791137
"ANXA1"	"ANXA1"	-0.125890728227745	0.400539502656621	-0.323794272736807	0.162715160765969	0.126006314416534	-0.266269706237291	"IS02"	0.400539502656621
"MATK"	"MATK"	-0.188597800916886	0.362007814671071	0.0573427940071102	-0.00401428008301954	-0.0878094476336992	-0.145143541602696	"IS02"	0.362007814671071
"FCRL3"	"FCRL3"	-0.0848669629162266	0.353507639386369	-0.0815249482344128	0.0428367205830515	-0.182998909735049	-0.0757906024401797	"IS02"	0.353507639386369
"GZMM"	"GZMM"	-0.0415137936580876	0.339680164818245	-0.562001398481904	0.325123557233566	-0.145041788001519	-0.0311557743482929	"IS02"	0.339680164818245
"APBA2"	"APBA2"	-0.117381828533604	0.294341681743831	-0.0952406334544202	0.0282665520280789	0.0170078167563504	-0.14897273455081	"IS02"	0.294341681743831
"TOMM7"	"TOMM7"	-0.440821302401307	0.284967374875718	-0.0802663458873136	0.184709726739536	-0.148063401926168	0.0444297327964172	"IS02"	0.284967374875718
"AUTS2"	"AUTS2"	-0.0873401860235653	0.257936386289454	-0.0631541792048991	0.143086413308306	0.0761708040845371	-0.253578390171574	"IS02"	0.257936386289454
"XCL1"	"XCL1"	0.0476797101223449	0.249798191106134	0.176975533585861	-0.023350846298152	-0.201731101277136	-0.134705815416937	"IS02"	0.249798191106134
"KIR3DL2"	"KIR3DL2"	-0.138560253008491	0.244479843191569	-0.0119794012333124	0.0119135671734978	-0.0263179042928718	-0.100497952684319	"IS02"	0.244479843191569
"AOAH"	"AOAH"	-0.142038634838188	0.236331644072922	-0.120857879875757	0.149235458642948	-0.241109161839935	0.046340171789571	"IS02"	0.236331644072922
"EPHA1"	"EPHA1"	-0.192243148173816	0.23415298403456	-0.123656752134537	-0.0552438703521681	-0.0581158750299048	0.0436391590232022	"IS02"	0.23415298403456
"FCRL6"	"FCRL6"	-0.188732165605841	0.201775017134177	-0.124525638394988	-0.00423929537679774	-0.0875281917589914	0.0622346758320485	"IS02"	0.201775017134177
"SNRK"	"SNRK"	0.0796836701717486	0.192683382727924	-0.0650856659309638	0.159762509952199	-0.159762421854318	-0.117008088247935	"IS02"	0.192683382727924
"ZNF276"	"ZNF276"	-0.187130456511211	0.155083191740503	-0.118916123638878	0.0145154753123837	-8.63675128226995e-05	0.0200637800365146	"IS02"	0.155083191740503
"BCAS2"	"BCAS2"	0.142039216639129	0.155079283266142	0.0319182321892902	0.12338012050701	0.127845142960816	-0.357020197531641	"IS02"	0.155079283266142
"WNT1"	"WNT1"	-0.0527738487369102	0.147540846903187	-0.000203754365709037	0.138437454747864	-0.111714981667539	-0.0756103078962	"IS02"	0.147540846903187
"PITPNC1"	"PITPNC1"	-0.221357837265333	0.139699335706399	0.0382835378719181	0.123573173880495	-0.0396086172534146	-0.053880571630474	"IS02"	0.139699335706399
"IL2"	"IL2"	-0.0624206881980252	0.128678944868675	-0.00117518660029758	-0.0826642909477837	-0.0843974267766103	0.0374781992759314	"IS02"	0.128678944868675
"EIF5A2"	"EIF5A2"	0.0120351144700974	0.125375036672934	-0.029077202182166	0.0557252468551854	-0.0196315647029168	-0.100885535624177	"IS02"	0.125375036672934
"KLF12"	"KLF12"	0.0906347804465019	0.105010069908496	0.0590152897354884	0.0302052942591784	-0.12947555103874	-0.0703503458857348	"IS02"	0.105010069908496
"CCDC65"	"CCDC65"	-0.00842320487564804	0.102544644853395	-0.00581782674164102	-0.0532036177904994	-0.0269716089635691	-0.0234886639467403	"IS02"	0.102544644853395
"MORN3"	"MORN3"	-0.0892950805222394	0.101728058439729	0.0471936847098571	0.0430715284003708	-0.0118045945440844	-0.0706736368628701	"IS02"	0.101728058439729
"SAMD3"	"SAMD3"	-0.24225418027973	0.0974971212737459	-0.0233507017174446	-0.0667265958428596	0.0232603619028982	0.0688967015256802	"IS02"	0.0974971212737459
"OPRM1"	"OPRM1"	-0.0273738678921139	0.0803396011693868	0.047978323222447	-0.0277346232517464	-0.0299460443893366	-0.0342384507520157	"IS02"	0.0803396011693868
"LECT2"	"LECT2"	-0.0158579677323738	0.0739651444755803	-0.0158722060872401	-0.0160669570821756	-0.017348056456981	-0.0198346923193982	"IS02"	0.0739651444755803
"EOMES"	"EOMES"	-0.248018630308218	0.0690905179075286	0.033152431084091	-0.020101871549202	0.0326839350604728	0.0353017733184869	"IS02"	0.0690905179075286
"ADAM22"	"ADAM22"	-0.0340184745307715	0.0684924424030767	0.0540475176775603	0.0337078548723912	-0.0798422849183607	-0.019960897176002	"IS02"	0.0684924424030767
"KRTAP12-3"	"KRTAP12-3"	-0.0316761271524403	0.058404702574668	0.0342988747641765	-0.0320935812253423	-0.034652564026676	-0.00342974820090112	"IS02"	0.058404702574668
"DBH"	"DBH"	-0.0447357773661163	0.0512247556859004	-0.0447759441695876	0.0402332730100554	-0.0148731662118166	-0.00614835164442349	"IS02"	0.0512247556859004
"UBE2C"	"UBE2C"	-0.278053319060784	-0.324947278397818	2.42542811287296	-0.333626211635692	-0.300129670262952	-0.381564453110884	"IS03"	2.42542811287296
"TYMS"	"TYMS"	-0.235138266221825	-0.452212675496397	2.29248750832136	-0.288374406090976	-0.189397510214691	-0.347369643158436	"IS03"	2.29248750832136
"MKI67"	"MKI67"	-0.286099713235845	-0.366840343411615	2.19618885133458	-0.283823156699439	-0.267818758664641	-0.286763950403124	"IS03"	2.19618885133458
"CDK1"	"CDK1"	-0.287615152773822	-0.355819480790778	2.17699368803919	-0.253217786420896	-0.238743545654765	-0.322444149708262	"IS03"	2.17699368803919
"TOP2A"	"TOP2A"	-0.202639852258374	-0.324563571936089	2.12752329731673	-0.212667705315156	-0.30055955130017	-0.338042404767402	"IS03"	2.12752329731673
"BIRC5"	"BIRC5"	-0.271316601523971	-0.317641631977943	2.12330971473667	-0.303181603963819	-0.241614817196885	-0.305641915253221	"IS03"	2.12330971473667
"ZWINT"	"ZWINT"	-0.267777389146686	-0.320615227597224	2.07344067168435	-0.293014194785059	-0.167038027163402	-0.341538141897327	"IS03"	2.07344067168435
"ASPM"	"ASPM"	-0.235085177470821	-0.306414620633678	2.05818274526474	-0.235094608995416	-0.254975654300107	-0.325551001562332	"IS03"	2.05818274526474
"NUSAP1"	"NUSAP1"	-0.147206172655457	-0.367328707661484	2.05102142538254	-0.199570166314082	-0.154183086938964	-0.410066801204493	"IS03"	2.05102142538254
"ASF1B"	"ASF1B"	-0.216465091189567	-0.357798114557341	2.04243995358003	-0.233178518515461	-0.215052901678008	-0.318406792151889	"IS03"	2.04243995358003
"GTSE1"	"GTSE1"	-0.244647614503008	-0.28713411323401	2.03938356677992	-0.253266200104098	-0.263348311359907	-0.311162342828778	"IS03"	2.03938356677992
"CCNA2"	"CCNA2"	-0.246162683294126	-0.29798726908807	2.0195094795749	-0.265227013501931	-0.224840805904644	-0.314999336375344	"IS03"	2.0195094795749
"CDKN3"	"CDKN3"	-0.199829514016685	-0.337899448686944	2.01415377041268	-0.258447367441067	-0.253195115139578	-0.286762682522953	"IS03"	2.01415377041268
"RRM2"	"RRM2"	-0.242883619863067	-0.278270880859109	2.00079175633314	-0.266241752418518	-0.210236614924233	-0.332790658809361	"IS03"	2.00079175633314
"CDCA8"	"CDCA8"	-0.219546312385306	-0.253574830202662	1.96222637198056	-0.278665256638204	-0.272435196431336	-0.291962657912256	"IS03"	1.96222637198056
"CENPF"	"CENPF"	-0.234167355698661	-0.28995453259652	1.93002261477262	-0.136549023194827	-0.292490844821601	-0.300760115274442	"IS03"	1.93002261477262
"AURKB"	"AURKB"	-0.217811634404067	-0.275925177916596	1.92726613731243	-0.257105337609625	-0.241540941644474	-0.293152129111436	"IS03"	1.92726613731243
"SPC25"	"SPC25"	-0.231185988022688	-0.253710788163291	1.89650462694261	-0.246778292389876	-0.2401538559665	-0.29537644286093	"IS03"	1.89650462694261
"TK1"	"TK1"	-0.0993545268610333	-0.349158555048895	1.82401365665895	-0.246285611111853	-0.138640558822198	-0.325992863923856	"IS03"	1.82401365665895
"MAD2L1"	"MAD2L1"	-0.221425710772229	-0.338144071677028	1.75988097587747	-0.230318108661637	-0.218275151896151	-0.195918205450227	"IS03"	1.75988097587747
"DLGAP5"	"DLGAP5"	-0.196523805930177	-0.249288517471631	1.74225749547549	-0.230618359624668	-0.200415145603345	-0.27943956648015	"IS03"	1.74225749547549
"CENPM"	"CENPM"	-0.0550798521546424	-0.399875612261282	1.65828700675806	-0.170522829284599	-0.109581782492295	-0.2903221625462	"IS03"	1.65828700675806
"NCAPG"	"NCAPG"	-0.215532956237343	-0.254155139829095	1.63324552822421	-0.192939579204526	-0.178751396258573	-0.250425420399158	"IS03"	1.63324552822421
