"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"
"RPS29__pos"	3.14401945596853	47.1127836267441	3.450897406628	30.9052873475145	126.561715706956	1.76806126444564
"VCAM1__pos"	136.191538693835	2.22044604925031e-16	11.2506498105425	35.292012903495	43.1024653577332	2.22044604925031e-16
"RPS15__pos"	2.22044604925031e-16	97.8518788801936	3.62504446269394	2.9872695228063	16.2992962978112	63.6897699758228
"PDCD4__pos"	42.7631812325519	109.656790369064	3.12864015928397	94.6464530448336	11.8107079056698	4.4482941230292
"ACTG1__pos"	2.22044604925031e-16	2.22044604925031e-16	44.6431594886566	21.4115829357162	10.4050083578053	101.697974967453
"ASPM__pos"	2.22044604925031e-16	2.22044604925031e-16	198.116053904974	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"B2M__pos"	39.7953725124957	2.22044604925031e-16	2.22044604925031e-16	35.8433001683731	112.954341032071	33.2680267719637
"FAU__pos"	2.22044604925031e-16	85.8107502606845	2.22044604925031e-16	14.276807289211	2.22044604925031e-16	68.5514768791001
"NR4A2__pos"	60.0160708026225	72.1977788918399	0.0560672513965961	95.3835272294715	44.3498310905655	2.22044604925031e-16
"AHI1__pos"	91.5271448202565	10.5392616959875	33.0466552406027	80.6642110507116	26.9047784219337	2.22044604925031e-16
"CCL4__pos"	22.3369828141943	6.81346816728588e-08	20.6165228638899	31.5955675156528	38.914507045081	119.190165581656
"GTSE1__pos"	2.22044604925031e-16	2.22044604925031e-16	188.142378349609	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL31__pos"	7.13803276104222	47.9383913939651	1.89908476043393	29.593210563393	108.972084880125	7.24060855597261
"RPS7__pos"	2.22044604925031e-16	86.7341860112851	2.22044604925031e-16	12.6667966649713	2.22044604925031e-16	67.3281925854838
"ASB2__pos"	108.120521307233	2.22044604925031e-16	8.32957110456901	63.7151707190672	12.4710237974925	5.43867295167749
"DUSP2__pos"	29.8271122026454	98.1738457275541	2.22044604925031e-16	75.9103746855072	29.3710805377595	10.2383527246482
"SIRPG__pos"	72.7213498637717	2.22044604925031e-16	25.6394285352467	48.4811835047192	27.2464718294817	91.0840813093432
"CCNA2__pos"	2.22044604925031e-16	2.22044604925031e-16	207.081637859855	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SAMSN1__pos"	85.5090752271876	20.8550475537342	9.21952862622562	59.2303012163703	105.817766204588	2.63800645266678e-15
"GIMAP4__pos"	2.22044604925031e-16	36.3733575156828	0.648998010411951	42.2712768064231	40.9753011543369	125.476464086801
"RGCC__pos"	47.5527199374355	87.0070798563242	9.96342257549458	67.5616929254079	57.2300267218475	2.22044604925031e-16
"TNFRSF9__pos"	169.287611616996	2.22044604925031e-16	22.5075114899753	33.9203086708223	22.4823026677359	3.86601165063605e-15
"MYO7A__pos"	112.91942607754	2.22044604925031e-16	33.6555426259252	2.22044604925031e-16	2.22044604925031e-16	44.8411044079559
"RRM2__pos"	2.22044604925031e-16	2.22044604925031e-16	203.567489858394	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL21__pos"	2.68228048149	43.8447993982095	2.22044604925031e-16	68.5970095052314	99.3787625555347	2.22044604925031e-16
"CXCR4__pos"	10.5776370029476	72.2111971944197	2.99805446483672e-14	76.0312299852553	62.3762106680795	2.22044604925031e-16
"CXCL13__pos"	195.353459256649	2.22044604925031e-16	50.9967877161618	2.25454972400044e-16	22.3401655481407	14.6839804174428
"RPL14__pos"	2.22044604925031e-16	98.0026720702409	0.913377970430118	11.1510853077585	1.62639584821976	48.8215512757844
"S100A4__pos"	11.4387124075675	2.22044604925031e-16	8.16093437511026	45.3502982581713	50.630690853983	80.4460560005264
"CDCA8__pos"	2.22044604925031e-16	2.22044604925031e-16	197.375589795737	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PSMA1__pos"	25.0245661565738	16.6058252691597	27.6039685241484	41.9605219331681	125.333371008723	29.9816550020644
"ZBTB1__pos"	66.4586224305907	33.3142205123035	0.733318940815847	122.196157838825	36.1186536429106	2.22044604925031e-16
"RPSA__pos"	6.33101541884721	71.9992544204497	23.7854212461213	54.9702233224971	27.1375448670961	2.22044604925031e-16
"RPS19__pos"	2.22044604925031e-16	43.6684480436789	0.537092755394804	2.14636356469579	35.544594562313	101.54207361822
"SIT1__pos"	20.3472522829769	2.22044604925031e-16	22.8424814052555	31.3119830940946	40.6088738109639	132.613965986508
"CENPF__pos"	2.22044604925031e-16	2.88480661457114e-15	206.078692745991	40.9281897045896	2.22044604925031e-16	2.22044604925031e-16
"HBB__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	108.965506530751	2.22044604925031e-16
"PDCD1__pos"	103.329544838593	2.22044604925031e-16	10.9754754387451	82.2772319936273	43.665199319355	31.2416630824235
"RPL35A__pos"	2.22044604925031e-16	102.196520034957	2.22044604925031e-16	21.1496676172329	20.9193861690203	23.2287794670398
"DENND2D__pos"	2.22044604925031e-16	27.4368430093865	6.2902197644916	51.6900803100474	24.0389205006728	125.402662405831
"PLEKHF1__pos"	34.1064208051301	2.22044604925031e-16	20.6289726596305	37.012055660648	15.6215222216374	111.627824478374
"TK1__pos"	12.4099115160301	2.22044604925031e-16	238.676900854049	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"VAMP2__pos"	10.374861324547	25.8233300694187	7.49555932794994	42.5058692995254	124.009618914101	46.8081164477986
"TOB1__pos"	85.9879352403692	40.2299712531893	6.20199205571767	89.6354479174326	25.9885439422338	2.22044604925031e-16
"GZMK__pos"	2.22044604925031e-16	134.924369261482	2.85399704965479	33.6276699009134	61.3257881978294	23.1647080118907
"RPS25__pos"	2.22044604925031e-16	114.666876129986	2.22044604925031e-16	14.350450736357	6.47849551390414	28.9384613527383
"OXNAD1__pos"	42.4412555005043	1.14428865091245	24.0671793495789	38.5852689748446	11.7604493685395	121.70882061128
"AURKB__pos"	2.22044604925031e-16	2.22044604925031e-16	184.338454198475	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL36A__pos"	4.14958307262492	67.8118975628391	13.355219994382	40.0021025544972	102.224373331069	30.1916401108731
"RPS16__pos"	3.59619441621049	59.1257745125141	2.46264499158691	51.0554110831457	67.7562412784875	2.22044604925031e-16
"PDE4D__pos"	84.1701260173878	33.4635101653566	4.68859181290663	123.134730661194	20.1224472489598	8.52818427397214
"RPLP1__pos"	2.22044604925031e-16	99.5523462336485	24.96148949525	10.7031929901698	2.22044604925031e-16	63.2669537722843
"CD69__pos"	36.2986667946098	37.8651470464993	8.87023422246274	16.3835700212064	13.4589813808057	106.842384861401
"SPC25__pos"	2.22044604925031e-16	2.22044604925031e-16	174.043207405343	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL26__pos"	2.22044604925031e-16	51.2842686949582	0.582830944767573	2.97855223702059	85.8542823216697	36.3108802759539
"SARAF__pos"	44.1814842474865	74.4890777925307	2.22044604925031e-16	66.0731574473699	4.66185922520691	0.000239384508032101
"SYTL3__pos"	88.3557599511987	40.6205949506933	7.97782298999508	107.284803629269	23.1819172964087	9.78220563168084
"RPL3__pos"	2.22044604925031e-16	89.7065982012453	2.64218817400683	2.22044604925031e-16	49.7726124415335	28.0730507049963
"ACP5__pos"	128.246937142288	2.22044604925031e-16	17.3866879365519	24.914959256567	29.7225013661848	65.1515608789198
"MAD2L1__pos"	2.22044604925031e-16	2.22044604925031e-16	211.32681776796	11.7317659550053	2.22044604925031e-16	22.1085618164057
"RPLP2__pos"	2.22044604925031e-16	67.5900999010051	1.93567302143325	31.5963974784939	81.327883755681	2.22044604925031e-16
"KIR2DL4__pos"	183.045409330666	2.22044604925031e-16	50.2641919538728	2.22044604925031e-16	2.13706477258816	2.22044604925031e-16
"SRGN__pos"	30.7803638492335	31.7844389352499	2.22044604925031e-16	72.7744319929318	54.7262447615183	2.22044604925031e-16
"TMIGD2__pos"	90.0373793265149	2.41905546048351e-06	63.8303833909219	2.22044604925031e-16	2.22044604925031e-16	49.2136931825736
"GIMAP7__pos"	2.22044604925031e-16	65.5016980434042	3.29781614901066	78.8896430272512	32.373435160784	74.9737070545097
"CENPM__pos"	28.2048585732504	2.22044604925031e-16	188.170068973716	10.8177225738038	16.8912747591664	10.2867934067728
"RPL38__pos"	16.2529186822979	66.8198731216752	6.0538002089341	42.8236619874299	76.0099482646865	0.919821823300869
"RNF125__pos"	25.0820854058905	78.8382480075349	11.7925814947268	101.289837952604	16.2858662463264	3.03379678451068e-16
"GABARAPL1__pos"	83.9818772158014	43.6029580369037	4.0072695159438	117.022364775592	23.4838230690861	2.22044604925031e-16
"IL26__pos"	72.8038242232242	2.22044604925031e-16	16.3570597602133	2.22044604925031e-16	2.22044604925031e-16	25.6106950973802
"EEF1D__pos"	2.22044604925031e-16	47.0123601858244	2.21183886310818e-06	18.2153575790188	15.3780027987148	71.7144514414875
"DLGAP5__pos"	2.22044604925031e-16	2.22044604925031e-16	169.467360593109	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ARF6__pos"	32.7997983647869	26.3213273081028	34.231643084566	36.0261400134989	107.380127257112	43.8361843987071
"RPL34__pos"	2.22044604925031e-16	116.890043569906	2.22044604925031e-16	2.21323711040859	44.8379895167523	16.3203398333072
"GEM__pos"	161.905683875572	1.89306498652252e-15	38.487318448797	38.4557926139035	0.0928402181105072	2.22044604925031e-16
"CD3D__pos"	37.345974057665	2.22044604925031e-16	0.871161238957714	28.0834822523526	50.2215684156883	59.3800279249457
"KLRG1__pos"	2.22044604925031e-16	102.201531906626	6.18079505601947	16.8774857412131	6.85008633684052	13.1142323649279
"NUF2__pos"	2.22044604925031e-16	2.22044604925031e-16	186.163457847342	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL23A__pos"	2.22044604925031e-16	71.7304747979731	2.87126505759947	28.1612214046622	72.450038226684	2.3942443895571
"NR3C1__pos"	80.666361857266	49.6069105180663	12.3434112257911	100.72766314863	32.2628107160334	4.12576081566828
"CD28__pos"	2.22044604925031e-16	84.1483045056711	2.22044604925031e-16	94.8914135660424	16.0113837280292	2.22044604925031e-16
"LAT__pos"	2.94962290595271	12.5073380527605	9.58577724480583	89.9646320792855	2.22044604925031e-16	138.893595650629
"LYAR__pos"	2.22044604925031e-16	118.664906597685	27.9390499991153	37.2681571521172	25.8687427387871	27.203602234983
"NCAPG__pos"	2.22044604925031e-16	2.22044604925031e-16	169.705189614212	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RPL15__pos"	2.22044604925031e-16	43.2654883043289	6.50967394308619	7.05221863017259	81.336037060711	34.9478934893221
"G3BP2__pos"	91.6928277961184	49.4920830140282	5.78905005347743	82.1896769143299	49.3548283359056	2.32360281575855e-12
"ANXA1__pos"	23.8607777623537	91.6255991331494	5.57489793034883	62.7078079857855	41.8445587403049	22.6003990855347
"ZNF683__pos"	47.1050232328849	9.5300278649154	13.1823838772281	25.7235838458673	19.9576252326786	121.93467781021
