"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"HDC"	"HDC"	0.457085567940496	-0.255181719712231	-1.64310767843198	0.508080738803675	0.265360364961382	-0.198852462493822	"S01"	0.508080738803675	"IS04"
"KRT79"	"KRT79"	-0.160572078888433	-0.100053858715914	-0.17638194763969	0.507444653915708	-0.119778074191064	-0.148589684382747	"S01"	0.507444653915708	"IS04"
"VWA5A"	"VWA5A"	0.449288185016945	-0.364918448301698	-1.75943017755561	0.500661271761253	0.292035942722163	-0.0831959642382472	"S01"	0.500661271761253	"IS04"
"DENND4C"	"DENND4C"	0.154694223236929	0.0567328475706866	-0.204782419284982	0.499216393070291	-0.20947680812945	-0.394200602712448	"S01"	0.499216393070291	"IS04"
"HLTF"	"HLTF"	0.228717680386672	-0.0908573919853366	-0.477317352732923	0.496211525598037	0.00622889571889632	-0.477094737678356	"S01"	0.496211525598037	"IS04"
"LAT2"	"LAT2"	0.164795194580427	-0.358281282345944	-0.920878835455577	0.494735556471715	0.0898904320871223	-0.0928515862351589	"S01"	0.494735556471715	"IS04"
"TYROBP"	"TYROBP"	0.378310175596872	-0.0807817593175921	-1.65273762477005	0.493675490729308	0.110182361516105	0.00140115027270522	"S01"	0.493675490729308	"IS04"
"ABCD3"	"ABCD3"	-0.162760271330868	-0.084037442194724	-0.160495427650069	0.487432767867359	-0.195954511143001	-0.0461970840886748	"S01"	0.487432767867359	"IS04"
"NBAS"	"NBAS"	0.128226982214012	-0.228079378908484	-0.486534590214889	0.483535673516969	0.126087266729137	-0.435906321657332	"S01"	0.483535673516969	"IS04"
"HMGN1"	"HMGN1"	-0.0362008130005393	-0.258420935354953	-0.876916995876445	0.483260916180049	-0.134032573158801	0.311374645252128	"S01"	0.483260916180049	"IS04"
