"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"PGLS"	"PGLS"	-0.0402371574961497	-0.239946833662044	-0.33500117428337	0.603804612173289	"S01"	0.603804612173289	"IS04"
"CFL1"	"CFL1"	-0.0623067123371745	-0.27499377976161	-0.27222305517735	0.599311242476237	"S01"	0.599311242476237	"IS04"
"PTRHD1"	"PTRHD1"	-0.000406606339710501	-0.213405748684023	-0.399005615710885	0.598996938469087	"S01"	0.598996938469087	"IS04"
"UNC119"	"UNC119"	-0.0653094017417703	-0.325594362042108	-0.218734860324686	0.598882292309614	"S01"	0.598882292309614	"IS04"
"GLIPR1"	"GLIPR1"	0.0189072586618403	-0.39232045256613	-0.241899215291841	0.597367487348733	"S01"	0.597367487348733	"IS04"
"HLA-DQB2"	"HLA-DQB2"	0.196864178475742	-0.453525190236894	-0.371745588313646	0.596449458681103	"S01"	0.596449458681103	"IS04"
"RGS10"	"RGS10"	0.272658850864064	-0.369739367096754	-0.527824089741842	0.588785263657582	"S01"	0.588785263657582	"IS04"
"EIF3K"	"EIF3K"	0.0414584280050786	-0.204415466322714	-0.440033937452032	0.58644869482962	"S01"	0.58644869482962	"IS04"
"GPAT3"	"GPAT3"	-0.358091367309673	-0.240982849554259	0.0263915110173063	0.58500636219764	"S01"	0.58500636219764	"IS04"
"COTL1"	"COTL1"	-0.318785427738146	-0.470318269517069	0.211921219770469	0.583145523377303	"S01"	0.583145523377303	"IS04"
"SLC25A5"	"SLC25A5"	0.268420143096097	-0.479173783553952	-0.406004530213957	0.579445083345639	"S01"	0.579445083345639	"IS04"
"LCP1"	"LCP1"	-0.155509434320265	-0.344483128347057	-0.0734502329629115	0.56955361590672	"S01"	0.56955361590672	"IS04"
"SNX3"	"SNX3"	0.233389348139318	-0.383109501286989	-0.452651151834601	0.5692821642857	"S01"	0.5692821642857	"IS04"
"TOMM34"	"TOMM34"	-0.20797324761281	-0.284784756323257	-0.0738963984032228	0.567571984989027	"S01"	0.567571984989027	"IS04"
"HLA-DRB1"	"HLA-DRB1"	0.330911255366902	-0.814920235288102	-0.128070745130429	0.565292793777927	"S01"	0.565292793777927	"IS04"
"MCOLN2"	"MCOLN2"	-0.258427063998089	-0.473369442629787	0.170426425959404	0.563198148800383	"S01"	0.563198148800383	"IS04"
"ARPC2"	"ARPC2"	-0.0243355245842914	-0.37104798540913	-0.181115007813278	0.562673694086329	"S01"	0.562673694086329	"IS04"
"CX3CR1"	"CX3CR1"	-0.211987960504681	-0.121647094357498	-0.22304435073677	0.560508029867844	"S01"	0.560508029867844	"IS04"
"XCR1"	"XCR1"	-0.195703570971856	-0.172945705980914	-0.179707387592959	0.550382936540714	"S01"	0.550382936540714	"IS04"
"NAAA"	"NAAA"	0.349149589034136	-0.51975570585966	-0.417900193462744	0.545238506034057	"S01"	0.545238506034057	"IS04"
"HLA-DMA"	"HLA-DMA"	0.491552759898863	-0.689651385879032	-0.403360699924422	0.545121714931954	"S01"	0.545121714931954	"IS04"
"BID"	"BID"	-0.126641652030605	-0.509633902503124	0.0842233497142884	0.543969914709459	"S01"	0.543969914709459	"IS04"
"BATF3"	"BATF3"	-0.0916311052177112	-0.180169181684609	-0.270122625508408	0.536428065666872	"S01"	0.536428065666872	"IS04"
"IDH2"	"IDH2"	0.18509009409359	-0.466873247638326	-0.284811063521999	0.536362208144644	"S01"	0.536362208144644	"IS04"
"WDFY4"	"WDFY4"	-0.0669841566400441	-0.302975069800958	-0.170794261330187	0.531654591424871	"S01"	0.531654591424871	"IS04"
"VASP"	"VASP"	-0.253987199671909	-0.475124864196382	0.200540644237649	0.530622083408992	"S01"	0.530622083408992	"IS04"
"ARHGDIB"	"ARHGDIB"	0.201071194530959	-0.297900225162455	-0.460386965050568	0.528526483821798	"S01"	0.528526483821798	"IS04"
"IDO1"	"IDO1"	-0.249760636125922	-0.274322585990547	0.00118829412621724	0.527751141646088	"S01"	0.527751141646088	"IS04"
"GNA15"	"GNA15"	-0.38541014778434	-0.389989994719598	0.261426685819002	0.527057022805083	"S01"	0.527057022805083	"IS04"
"MCM5"	"MCM5"	-0.0260929638145932	-0.321366513852059	-0.191876556730554	0.527029378917726	"S01"	0.527029378917726	"IS04"
"PEA15"	"PEA15"	-0.0532663538834639	-0.513591821586465	0.0304134576755119	0.523269147950089	"S01"	0.523269147950089	"IS04"
"IDH3A"	"IDH3A"	-0.0259410933191937	-0.238210982961342	-0.262907937022933	0.516203220065413	"S01"	0.516203220065413	"IS04"
"TUBA1B"	"TUBA1B"	0.132398488278345	-0.536440024692617	-0.138824416548634	0.515812263828968	"S01"	0.515812263828968	"IS04"
"LAMP3"	"LAMP3"	-0.135149005822701	-0.265812315304031	-0.11707867304605	0.514821703849174	"S01"	0.514821703849174	"IS04"
"TMSB4X"	"TMSB4X"	0.284554450071467	-0.129860392111962	-0.701388877249695	0.514673188855132	"S01"	0.514673188855132	"IS04"
"FAM110A"	"FAM110A"	0.0726110184552706	-0.381403609116032	-0.225754098013861	0.514286161259391	"S01"	0.514286161259391	"IS04"
"ZNF366"	"ZNF366"	-0.11752767760299	-0.198350477571341	-0.197763714928733	0.510238047330165	"S01"	0.510238047330165	"IS04"
"SYNGR2"	"SYNGR2"	0.407228034078416	-0.674442586822876	-0.291820590233711	0.50975966427482	"S01"	0.50975966427482	"IS04"
"SMCO4"	"SMCO4"	0.245403782278684	-0.34157982487313	-0.444703869366297	0.508613683105129	"S01"	0.508613683105129	"IS04"
"FGR"	"FGR"	-0.213737599524606	-0.266298800460905	-0.0226339745646244	0.505393899377211	"S01"	0.505393899377211	"IS04"
"ACAA1"	"ACAA1"	-0.0971890330730739	-0.430024883557638	0.0135632531025991	0.505300534578966	"S01"	0.505300534578966	"IS04"
"CCND1"	"CCND1"	-0.0625110066450349	-0.282366307098726	-0.167332294902034	0.503592480708104	"S01"	0.503592480708104	"IS04"
"PLCD1"	"PLCD1"	-0.201162100775842	-0.12016463258301	-0.177937070046657	0.503329650059828	"S01"	0.503329650059828	"IS04"
"DCTPP1"	"DCTPP1"	0.0538850943912332	-0.240897157004288	-0.328671772908458	0.499212908679959	"S01"	0.499212908679959	"IS04"
"COX5A"	"COX5A"	0.325392204464033	-0.237525802760336	-0.619506037274203	0.49531177615135	"S01"	0.49531177615135	"IS04"
"GPR35"	"GPR35"	-0.0787763228080935	-0.406435941935872	-0.0100173104402243	0.486222176988293	"S01"	0.486222176988293	"IS04"
"CAT"	"CAT"	0.0289444675090826	-0.423970865064511	-0.102856797327141	0.480778294849193	"S01"	0.480778294849193	"IS04"
"CD1B"	"CD1B"	-0.123929035387876	-0.164492821822754	-0.192043889760195	0.47860918861406	"S01"	0.47860918861406	"IS04"
"LSM6"	"LSM6"	0.119823123864351	-0.154392366754969	-0.462794903554346	0.477741940112317	"S01"	0.477741940112317	"IS04"
"PSME2"	"PSME2"	0.25129370799139	-0.490479985375664	-0.272853990929006	0.477615489896774	"S01"	0.477615489896774	"IS04"
"NME2"	"NME2"	0.184802614727761	-0.227346237822864	-0.456198753890915	0.473303660399258	"S01"	0.473303660399258	"IS04"
"MTHFD2"	"MTHFD2"	-0.102444358065265	-0.394273250808427	0.0195159759622562	0.470401195874986	"S01"	0.470401195874986	"IS04"
"GCA"	"GCA"	0.107996105184535	-0.401870446997883	-0.198923064954494	0.470396922464034	"S01"	0.470396922464034	"IS04"
"CHAF1A"	"CHAF1A"	-0.0330044537442207	-0.313811027702284	-0.126677357093305	0.462943388885878	"S01"	0.462943388885878	"IS04"
"BCL2L14"	"BCL2L14"	-0.1752861545102	-0.19588890078825	-0.0894034784196688	0.462309713061483	"S01"	0.462309713061483	"IS04"
"CAP1"	"CAP1"	0.028557468047898	-0.451023047195169	-0.0541797966250262	0.459531658038508	"S01"	0.459531658038508	"IS04"
"KCNK6"	"KCNK6"	0.143217692198021	-0.348640812626836	-0.275660032149711	0.457138234315327	"S01"	0.457138234315327	"IS04"
"SPN"	"SPN"	-0.140752324045445	-0.169073385733278	-0.145881390985123	0.455428392459298	"S01"	0.455428392459298	"IS04"
"CSF2RA"	"CSF2RA"	-0.0532087100543493	-0.511640085428085	0.097811107147201	0.4550933077675	"S01"	0.4550933077675	"IS04"
"CLIC1"	"CLIC1"	-0.116201037570097	-0.235116364160822	-0.101756063037114	0.450074640710937	"S01"	0.450074640710937	"IS04"
"WAS"	"WAS"	-0.000630283180757987	-0.404636991548099	-0.0552756259082501	0.446515195786884	"S01"	0.446515195786884	"IS04"
"DBNL"	"DBNL"	0.125377378049115	-0.444870988952085	-0.150916386244173	0.446496744675055	"S01"	0.446496744675055	"IS04"
"MYD88"	"MYD88"	-0.146371631995897	-0.356658331894992	0.0540625535501509	0.446397893667508	"S01"	0.446397893667508	"IS04"
"GSN"	"GSN"	0.304385960126783	-0.599769174736137	-0.186430932870916	0.4424363899287	"S01"	0.4424363899287	"IS04"
"CLIC2"	"CLIC2"	0.0655499980405879	-0.390914280139287	-0.135480393860901	0.442232695623683	"S01"	0.442232695623683	"IS04"
"MFNG"	"MFNG"	0.0438554715545447	-0.200616367001365	-0.296881662411766	0.439579170408634	"S01"	0.439579170408634	"IS04"
"FLOT2"	"FLOT2"	-0.00584028521401788	-0.269952695846151	-0.174692057918488	0.439029370512848	"S01"	0.439029370512848	"IS04"
"PPIA"	"PPIA"	0.0182507965576066	-0.448568455385495	-0.0239771873491408	0.43835151821429	"S01"	0.43835151821429	"IS04"
"TMEM14C"	"TMEM14C"	0.222975245559765	-0.371613178169881	-0.318795621481553	0.437614630029415	"S01"	0.437614630029415	"IS04"
"UCP2"	"UCP2"	0.289631040940598	-0.478171556648543	-0.282398193406566	0.434640972176425	"S01"	0.434640972176425	"IS04"
"ARPC3"	"ARPC3"	0.115652676481035	-0.369569708356204	-0.198743023772348	0.430888039715746	"S01"	0.430888039715746	"IS04"
"FIBP"	"FIBP"	0.0605363343902146	-0.262603739368949	-0.242292253156629	0.428321581568046	"S01"	0.428321581568046	"IS04"
"ITGA4"	"ITGA4"	0.00279895701428937	-0.27042722241706	-0.170822667682188	0.42657263436804	"S01"	0.42657263436804	"IS04"
"HPRT1"	"HPRT1"	-0.0237999998766601	-0.334076429984469	-0.0783091796163158	0.425314923206506	"S01"	0.425314923206506	"IS04"
"RAB29"	"RAB29"	0.0108148023671397	-0.265169632698444	-0.182688736590463	0.424689045704189	"S01"	0.424689045704189	"IS04"
"RUNX3"	"RUNX3"	-0.151299536674717	-0.220640521345401	-0.0516094498302346	0.423818546741126	"S01"	0.423818546741126	"IS04"
"HCLS1"	"HCLS1"	0.0889847618552099	-0.494464900169961	-0.0389526475704525	0.422858137648266	"S01"	0.422858137648266	"IS04"
"PRMT2"	"PRMT2"	0.0408543091494789	-0.302233688603884	-0.175698560857121	0.421994887998091	"S01"	0.421994887998091	"IS04"
"UBE2E2"	"UBE2E2"	0.169579607666997	-0.435383154196117	-0.181143049378227	0.420387535486651	"S01"	0.420387535486651	"IS04"
"RHOG"	"RHOG"	0.157156306203086	-0.177306986395724	-0.421283376406142	0.419740739635515	"S01"	0.419740739635515	"IS04"
"NIPSNAP3A"	"NIPSNAP3A"	0.0530802869969336	-0.314568933713952	-0.173710032746883	0.419079274785881	"S01"	0.419079274785881	"IS04"
"ELOVL1"	"ELOVL1"	0.141282838450016	-0.356221137197252	-0.226791873926573	0.418495255444298	"S01"	0.418495255444298	"IS04"
"SNRNP25"	"SNRNP25"	0.117122050013897	-0.270998215174059	-0.283794432782422	0.417531613248627	"S01"	0.417531613248627	"IS04"
"CSK"	"CSK"	0.0827507531567346	-0.227912009666828	-0.285671508510499	0.413944073246758	"S01"	0.413944073246758	"IS04"
"C1orf162"	"C1orf162"	0.106497676110251	-0.196536403549395	-0.340219462594459	0.412133261263584	"S01"	0.412133261263584	"IS04"
"P2RY13"	"P2RY13"	0.151719797121808	-0.284603945008048	-0.301790439456764	0.411882093318113	"S01"	0.411882093318113	"IS04"
"CMTM6"	"CMTM6"	0.0252444608490312	-0.43118988862579	-0.0208980164243962	0.411132204637245	"S01"	0.411132204637245	"IS04"
"TIFAB"	"TIFAB"	0.184330665489419	-0.32826253018683	-0.289978744372389	0.408118611575877	"S01"	0.408118611575877	"IS04"
"LYPLA1"	"LYPLA1"	0.0600091497069957	-0.269380320354359	-0.213261827113687	0.406908914131859	"S01"	0.406908914131859	"IS04"
"CYC1"	"CYC1"	0.203382607970736	-0.373228872770479	-0.264100976818197	0.406102533751611	"S01"	0.406102533751611	"IS04"
"HMGN4"	"HMGN4"	0.0909150865873168	-0.185253170509983	-0.32808840436227	0.405733561897651	"S01"	0.405733561897651	"IS04"
"SCNM1"	"SCNM1"	0.189659507187998	-0.261743851657753	-0.357083111632904	0.404070531796389	"S01"	0.404070531796389	"IS04"
"LST1"	"LST1"	0.221484665533886	-0.331039310776924	-0.320130258462664	0.401238404452843	"S01"	0.401238404452843	"IS04"
"LAMTOR1"	"LAMTOR1"	0.395770836311026	-0.357350641893728	-0.480539608490699	0.400461038675642	"S01"	0.400461038675642	"IS04"
"ALOX5AP"	"ALOX5AP"	-0.314666226733921	-0.0258269825631095	-0.0432405189524434	0.39942887396049	"S01"	0.39942887396049	"IS04"
"CSRP1"	"CSRP1"	0.0805657213854528	-0.299858871423914	-0.194360656286632	0.396142242933167	"S01"	0.396142242933167	"IS04"
"P2RY6"	"P2RY6"	0.280229508253212	-0.4732173756828	-0.236811839376613	0.394970901452591	"S01"	0.394970901452591	"IS04"
"WDR1"	"WDR1"	0.0125814843590438	-0.453435320861892	0.0321328976557601	0.393906425503747	"S01"	0.393906425503747	"IS04"
"PDIA3"	"PDIA3"	0.0264975481597127	-0.615066064380288	0.178736872751909	0.391566851277741	"S01"	0.391566851277741	"IS04"
"RAB24"	"RAB24"	-0.0925026862292357	-0.271788103503911	-0.0292699859709252	0.38933251955427	"S01"	0.38933251955427	"IS04"
"BAZ1A"	"BAZ1A"	-0.188204447348429	-0.437331997125505	0.237277760566279	0.388558360693962	"S01"	0.388558360693962	"IS04"
"RGS19"	"RGS19"	0.306978353671593	-0.230911347327252	-0.497310378383752	0.388264426147028	"S01"	0.388264426147028	"IS04"
"TIMM10"	"TIMM10"	0.174628655498099	-0.182045369216745	-0.40331819698156	0.388240692793167	"S01"	0.388240692793167	"IS04"
"VPS29"	"VPS29"	0.231051998816679	-0.433998711580796	-0.213576172156638	0.386068744618418	"S01"	0.386068744618418	"IS04"
"ARHGAP31"	"ARHGAP31"	-0.0772353527448489	-0.276343589967023	-0.0331644744239326	0.381461438310258	"S01"	0.381461438310258	"IS04"
"EIF4E2"	"EIF4E2"	-0.0222224349428453	-0.286088097986622	-0.0822479163909554	0.381086495540407	"S01"	0.381086495540407	"IS04"
"DGAT2"	"DGAT2"	-0.16662388608609	-0.123363220389621	-0.0872981278301659	0.380925550564578	"S01"	0.380925550564578	"IS04"
"TMSB10"	"TMSB10"	0.157812679300307	0.195244109840936	-0.747286477920552	0.378898301059191	"S01"	0.378898301059191	"IS04"
"PHLDA2"	"PHLDA2"	-0.298033271986364	-0.447013696909757	0.376367696632712	0.377114669316704	"S01"	0.377114669316704	"IS04"
"UBE2V2"	"UBE2V2"	0.0198709019255706	-0.184481693618781	-0.223249084423886	0.37691575202675	"S01"	0.37691575202675	"IS04"
"SAMM50"	"SAMM50"	0.00034315770606813	-0.245672721739176	-0.140946541237685	0.375853372619189	"S01"	0.375853372619189	"IS04"
"TPMT"	"TPMT"	0.123280270244789	-0.337963663074658	-0.179228955238384	0.373083863238973	"S01"	0.373083863238973	"IS04"
"SUCLG1"	"SUCLG1"	0.107376768274046	-0.294077315105485	-0.205350450729025	0.373063093027405	"S01"	0.373063093027405	"IS04"
"TIGAR"	"TIGAR"	0.231051412503823	-0.329832964090482	-0.299176024678944	0.369388810572674	"S01"	0.369388810572674	"IS04"
"CIITA"	"CIITA"	0.15458770662618	-0.309433550198241	-0.236507748089149	0.368734026700844	"S01"	0.368734026700844	"IS04"
"PPY"	"PPY"	-0.135311879031413	-0.103440373350526	-0.126728189232125	0.367360885634926	"S01"	0.367360885634926	"IS04"
"GLRX3"	"GLRX3"	0.0281434163500838	-0.18597029340324	-0.220380000239729	0.366810048157705	"S01"	0.366810048157705	"IS04"
"SUMO3"	"SUMO3"	0.228362901564863	-0.287024511975751	-0.327207405815855	0.358346919024637	"S01"	0.358346919024637	"IS04"
"FCHO1"	"FCHO1"	-0.0724525011915974	-0.142655920447373	-0.146110740682037	0.358040531801154	"S01"	0.358040531801154	"IS04"
"GNG5"	"GNG5"	0.0403271100969903	-0.0794486515360155	-0.328609029442258	0.357232962464485	"S01"	0.357232962464485	"IS04"
"PRCP"	"PRCP"	0.181888247970564	-0.6021691559254	0.0368433616131001	0.354589973402559	"S01"	0.354589973402559	"IS04"
"AKR7A2"	"AKR7A2"	0.0738374692747659	-0.243259242967387	-0.200160069812129	0.354171696656906	"S01"	0.354171696656906	"IS04"
"ASGR2"	"ASGR2"	-0.205036250363764	-0.115209495556082	-0.0265543121519092	0.353869689897335	"S01"	0.353869689897335	"IS04"
"HIGD2A"	"HIGD2A"	0.197093657988126	-0.2497856646402	-0.325170566218593	0.353299069867396	"S01"	0.353299069867396	"IS04"
"DCK"	"DCK"	0.0506504272941389	-0.208284146337076	-0.207740779628681	0.352238616494734	"S01"	0.352238616494734	"IS04"
"BAK1"	"BAK1"	0.106562345805217	-0.244064707338332	-0.230754484036438	0.350491596312309	"S01"	0.350491596312309	"IS04"
"C17orf49"	"C17orf49"	-0.19209054564386	-0.242077423546996	0.088642770612225	0.349777685209612	"S01"	0.349777685209612	"IS04"
"AGPAT1"	"AGPAT1"	0.0313245136010235	-0.207731676803911	-0.184098076829969	0.348859542442566	"S01"	0.348859542442566	"IS04"
"EXOSC5"	"EXOSC5"	0.0240148667428931	-0.153397769564158	-0.226708917692763	0.345866442812215	"S01"	0.345866442812215	"IS04"
"VDR"	"VDR"	-0.27580966907534	-0.274748163066729	0.216806780348714	0.343770980502665	"S01"	0.343770980502665	"IS04"
"MAP3K13"	"MAP3K13"	0.00259616406718194	-0.177624420943849	-0.177416808762985	0.343468196373297	"S01"	0.343468196373297	"IS04"
"SERTAD3"	"SERTAD3"	0.0308309647800158	-0.184885517836141	-0.198986674718846	0.341903660244494	"S01"	0.341903660244494	"IS04"
"PRKCB"	"PRKCB"	-0.0483874087188499	-0.122111742263847	-0.173087823640512	0.339283014632142	"S01"	0.339283014632142	"IS04"
"HACD4"	"HACD4"	0.0908262372867895	-0.196452180504755	-0.248394318613127	0.338354434122543	"S01"	0.338354434122543	"IS04"
"CARD9"	"CARD9"	0.178054281241232	-0.367766235976128	-0.172778574342439	0.337800731423151	"S01"	0.337800731423151	"IS04"
"RFTN1"	"RFTN1"	-0.183715572789947	-0.259818303454251	0.11042364613293	0.336706776695581	"S01"	0.336706776695581	"IS04"
"CAMK2D"	"CAMK2D"	-0.0144662000274112	-0.271962579291667	-0.0551859605351182	0.332644405515626	"S01"	0.332644405515626	"IS04"
"ATPAF2"	"ATPAF2"	0.0233323407568426	-0.180467401347706	-0.185069823349781	0.331864058350433	"S01"	0.331864058350433	"IS04"
"PYCARD"	"PYCARD"	0.272119897170272	-0.237114474639576	-0.395079215150638	0.330585023966248	"S01"	0.330585023966248	"IS04"
"NDUFV2"	"NDUFV2"	0.24210863849585	-0.344716808337708	-0.254919550409539	0.328638757762053	"S01"	0.328638757762053	"IS04"
"HAUS4"	"HAUS4"	0.129889738771653	-0.300877121715155	-0.177238179114934	0.328269482030756	"S01"	0.328269482030756	"IS04"
"SHTN1"	"SHTN1"	-0.0314724540922265	-0.215931844678113	-0.085827166614997	0.326476965741718	"S01"	0.326476965741718	"IS04"
"HADHA"	"HADHA"	0.0506877003885928	-0.358415750027101	-0.033644964530594	0.326399188849842	"S01"	0.326399188849842	"IS04"
"COMMD8"	"COMMD8"	0.121196023898758	-0.250955136270639	-0.215019862740611	0.326260295068068	"S01"	0.326260295068068	"IS04"
