"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"KIFC3"	"KIFC3"	-0.490489419253495	1.69448987225229	-0.249985409108895	-0.324638377729165	-0.434776556227703	-0.215679085775984	"S01"	1.69448987225229	"IS02"
"S100A12"	"S100A12"	-0.279798032135307	1.6943658277821	-0.396241574378064	-0.208168104336985	-0.473059128470843	-0.388453125357021	"S01"	1.6943658277821	"IS02"
"C6orf132"	"C6orf132"	-0.278524932435682	1.69156027526361	-0.610907778838692	-0.45278711993327	-0.186316125908169	-0.419871338566319	"S01"	1.69156027526361	"IS02"
"SPRR1B"	"SPRR1B"	-0.120852108753712	1.69090654648516	-0.714455255922059	-0.160312906071627	-0.199781843304514	-0.694898391147718	"S01"	1.69090654648516	"IS02"
"DUOX2"	"DUOX2"	-0.333506261310344	1.69006273804279	-0.384077070758177	-0.235569380648565	-0.388287301902335	-0.416622524802757	"S01"	1.69006273804279	"IS02"
"TMPRSS11A"	"TMPRSS11A"	-0.145294834162692	1.6814257152746	-0.361256339174038	-0.280522635527496	-0.464714293031108	-0.564088542195526	"S01"	1.6814257152746	"IS02"
"MUC21"	"MUC21"	-0.379647628265642	1.67659252381836	-0.349802380237407	-0.279964539266672	-0.380932069556995	-0.353261692686188	"S01"	1.67659252381836	"IS02"
"SLPI"	"SLPI"	0.340407155455897	1.66736851564242	-0.689617568954463	-0.214485431283972	-0.636555066888102	-0.725279924271606	"S01"	1.66736851564242	"IS02"
"EPHA2"	"EPHA2"	-0.336207981167443	1.65438288979322	-0.187322842406913	-0.356456215625985	-0.317991044868679	-0.582716096837766	"S01"	1.65438288979322	"IS02"
"PLIN3"	"PLIN3"	-0.289894430432413	1.63028185162821	-0.167444057615507	-0.360520983291935	-0.398475886604265	-0.529974986074592	"S01"	1.63028185162821	"IS02"
"S100A9"	"S100A9"	0.167752146404002	1.623166578247	-0.368336266660042	0.131860520923211	-0.970595240440963	-0.499572421476098	"S01"	1.623166578247	"IS02"
"GCNT3"	"GCNT3"	-0.402811068207835	1.61887262997184	-0.380378157916622	-0.290847698719341	-0.23931354308351	-0.408501644156702	"S01"	1.61887262997184	"IS02"
"MUC20"	"MUC20"	-0.424106705070368	1.61648090014047	-0.486297557941621	-0.416311049264532	-0.0969178550539989	-0.390600462917134	"S01"	1.61648090014047	"IS02"
"TMPRSS11B"	"TMPRSS11B"	-0.371051414350267	1.60968501981599	-0.329292155868981	-0.29416588084235	-0.35446320733777	-0.336314691678347	"S01"	1.60968501981599	"IS02"
"TRIP10"	"TRIP10"	-0.389531186550134	1.60795384370996	-0.116118946110577	-0.372217262116443	-0.395090772750593	-0.411946063932451	"S01"	1.60795384370996	"IS02"
"IL36G"	"IL36G"	-0.432130331032028	1.59042933456785	-0.334067090501904	-0.228097381279425	-0.255628207674709	-0.394743298761122	"S01"	1.59042933456785	"IS02"
"SAMD9"	"SAMD9"	-0.36411959227402	1.58345005544645	-0.24685938202215	-0.275577933277793	-0.382532365862305	-0.368670370021934	"S01"	1.58345005544645	"IS02"
"NDRG2"	"NDRG2"	-0.0476563700306862	1.58141990517407	-0.547698925638704	-0.378335223537589	-0.337578233940456	-0.521839391286641	"S01"	1.58141990517407	"IS02"
"CST6"	"CST6"	-0.390096619406028	1.57983051513826	-0.363290352124952	-0.273061617414196	-0.40656839751412	-0.186742213297011	"S01"	1.57983051513826	"IS02"
"MAFF"	"MAFF"	-0.677899687364407	1.5795490667928	-0.000389421932013809	-0.396105000378563	0.0560462420096424	-0.672313754470616	"S01"	1.5795490667928	"IS02"
"USP6NL"	"USP6NL"	-0.365025783587302	1.57940244910832	-0.361826673546937	-0.358228266753375	-0.284527745985408	-0.334947784100217	"S01"	1.57940244910832	"IS02"
"SPRR2F"	"SPRR2F"	-0.375347999224525	1.55591294095389	-0.361130208323961	-0.291096492714242	-0.351668556611166	-0.244878697830056	"S01"	1.55591294095389	"IS02"
"RNF223"	"RNF223"	-0.359697598542394	1.55459511842422	-0.316113515415679	-0.321976009317899	-0.299871866679919	-0.358938232466791	"S01"	1.55459511842422	"IS02"
"RNASE7"	"RNASE7"	-0.373395494359938	1.54301966456834	-0.321866028520008	-0.214582417039849	-0.338145384344439	-0.333426488734909	"S01"	1.54301966456834	"IS02"
"CNFN"	"CNFN"	-0.214576131079465	1.53176170618944	-0.527867552169911	-0.303796229152593	-0.419134641079734	-0.186556117211814	"S01"	1.53176170618944	"IS02"
"DUOXA2"	"DUOXA2"	-0.307437703455943	1.53053799571131	-0.347690907878882	-0.251350328512102	-0.358385941108302	-0.338559595737905	"S01"	1.53053799571131	"IS02"
"CEACAM6"	"CEACAM6"	-0.16227503541819	1.52098791360123	-0.596293045306714	-0.354383699470966	-0.265291063024982	-0.357147083086372	"S01"	1.52098791360123	"IS02"
"APOBEC3A"	"APOBEC3A"	-0.46271148479581	1.50842566327415	-0.399903132193907	-0.225867559071228	-0.0213926897339339	-0.509421776336364	"S01"	1.50842566327415	"IS02"
"ANKRD36C"	"ANKRD36C"	-0.296341054919861	1.50818291940547	-0.289534481352366	-0.274728675789927	-0.402542751722821	-0.31194269024421	"S01"	1.50818291940547	"IS02"
"SMIM5"	"SMIM5"	-0.318354175906226	1.50749678143959	-0.239869154289679	-0.263217631168391	-0.404259443885106	-0.332196979688611	"S01"	1.50749678143959	"IS02"
"MALL"	"MALL"	-0.272083260643529	1.50261439612895	-0.407564977062344	-0.198974486539173	-0.381446662960324	-0.299589454774165	"S01"	1.50261439612895	"IS02"
"LYPD2"	"LYPD2"	-0.344993245208311	1.50191516039491	-0.310758637456261	-0.272456742078017	-0.323552764642693	-0.322874665035313	"S01"	1.50191516039491	"IS02"
"EMP1"	"EMP1"	-0.451661312172125	1.49229369112521	-0.795638917448141	-0.566939283401842	0.577922599460209	-0.725671235602152	"S01"	1.49229369112521	"IS02"
"LYNX1"	"LYNX1"	-0.3809914802502	1.48303347947825	-0.368380239673138	-0.196147617571263	-0.279605249665877	-0.299493239932729	"S01"	1.48303347947825	"IS02"
"RAB11FIP1"	"RAB11FIP1"	-0.41066186779419	1.48099741120356	-0.471854029023463	-0.48777472936073	0.174709620521204	-0.58962663563623	"S01"	1.48099741120356	"IS02"
"C1orf116"	"C1orf116"	-0.29914980419441	1.4773301122832	-0.36256741632005	-0.237682400969532	-0.273586991735527	-0.396764675421691	"S01"	1.4773301122832	"IS02"
"PLAC8"	"PLAC8"	-0.271435243220694	1.46799345316889	0.0998740744836712	-0.288258414758117	-0.521109997284572	-0.507309446785221	"S01"	1.46799345316889	"IS02"
"DAPP1"	"DAPP1"	-0.336413961590396	1.46766418304446	-0.179846979413718	-0.226898069489759	-0.30793449603969	-0.468635835371104	"S01"	1.46766418304446	"IS02"
"TMC5"	"TMC5"	-0.38751691222376	1.46751206689173	-0.306545744424339	-0.168352886459177	-0.34300610820056	-0.263887676143143	"S01"	1.46751206689173	"IS02"
"FBXO32"	"FBXO32"	-0.356033813468618	1.46744554922004	-0.305194922786598	-0.277202016125702	-0.303902749396424	-0.297226031341335	"S01"	1.46744554922004	"IS02"
"FAM3D"	"FAM3D"	-0.10085514886024	1.46409784819691	-0.407116744614619	-0.28362379467753	-0.398084523633583	-0.424451226980384	"S01"	1.46409784819691	"IS02"
"PDLIM5"	"PDLIM5"	-0.236702947821875	1.46226794222902	-0.268289892911715	-0.338639473309936	-0.307879767552437	-0.452235247468859	"S01"	1.46226794222902	"IS02"
"CEACAM7"	"CEACAM7"	-0.320434173982502	1.45603582305345	-0.302245617610365	-0.272742130578257	-0.328228172451574	-0.307294463674922	"S01"	1.45603582305345	"IS02"
"MYEOV"	"MYEOV"	-0.338173846945572	1.45473474413221	-0.350160783613808	-0.271475977482317	-0.299045330183859	-0.274842674811431	"S01"	1.45473474413221	"IS02"
"AMOTL2"	"AMOTL2"	-0.462117806871052	1.45046333310242	-0.0923084503511023	-0.311066169649884	-0.464529313827138	-0.0992431788844991	"S01"	1.45046333310242	"IS02"
"TMBIM1"	"TMBIM1"	-0.431073303045511	1.44877826356117	-0.102226130305323	-0.387743989677312	-0.19238826734977	-0.448030220936467	"S01"	1.44877826356117	"IS02"
"TJP3"	"TJP3"	-0.252201137580979	1.43667819977648	-0.281458374856098	-0.278088108130031	-0.376607262224792	-0.33336221412127	"S01"	1.43667819977648	"IS02"
"ABLIM3"	"ABLIM3"	-0.327242706498968	1.4363967953414	-0.308661866400359	-0.239224557503327	-0.315663127223452	-0.305902667861651	"S01"	1.4363967953414	"IS02"
"ZG16B"	"ZG16B"	-0.277243775921431	1.43443330837891	-0.324452206014484	-0.25893515446235	-0.355362589662775	-0.294270320540687	"S01"	1.43443330837891	"IS02"
"MACC1"	"MACC1"	-0.125406162204503	1.43174083450387	-0.368267613222827	-0.253836847986357	-0.43339360821972	-0.361240669896313	"S01"	1.43174083450387	"IS02"
"SPNS2"	"SPNS2"	-0.335797600867141	1.42805017570566	-0.305343360328172	-0.263970437329283	-0.320783656797273	-0.266355019866314	"S01"	1.42805017570566	"IS02"
"LRG1"	"LRG1"	-0.31192973835191	1.42722285340478	-0.066910177768505	-0.25443255169196	-0.408096940063709	-0.415735906737459	"S01"	1.42722285340478	"IS02"
"RND3"	"RND3"	-0.686334132030683	1.42583579029872	-0.151416096861309	-0.398551620023313	0.209453296789331	-0.545786228795643	"S01"	1.42583579029872	"IS02"
"SPINT1"	"SPINT1"	-0.247246916683062	1.42516492448105	-0.279021304873113	-0.491034034286513	-0.311196611347392	-0.291556935055991	"S01"	1.42516492448105	"IS02"
"CRNN"	"CRNN"	-0.332989127344438	1.42164184092571	-0.297979738189087	-0.21996897772326	-0.314812030069692	-0.303860536021415	"S01"	1.42164184092571	"IS02"
"SLC6A14"	"SLC6A14"	-0.310409771409556	1.41951789785448	-0.319987359477718	-0.143419021630371	-0.342677864394083	-0.319992147303117	"S01"	1.41951789785448	"IS02"
"CARHSP1"	"CARHSP1"	-0.143765794559931	1.41321545823862	-0.182248322790888	-0.362876107645774	-0.550851644096825	-0.271913054606553	"S01"	1.41321545823862	"IS02"
"CDKN2B"	"CDKN2B"	-0.369974443783647	1.41293813194141	0.075930298109214	-0.38577279148221	-0.156077099417256	-0.712467324164737	"S01"	1.41293813194141	"IS02"
"RNF39"	"RNF39"	-0.299684030191755	1.41287795746243	-0.246522994303369	-0.302889372354103	-0.30435188127424	-0.354882575373305	"S01"	1.41287795746243	"IS02"
"KRT24"	"KRT24"	-0.161680436288637	1.40875608991758	-0.350537024782505	-0.261688368185098	-0.379930299613089	-0.367935769035546	"S01"	1.40875608991758	"IS02"
"KRT13"	"KRT13"	0.509600989613832	1.40027373436225	-0.67358207388189	-0.197659146900154	-0.345367092547687	-1.07336888649663	"S01"	1.40027373436225	"IS02"
"ATP10B"	"ATP10B"	-0.222200280529298	1.39921988294744	-0.315724215913076	-0.211539212353593	-0.373157918420677	-0.344134161396343	"S01"	1.39921988294744	"IS02"
"DHRS9"	"DHRS9"	-0.416680922284534	1.39265857991139	-0.407110203791952	-0.303754911496074	-0.00902366211959834	-0.40725641152084	"S01"	1.39265857991139	"IS02"
"CLDN7"	"CLDN7"	0.152532721758822	1.39154704136089	-0.537888564747962	-0.591876094611533	-0.559831475376554	-0.176669664210863	"S01"	1.39154704136089	"IS02"
"TMPRSS11F"	"TMPRSS11F"	-0.268798824545503	1.3914075921062	-0.293084333253494	-0.238175976112019	-0.341494648523747	-0.318149157043297	"S01"	1.3914075921062	"IS02"
"PCDH1"	"PCDH1"	-0.22363540894247	1.38514370049214	-0.337317511991577	-0.202878625493996	-0.359370608989264	-0.329087294571555	"S01"	1.38514370049214	"IS02"
"PDE4C"	"PDE4C"	-0.27867179822608	1.38482435309935	-0.253191107655528	-0.305165782216034	-0.284879384804257	-0.370871884796604	"S01"	1.38482435309935	"IS02"
"GABRP"	"GABRP"	-0.36853507858486	1.38131064226612	-0.0494147459340177	-0.28762574804036	-0.326933542757882	-0.389860074197272	"S01"	1.38131064226612	"IS02"
"IL1A"	"IL1A"	-0.389502974441046	1.38113834847805	-0.163094960409663	-0.180119445420261	-0.301643021709728	-0.348656966647485	"S01"	1.38113834847805	"IS02"
"HS3ST1"	"HS3ST1"	-0.363735492762651	1.37846921444285	-0.149799447507041	-0.25420627977899	-0.359612114500499	-0.273841059923168	"S01"	1.37846921444285	"IS02"
"IL36A"	"IL36A"	-0.311092214084571	1.37557564493856	-0.281919436449516	-0.263374529063815	-0.305580094216554	-0.284707431818219	"S01"	1.37557564493856	"IS02"
"HEBP2"	"HEBP2"	0.187154007978823	1.37410713684265	-0.58418283791881	-0.568419446616858	-0.442687709396779	-0.330806037868866	"S01"	1.37410713684265	"IS02"
"TP53INP2"	"TP53INP2"	-0.379367081230362	1.36161344992797	-0.419882944771838	-0.315213534870444	-0.00611599494828337	-0.409460875899934	"S01"	1.36161344992797	"IS02"
"MYO5B"	"MYO5B"	-0.358584209477343	1.35380681280714	-0.222980190433969	-0.301944772405224	-0.296158791928517	-0.2397924562204	"S01"	1.35380681280714	"IS02"
"PADI1"	"PADI1"	-0.276217568986367	1.34946622187147	-0.298036451844116	-0.205601959864812	-0.31768953557216	-0.306559252963205	"S01"	1.34946622187147	"IS02"
"S100A8"	"S100A8"	0.770971102906861	1.3466769256818	-0.459833930336276	0.207521237715183	-1.16590773005467	-0.729895048767874	"S01"	1.3466769256818	"IS02"
"GRHL1"	"GRHL1"	-0.119380388174752	1.33452208388015	-0.358510332030573	-0.22372358332273	-0.386979000710545	-0.348824245693134	"S01"	1.33452208388015	"IS02"
"TMEM40"	"TMEM40"	-0.22819099292838	1.33410699856637	-0.240596336727028	-0.181238563425848	-0.367385105716422	-0.359496470179168	"S01"	1.33410699856637	"IS02"
"EPHX3"	"EPHX3"	0.0482436084139313	1.32490456005935	-0.320543514799071	-0.304756869073212	-0.420280495976876	-0.51695059935176	"S01"	1.32490456005935	"IS02"
"MBOAT2"	"MBOAT2"	-0.469875699535799	1.32448576869442	-0.535878345534224	-0.374622570061884	0.134294605266244	-0.282096007901214	"S01"	1.32448576869442	"IS02"
"ALDH1A3"	"ALDH1A3"	-0.370005376235978	1.32384240031185	-0.32835845584948	-0.19944277619735	-0.218540618037439	-0.252915933399951	"S01"	1.32384240031185	"IS02"
"CRB3"	"CRB3"	-0.178065437819827	1.32209488419011	-0.28256335324257	-0.345109629867912	-0.418655761509716	-0.211734970176098	"S01"	1.32209488419011	"IS02"
"SLCO4A1"	"SLCO4A1"	-0.363892313767358	1.3181274879937	-0.263948648426913	-0.22639164931923	-0.31688978446098	-0.169907941904043	"S01"	1.3181274879937	"IS02"
"SPINK7"	"SPINK7"	-0.303385010429252	1.31760113593608	-0.271058838881999	-0.253228351114113	-0.287104325622885	-0.271050436265006	"S01"	1.31760113593608	"IS02"
"CHAC1"	"CHAC1"	-0.348046034504666	1.3105956453296	-0.259821592477518	-0.234583310711343	-0.288345265487854	-0.220665845112469	"S01"	1.3105956453296	"IS02"
"ANXA1"	"ANXA1"	-0.0281981332896203	1.3069036449575	-0.727473688316604	-0.0547026305383092	0.00779339571066084	-0.717447750379759	"S01"	1.3069036449575	"IS02"
"ZNF185"	"ZNF185"	-0.196361348131738	1.30125339016979	-0.275968410421437	-0.127272990127286	-0.426987258387949	-0.285767583884232	"S01"	1.30125339016979	"IS02"
"MYO6"	"MYO6"	-0.281851257843493	1.30082553307818	-0.0276877919770506	-0.415269963412878	-0.20094538037179	-0.533732151075879	"S01"	1.30082553307818	"IS02"
"PARD6B"	"PARD6B"	-0.433672557007749	1.29858673160105	-0.154229789525633	-0.29278714584296	-0.263759346539115	-0.186489026792701	"S01"	1.29858673160105	"IS02"
"SERINC2"	"SERINC2"	-0.0577731782280794	1.29739703902152	-0.773624637377306	-0.324912566557673	-0.232542690140457	-0.143240205744465	"S01"	1.29739703902152	"IS02"
"MUC16"	"MUC16"	-0.299647717802195	1.2900278322606	-0.239366195380209	-0.134612666075647	-0.329866366627289	-0.288246451583687	"S01"	1.2900278322606	"IS02"
"CXCL17"	"CXCL17"	1.05502271222643	1.28655259938835	-0.659753567096989	-0.384597258331067	-0.890992698953949	-0.886807069704357	"S01"	1.28655259938835	"IS02"
"PLEKHM1"	"PLEKHM1"	-0.341559956882834	1.28136544505418	-0.283143507058786	-0.235793085699509	-0.186578480205294	-0.309126565611762	"S01"	1.28136544505418	"IS02"
"TJP2"	"TJP2"	-0.488439991241927	1.28132375548896	-0.226552866229484	-0.355030269958237	0.149850536353295	-0.534628211215909	"S01"	1.28132375548896	"IS02"
"MAP1LC3A"	"MAP1LC3A"	-0.597238182486429	1.25746304333733	0.313548584304375	-0.235200852836976	-0.576300743487277	0.0243073615237918	"S01"	1.25746304333733	"IS02"
"CSNK1E"	"CSNK1E"	-0.452334704070497	1.25620488560069	-0.385655572279278	-0.274883759439385	0.0734148965741658	-0.350610732235189	"S01"	1.25620488560069	"IS02"
"NT5C2"	"NT5C2"	-0.309844885780843	1.25477036177311	-0.240502293568026	-0.374558112192724	-0.213189204470629	-0.247366231410784	"S01"	1.25477036177311	"IS02"
"RBM47"	"RBM47"	-0.157862919053983	1.24657355552125	-0.208844609202592	-0.302474522575316	-0.281777776296648	-0.432186800101341	"S01"	1.24657355552125	"IS02"
"YOD1"	"YOD1"	-0.345205651590468	1.2448865091277	-0.328057043016401	-0.290693143285401	-0.136613822368536	-0.254274627402675	"S01"	1.2448865091277	"IS02"
"TGM3"	"TGM3"	-0.312846586844598	1.23904999368779	-0.283844701799519	-0.0925756849240705	-0.266025141327014	-0.279465744269751	"S01"	1.23904999368779	"IS02"
"ERBB3"	"ERBB3"	-0.220783727581511	1.23896046168277	-0.466125864556713	-0.46329779020402	0.0524170005067993	-0.439981232536043	"S01"	1.23896046168277	"IS02"
"RIOK3"	"RIOK3"	-0.25612020987215	1.23839957916083	-0.210195616933233	-0.333135695657441	0.0191717776188536	-0.666176524980744	"S01"	1.23839957916083	"IS02"
"ARHGAP27"	"ARHGAP27"	-0.29620177909448	1.23744322348377	-0.354359905255817	-0.202038922343427	-0.14305859976152	-0.332879179736198	"S01"	1.23744322348377	"IS02"
"PTPRH"	"PTPRH"	-0.27515578533585	1.23621900801575	-0.295186852684316	-0.27364377395859	-0.197529995830501	-0.302936418843451	"S01"	1.23621900801575	"IS02"
"LRP10"	"LRP10"	-0.200759823362738	1.23603200664692	-0.0199380083957133	-0.379443242530096	-0.206184141913569	-0.595690360125939	"S01"	1.23603200664692	"IS02"
"GDPD3"	"GDPD3"	-0.272870038516532	1.23544695812422	-0.2611859540308	-0.21411919927671	-0.298835382834949	-0.237987912934802	"S01"	1.23544695812422	"IS02"
"PI3"	"PI3"	-0.304297162584043	1.22997872893455	-0.394147224851418	-0.129350359272503	-0.171338343982744	-0.280291593469614	"S01"	1.22997872893455	"IS02"
"SLC12A6"	"SLC12A6"	-0.27765908202115	1.22700796632747	-0.368919498420886	-0.340716969858127	0.0303273221900363	-0.482220872140708	"S01"	1.22700796632747	"IS02"
"YPEL3"	"YPEL3"	-0.280181566058234	1.2162941793085	-0.168873215819463	-0.202764974083055	-0.484001687809661	-0.054756444658186	"S01"	1.2162941793085	"IS02"
"TCP11L2"	"TCP11L2"	-0.307526001026929	1.21589036019685	-0.249623873767759	-0.203938039680539	-0.294406549183171	-0.19034195990294	"S01"	1.21589036019685	"IS02"
"F3"	"F3"	-0.576188960878444	1.21456160193406	-0.403726907063768	-0.242639526281342	0.389988179748658	-0.552827007353695	"S01"	1.21456160193406	"IS02"
"TGFA"	"TGFA"	-0.316522358503135	1.21372543477913	-0.24452377419145	-0.188700592630286	-0.257139585272428	-0.238655344267182	"S01"	1.21372543477913	"IS02"
"ATG9B"	"ATG9B"	-0.179220342648898	1.21323441946167	-0.309334822852831	-0.145941314830578	-0.319642011411456	-0.310494482150266	"S01"	1.21323441946167	"IS02"
