"IS01"	"IS02"	"IS03"
"RPS21__pos"	2.22044604925031e-16	44.0088985012438	41.7360085418094
"CYTIP__pos"	37.5220231815877	21.8116561912	51.1990758317275
"MT-ATP6__pos"	4.6980918317065	43.6793215099086	36.3037987795107
"RBBP8__pos"	24.107428889615	2.22044604925031e-16	78.5348100771336
"RASGEF1B__pos"	32.5417315426363	2.22044604925031e-16	82.4090373188807
"RGS19__pos"	31.5210058361387	61.6320501433984	35.2684250716026
"HSP90AB1__pos"	26.5525647629753	2.09450209413085	58.9462776006817
"DUSP2__pos"	39.2404647470158	13.9138050775339	64.6829641903506
"ARPC5L__pos"	54.938576348936	56.1873974028317	23.6707236466296
"TRAF4__pos"	34.1047516917114	2.22044604925031e-16	84.0644263459624
"CTSH__pos"	61.7454592620762	51.7069541632622	21.4356840932872
"SMDT1__pos"	23.7217631129878	55.7344919811681	40.5954602191511
"SLC2A3__pos"	25.4701724874773	9.53676586751752	72.291760785103
"EHMT1__pos"	56.6395898202477	9.02346304194748	53.830335889797
"ERP29__pos"	20.038491269984	55.2522738423413	42.8035745473384
"DDX21__pos"	30.0688861375566	4.340414337305	81.0797647724969
"TOR3A__pos"	51.8295729283236	25.1067429717433	44.7793447027341
"RCSD1__pos"	43.631169004361	56.5926617970809	28.1334866507582
"SEMA7A__pos"	27.319902511636	1.00313667047273	88.1372132460799
"SERPINA9__pos"	60.2570367529315	2.22044604925031e-16	13.3891070305944
"CSK__pos"	55.9285720396264	55.5385754222453	23.7357064333736
"NFKB2__pos"	24.8801438891739	2.65426294861028	89.4499111143638
"CHORDC1__pos"	42.9449833577268	13.8463987239266	61.3392965683696
"IKZF3__pos"	36.4270723997514	56.1850267139387	23.2468814397287
"ALG13__pos"	17.7865450098537	9.10879081222889	85.4825105348074
"DEDD2__pos"	37.9691630001158	11.1731935372632	53.7985708866435
"PLEKHJ1__pos"	54.4085813221598	61.0181926899904	13.8231200867356
"RELB__pos"	31.0989252211019	2.22044604925031e-16	88.2307654679852
"NEIL1__pos"	64.0687788427735	2.22044604925031e-16	33.8540958789729
"BCAS4__pos"	57.2954424732485	52.4426731793594	25.7836562992426
"BCL2A1__pos"	27.5545688058506	7.51861365951134	78.8293269215343
"ZBTB32__pos"	52.9055360032945	13.7708829431105	23.7435799361341
"LIMD2__pos"	41.4675722483488	42.2666781213103	18.271106202914
"STX5__pos"	23.369971445248	6.04927466261993	85.4247867985721
"ACP5__pos"	58.7780609453547	48.7820166419977	26.5035430706017
"QRSL1__pos"	26.1641290012007	46.8892106783498	14.2751025424195
"RPL7__pos"	11.669649721982	19.5933519277893	50.7769893532643
"SYK__pos"	60.8581868055461	38.0826454373182	31.3610282133189
"CAPN12__pos"	9.42562715536192	39.9296047150329	5.48009196037246
"RPS25__pos"	2.22044604925031e-16	44.3316863608341	41.3555200749543
"MYBL1__pos"	50.7761429850115	2.22044604925031e-16	2.22044604925031e-16
"PCED1B__pos"	40.9750381033444	47.7540340795075	10.3898203583466
"RPS11__pos"	5.66731396769258	17.5837447684198	53.7825315873155
"ELF1__pos"	42.5644620533752	22.9903032611344	55.9987708381629
"HMGN1__pos"	45.4878714517369	43.721875358625	23.839224589989
"DDX3Y__pos"	23.6820433313809	2.11635357525718	84.2975592589403
"CORO1A__pos"	47.8437786458387	21.9924636024545	21.8092616639069
"ERAP2__pos"	29.7234391085981	54.4327856555757	13.6753997230259
"RPS27__pos"	2.22044604925031e-16	48.5744841414876	40.5315328514508
"UCP2__pos"	53.377362121423	42.6390685732772	31.5232241079897
"MBD4__pos"	53.9639437991374	51.6543810679928	19.4714800980387
"ATP6V0C__pos"	31.3686608968692	7.81880035022909	73.4065375125254
"SYVN1__pos"	57.6819054084256	32.0807856258929	22.0476158595399
"PLEKHF2__pos"	39.3739428155747	47.7813312463539	24.5854831580946
"RPS2__pos"	18.6649412369376	9.36308564060028	53.881686661103
"NOP58__pos"	44.8018942003561	15.4007762963204	65.6309193034943
"SP140__pos"	38.4241389169823	53.3525190695367	35.6188339260704
"BACH2__pos"	28.2229930533842	2.22044604925031e-16	74.9111360115499
"FAM76B__pos"	58.6474670356255	4.68711603413531	28.3753376254592
"GRAMD1C__pos"	32.2230251816219	47.3251973533751	6.61586612851943
"USP36__pos"	22.1376388839891	2.22044604925031e-16	83.4136665864632
"TTN__pos"	53.7169540554277	19.1767243245534	24.4141389847111
"PKIG__pos"	37.3601791872739	53.2303861727783	36.8845169804983
"SKIL__pos"	17.0291319844191	11.7300077062277	87.7817578180621
"ITSN2__pos"	53.0383813832441	29.5465439364052	48.2450540508026
"SOWAHD__pos"	0.532621457768223	34.0819465888626	2.22044604925031e-16
"UBA52__pos"	4.05210105951564	20.1893887655586	52.9239981864804
"HTR3A__pos"	54.7590635634008	2.90387910952073	15.9148582194904
"STK17A__pos"	41.2016927968198	53.8088763566883	33.9750708291194
"YWHAZ__pos"	24.1446183111912	2.75933886304386	55.6590922624851
"HSPA4__pos"	49.5342872489306	20.7479729933731	52.3431866804351
"BLNK__pos"	50.0997995164793	47.3439077177331	24.0982922627266
"CDC37__pos"	23.8959136343254	13.1065085516266	70.8481267046873
"CD74__pos"	38.0034839256856	8.9285556782023	46.5992640713561
"UBE2D2__pos"	44.1152027823377	50.4509825816321	29.7091009874221
"RILPL2__pos"	12.2770222636773	16.5011453363087	86.9652270231805
"CRIP1__pos"	39.5823684009161	38.9578383437975	48.0907013382098
"ANP32B__pos"	47.1913547918518	46.6678428734186	35.4111893213325
"HERPUD1__pos"	35.6975301473043	4.0951820329079	60.5239018929479
"POU2AF1__pos"	61.7306956301093	33.712898668133	37.4975879073819
"BTF3__pos"	13.7770142620582	36.050890280468	29.1804336082994
"SERPINB9__pos"	31.9692615797333	1.099626866088	84.4893267030615
"VCP__pos"	44.5498507983969	26.8542285965902	55.0180508614283
"BEND5__pos"	12.6438784679529	33.3992516556989	8.39408278925387
"RPL5__pos"	1.14469284934487	43.9329338970665	37.0939584417574
"IDS__pos"	29.4145293758202	18.7984077764331	68.4124199103594
"SEMA4D__pos"	44.8384408922777	44.4973755148236	10.8960087042745
"EEF2__pos"	11.2239500087323	18.6680476396746	47.3580353916337
"ELMO1__pos"	50.3754962640079	19.1062454000328	48.8804083203778
"WDFY1__pos"	33.3892562248463	41.7413132812308	19.262473614487
"SARAF__pos"	5.4298943085245	17.0773790334407	64.030827306577
"TIAM2__pos"	43.2597217728741	4.70528358870333	32.3942140870461
"TRANK1__pos"	28.3686613552581	42.8996648929352	22.3788086278832
"ARID5A__pos"	25.2010779171585	8.2806948557673	85.1845746727315
"NCOA3__pos"	57.1986265045816	34.6119567465368	36.280879913562
"P2RY12__pos"	6.75774814801042	22.5256656177859	2.22044604925031e-16
"KDM4B__pos"	22.8097766259594	2.22044604925031e-16	80.870424251965
"GRB2__pos"	48.5186105680589	27.5296019892761	48.9331843792428
"NCF1__pos"	31.2188392277684	50.4494062020536	38.5140378098768
"DNAJA1__pos"	33.6336351924136	4.59607765576496	70.3078779163379
"RBM39__pos"	34.7297747688574	17.5755543450557	57.941720562208
"PPP1CC__pos"	53.2312647209259	50.5068904817377	29.9500391280021
"HLA-A__pos"	29.7514279574268	3.24111129465689e-05	52.7829493226297
"RAB30__pos"	49.0873959005212	7.74769299533957	55.5866145940416
"NCR3__pos"	28.5099231215553	53.1487059224484	34.7917572164973
"RPS9__pos"	2.22044604925031e-16	35.1381395776005	40.5630064761082
"BTG2__pos"	34.5502840759099	14.9743625945893	63.130800295296
"EIF3F__pos"	20.0098792878392	43.2877277924776	40.2832972962067
"ARL4A__pos"	8.05557594808315	12.9805990346698	88.198314493541
"PRKCD__pos"	49.8260889486561	7.73266274374246	42.8257064346014
"MAT2B__pos"	24.7500061506482	54.703861944604	45.0542751937129
"RPL31__pos"	8.52286612291667	23.9990225946681	46.9652745914629
"DOK1__pos"	56.6241013426334	28.2074222316351	15.3663564553531
"CD24__pos"	19.5079619407446	53.2048873753839	47.6634677474824
"NCL__pos"	29.2330326678206	9.36973603261532	58.6166755580514
"CAMK2B__pos"	35.4931973217274	2.22044604925031e-16	2.22044604925031e-16
"LBH__pos"	19.3488978989269	56.1788338815473	46.9684189862468
"CYCS__pos"	21.9199082482678	21.8415783750945	70.7735924000895
"PPP1R12A__pos"	51.8252771353143	32.0220877368059	43.5252642619018
"PRR13__pos"	36.4726519358238	50.4594961106483	29.9669827376346
"BCAS2__pos"	24.067774440161	13.9309241567511	79.5256088596415
"BASP1__pos"	61.8785361859138	30.4134747373479	38.683587893414
"CD52__pos"	16.2282137565376	34.4182977376655	36.1635669086764
"DENND4A__pos"	22.0529004310882	6.3827289745988	78.9569640590307
"FCRL5__pos"	65.8390323750583	15.6298683805036	16.773767440163
"ISG20__pos"	32.2875765216128	49.4544987114898	34.6001457193032
"RPL27A__pos"	7.67984606464689	27.0721939059769	51.9572801378569
"AKIRIN2__pos"	49.5492604820455	24.384336971632	51.4737483627468
"HVCN1__pos"	35.5738870597362	49.7504464820105	42.3155633885068
"PAF1__pos"	25.8135338213737	5.9225275477053	82.0822869695711
"UPF2__pos"	53.1513555373137	34.2272954626223	36.4669824522887
"PLAC8__pos"	20.2877692680524	52.0761801386165	43.7159492922959
"FUS__pos"	26.6081826992642	19.8530082998503	61.9764308102969
"DTX1__pos"	49.1858255579987	2.22044604925031e-16	2.22044604925031e-16
"RICTOR__pos"	29.2103363500774	40.0368807632885	19.9648117542352
"EMD__pos"	25.3773928268123	18.2865586112138	75.517572684564
"FADS3__pos"	54.7751230533373	23.6561539887328	36.50401104859
"ABHD14B__pos"	16.9753366512354	55.504957157294	45.2011146356214
"CD79A__pos"	26.0450097084332	4.02049388084653	55.0006268551568
"CPNE5__pos"	56.437122228447	31.1944279589562	29.9440002461912
"CNPY3__pos"	21.3811332274254	52.2299273309583	50.3815116055532
"TUBA1A__pos"	15.4131721523829	15.0692311501099	84.4613634926642
"ATP6V0D1__pos"	44.9807919531992	21.1409599952931	61.0481528538016
"B2M__pos"	31.2729790719729	51.0585871713421	9.73028985058125
"RPL4__pos"	7.36985983893579	26.2912552556269	44.9028835574743
"ACTR2__pos"	53.4738258514954	33.3580705142318	44.5650767311633
"GUCY2C__pos"	2.22044604925031e-16	31.5897109898407	9.15033743604148
"RARA__pos"	24.6775478215187	2.632376074579	86.5734084445197
"PRDM2__pos"	39.9036538744534	5.3730581297591	75.5740064038643
"LTA__pos"	30.588480765944	41.1466260178632	19.5849870827464
"LYN__pos"	45.2046324594616	2.22044604925031e-16	78.3888402669881
"DAXX__pos"	44.9567849390176	13.1959880007696	52.3486623961384
"ZBTB20__pos"	24.1846866121263	49.0336053257816	39.2353055114937
"RPS10__pos"	21.4574719937167	25.7669386769809	71.9214533886757
"CCR6__pos"	47.7128379050655	26.7896854251488	45.4538865847278
"CNR2__pos"	29.5837017567092	33.5404795081089	4.81604265973368
"UBE2B__pos"	30.7740479334806	13.3246654223982	71.8735257693007
"PLCG2__pos"	57.8746539396183	34.2165212791911	39.018435321515
"BIN1__pos"	16.351566615243	51.2244854396383	49.9589435307276
"IFRD1__pos"	33.2626238085901	2.90446262773233	80.6183927246716
"PTPRC__pos"	42.9024921832089	33.614304481113	31.621640477522
"CD180__pos"	41.4246927247925	36.4907857555395	11.0643748310396
"ARRDC2__pos"	12.8793969440486	0.842797006847262	87.6013235605092
"ACTR3__pos"	53.7533277248618	35.9795145108983	26.5561733697101
"RIC3__pos"	9.76355336093682	44.2198943474026	40.8748675900268
"SC5D__pos"	16.3420600558794	2.56689010852802	71.1177498530198
"BTG1__pos"	21.3817951402642	10.7079741990345	51.3844004380937
"TMEM154__pos"	24.3755036116091	49.2042469614957	37.0158638365124
"RPL27__pos"	2.22044604925031e-16	33.6067093134915	41.3625951388946
"LAT2__pos"	52.4126186495737	41.0793222328865	38.4568102086036
"NLRC3__pos"	24.6017119630026	33.6948868535294	11.591129930281
"HSPH1__pos"	37.5594411031532	3.19839505022238	77.6316705757923
"IL12RB1__pos"	49.726495791321	19.1752471430642	15.7797401556999
"LPAR5__pos"	23.9736300141276	39.947829813664	11.0435137284394
"HLA-DQA1__pos"	32.4292503124457	1.0402723303957	52.0349430299397
"ARGLU1__pos"	53.8978601215136	30.6676811872481	46.7305803164374
"SNX22__pos"	47.3426357624508	36.2669685628744	11.8918623938484
"CSNK1D__pos"	35.4048884616861	2.91024793397586	81.0114142869092
"MTMR14__pos"	59.9200311541024	21.7427112805128	42.5556566004213
"COCH__pos"	5.1207191713873	39.3312699111343	34.0282462598127
"TAGLN2__pos"	21.5842022053923	4.2592616324166	61.2180748572954
"PTPN7__pos"	53.8592109217587	34.7357776247319	35.0945713934726
"UBE2N__pos"	36.0865991912655	50.8844629124961	36.5658053036821
"ANKRD37__pos"	29.0986479617115	1.92142402560118	81.2590974917786
"SRSF7__pos"	32.5782316779837	13.346499677766	55.6072049125533
"TLR6__pos"	12.1905281270108	27.324536798757	7.91692360329714
"NASP__pos"	39.6479934399387	13.3966895361201	71.3270985971294
"RGS16__pos"	48.4233695367914	2.22044604925031e-16	63.0360201775448
"GDF7__pos"	2.22044604925031e-16	17.177459582129	2.22044604925031e-16
"RPL15__pos"	2.81042723843358	36.9439791226248	38.7581584103024
"HLA-DMA__pos"	38.5621890412798	14.660716961702	40.8170234519847
"GPSM3__pos"	20.3944955575785	45.0844643019651	37.1021031269716
"CD72__pos"	24.3647347490707	8.59949262153076	68.6796453090764
"CDC42__pos"	37.9685654054028	17.5965647519609	52.1479966165667
"ARL11__pos"	31.4676941067853	31.6739883347849	1.05561708617539
"LRRFIP1__pos"	27.2154933025897	12.2613469843979	68.1852777267156
"VASP__pos"	42.6190480548286	18.8513390725902	63.7784147932775
"LSM7__pos"	20.484517057951	47.6471941886566	46.077094069099
"GOT1__pos"	21.0078180486684	5.04927473716013	67.9280714923121
"CKS2__pos"	57.2005373107805	19.1465011779814	50.6895125591873
"PARP3__pos"	23.4945351180581	37.6373656679921	19.4622116196947
"NRROS__pos"	13.5595933712561	3.67226931432586	73.5226108077314
"SYNGR2__pos"	34.9705990219563	25.001065116471	35.7789870339262
"IL16__pos"	30.2754716028357	49.8173289707809	46.163689093809
"SF1__pos"	28.7226180774993	14.8817136592204	61.9645590762895
"LPXN__pos"	52.202073144907	25.5131526904071	52.5919807516401
"SP100__pos"	31.3994727582305	51.5392554442327	41.3726402408331
"HSPA8__pos"	27.0401304270953	3.90034374920205	53.844027520518
"MCOLN2__pos"	57.1177020244388	16.1999900192177	22.5846640045594
"SSPN__pos"	7.3470905841386	46.9704597771652	26.397925486537
"RPL36A__pos"	8.61625782180634	40.174883371676	52.038473860404
"ARHGDIA__pos"	40.4806355097641	22.9350686586919	57.2171208844731
"DUS2__pos"	36.381194192818	30.8818153420944	5.01803353133308
"GNG7__pos"	5.25956041195121	21.5694093445515	80.6882008600555
"OSER1__pos"	44.6054770839567	14.821017083292	59.294851679842
"FLI1__pos"	33.4135427627271	43.1332902424086	33.7478401699462
"HSPA9__pos"	34.4724495381607	11.8720425709285	76.2550134611234
"MEF2A__pos"	52.8977938676302	30.0766213323908	32.7073679059889
"SH3BGRL__pos"	32.7660401007498	49.7275778719265	40.2234942225902
"AFF3__pos"	26.7982513786897	5.92862477704525	72.0944696584877
