"IS01"	"IS02"	"IS03"
"PBXIP1__pos"	35.1927668567165	25.151018408376	60.0217557766575
"U2AF1L4__pos"	33.0331957154783	41.9474211020432	21.9207862832984
"GTF2B__pos"	36.2554688398237	10.6535727794435	74.0975791597457
"RBM6__pos"	51.2731832449591	21.7825670265816	46.8073918856277
"DRAM2__pos"	27.8378991814955	49.2643624025762	43.6650162870253
"RPL24__pos"	0.620783729267342	40.0898875092747	37.1485643664648
"FCRLA__pos"	55.5090064707407	37.4286395375192	40.0065833029185
"NT5E__pos"	1.96176489312207	39.3042824335567	39.0736922228964
"CHD1__pos"	25.6630781049782	15.1730869692249	78.8869580241321
"DOK3__pos"	55.3655329174823	33.9171641218087	22.7191300086274
"ARPC3__pos"	40.1168691344254	31.0324924327112	18.5364031448309
"EIF4B__pos"	21.2961738579299	33.949786697264	63.1149588292043
"CNTRL__pos"	54.4010308500063	27.3556360986462	36.2317651609462
"PNOC__pos"	42.0718221267129	38.4570260395294	26.5050307514326
"NR1H2__pos"	26.2334310547488	15.7228388627805	78.4710223965312
"DAPP1__pos"	51.2914036623871	19.9886446349019	48.3589517900063
"GALNTL6__pos"	2.22044604925031e-16	14.8291158497802	2.22044604925031e-16
"DDX5__pos"	24.4763042556842	10.0438924029235	51.2347291803371
"FNBP1__pos"	47.91378143685	31.112180526136	50.6698553659751
"PMS2__pos"	35.3434058414214	37.3695134392403	21.4169597805754
"KLF10__pos"	36.4646098180309	2.22044604925031e-16	75.405017749748
"EWSR1__pos"	49.0143946871424	23.3096391934624	55.6112711174777
"UTS2B__pos"	14.7242525382264	22.4493451519363	2.22044604925031e-16
"CMTM6__pos"	32.0498775770308	17.0414587002367	61.790768962612
"AICDA__pos"	53.1489249149141	2.22044604925031e-16	2.22044604925031e-16
"S1PR4__pos"	26.864700128798	37.2679610138916	18.0378463129193
"TOMM7__pos"	0.226680275564572	38.0362730943303	47.7315951630839
"TRIM38__pos"	48.9775548182219	23.8841503346355	46.7646131203015
"SYNRG__pos"	35.7389661245301	43.15144450651	32.8325303951887
"BANK1__pos"	13.6501092584079	25.5417700893468	57.750228460665
"SPIB__pos"	50.6464830378278	8.56275616252266	56.5937601465053
"CIB1__pos"	23.1930224900133	48.2901813117428	43.5187177968875
"BORCS5__pos"	22.6670296698327	2.65429500090584	70.1351081026633
"ARHGAP44__pos"	36.7456131760516	2.22044604925031e-16	2.22044604925031e-16
"ZNF821__pos"	21.1550030227142	32.1516896147265	26.7422234256208
"GPR183__pos"	25.6639699263687	16.3494541966808	74.4349846050334
"LPIN1__pos"	54.3813801564837	27.0311294521676	39.5586175355492
"LYL1__pos"	27.2616117359488	31.981598076178	15.1686178930747
"TUBA1B__pos"	40.1711160508889	17.6553451075356	54.0184681151334
"HRK__pos"	50.2502729461698	2.22044604925031e-16	2.22044604925031e-16
"MT-ND4L__pos"	5.92217072289997	37.0271537721803	42.5230072411106
"HNRNPA0__pos"	28.498529009994	22.5704588052295	63.9812548297692
"SNX8__pos"	49.9136289785285	16.2570063294627	47.4783206944501
"EIF3H__pos"	23.8896565062557	44.5759709195618	43.2483611343554
"TMEM123__pos"	40.1298765013546	17.903779784013	66.1153072014398
"BACH1__pos"	37.3176656246602	2.22044604925031e-16	73.7132051276611
"HLA-DQB2__pos"	25.1678813820208	32.1230577796229	23.6287464039673
"MTMR6__pos"	27.4218300331527	2.22044604925031e-16	69.0590985247716
"GNG2__pos"	38.0772782719829	13.5850678794292	71.0505660733884
"CNBP__pos"	17.2357815578082	42.4532675503452	40.3943670791756
"CD69__pos"	6.04118326612413	38.3865324522208	60.5869925402093
"ARID4B__pos"	44.9788281666138	23.4103524434694	59.0616270577743
"EIF3D__pos"	28.6796199953609	47.9007825402352	49.788963255316
"ZFY__pos"	18.5287405903002	2.22044604925031e-16	58.8687965757918
"NIN__pos"	52.8746960921545	12.16692972864	43.6533370938495
"DOK7__pos"	12.8929859555919	24.265844811779	2.22044604925031e-16
"ZFP36L1__pos"	23.8366227523033	13.1486164761116	58.0940434294467
"HSPD1__pos"	37.7143401954449	15.0825010271192	64.3234409912112
"KAT2A__pos"	18.3869531944872	37.4567941826241	19.9188266382252
"EMP3__pos"	22.9243719458213	16.7528821732351	66.4426729864869
"P2RY8__pos"	49.8562130158533	13.4772365540848	41.5881334900884
"ATIC__pos"	27.4792342944537	37.996803654114	35.8222541815417
"MT-CYB__pos"	3.88772783743019	21.3846387901332	51.3712831262234
"ADGRG5__pos"	59.0551878666892	20.3569397186643	1.77427532925956
"NEK5__pos"	2.22044604925031e-16	11.9005123285451	2.22044604925031e-16
"MAP4K1__pos"	59.5371233887167	34.9793546556959	29.5776053463078
"IDI1__pos"	37.7749943726266	16.2266197465739	68.6088472045952
"IL18BP__pos"	27.3182118472386	41.3784088750629	26.3557190748311
"VOPP1__pos"	50.8634543869434	44.6928766312983	34.3851860967984
"CD37__pos"	12.1368866370503	24.0836213597528	45.0940172684681
"ITGA4__pos"	3.5193792953609	48.0165551455956	51.0839993625504
"ODC1__pos"	45.8776258313259	6.52631085339782	68.5489375722875
"GNB5__pos"	23.0880446789602	17.7405388343654	68.2332684669243
"TRIM22__pos"	21.8398655962755	53.452099009772	48.809393660068
"ADRM1__pos"	42.5619201131403	23.8479305258924	60.6409728869074
"XRCC6__pos"	32.4031793195482	25.8536721917798	60.8168970828997
"RAB24__pos"	35.4957963695865	43.200056570216	37.080839509134
"CNPPD1__pos"	36.365713828763	23.0111098366259	65.2714065652103
"MAP3K8__pos"	39.8820266721278	16.4928896931679	67.8928054057149
"TEX9__pos"	26.8909634909484	36.9548698853786	24.0076526192978
"SWAP70__pos"	51.1370248495312	23.5959615971224	54.5183362362688
"PLEKHG1__pos"	17.4465377825065	8.95718226282886	69.5790268157319
"AGMAT__pos"	15.1055792166204	22.5663338796099	13.2648936663316
"PDCD6IP__pos"	42.5351023600725	29.7790156920436	51.9546020160635
"GPBP1__pos"	32.5341982675691	16.8649994092677	72.9508413492835
"CYSLTR1__pos"	19.5678270888893	42.5126681709852	32.1189841000916
"WSB1__pos"	38.4345296341657	20.1006566624567	60.8839395307228
"TRIM39__pos"	7.10736550253592	2.22044604925031e-16	53.058937571803
"TMEM243__pos"	32.7816549653271	47.8209545461382	45.7788727535305
"CD19__pos"	41.4180346033226	25.9903782638719	45.5433357985285
"GPR132__pos"	18.5743198030898	3.26949866775776	74.734798793967
"SPDYE3__pos"	9.64048688337462	5.24156686984166	2.22044604925031e-16
"PXK__pos"	55.9819874608115	24.5974615799666	39.4259381761454
"METTL21A__pos"	25.0120046707125	14.9949249374841	67.6913845352852
"FAM117B__pos"	8.96990457908058	25.476669062736	14.516665696358
"DNER__pos"	32.7141249141927	2.22044604925031e-16	2.22044604925031e-16
"CD48__pos"	22.5286246371938	25.5146988229068	62.2413501815947
"TTC13__pos"	19.9909688975666	28.2715969940716	16.0974364076627
"ST6GAL1__pos"	48.1731077155662	25.0872823041831	45.3809018222599
"HLA-C__pos"	24.9984902228338	13.5861285228055	42.7607194870876
"MPHOSPH8__pos"	25.2395084246064	50.4790970244956	47.6662121929008
"ARHGAP30__pos"	46.6249904366876	35.5147415129669	40.4263139263855
"RBM8A__pos"	31.9317747564235	21.1830018373017	55.5535195496241
"ATP8A1__pos"	39.7047186016732	30.0929697517661	16.7284352944657
"PIK3AP1__pos"	51.0647327195019	31.9861279149717	30.0332821797973
"SLBP__pos"	46.24247657317	14.1835198925008	65.6422947851282
"GRAP__pos"	23.5581257248497	27.3334136422094	11.4203002225488
"SCAMP2__pos"	49.0226306317466	44.7721047988156	35.995809121928
"PMAIP1__pos"	38.8964662420507	10.1923454176041	71.0739427446947
"PLEKHG7__pos"	6.98735233310313	28.1699469984358	5.94283737073824
"PRRC2C__pos"	36.3130944470771	27.4042944278072	55.2890824327022
"FBL__pos"	19.5824747551386	35.1718222462622	66.8024921851239
"CHMP7__pos"	32.2769664778342	35.4375137576085	24.8151999879359
"RSRP1__pos"	41.795576374801	35.539236000502	49.6645667056372
"PHACTR1__pos"	32.1530862443207	4.70771296033387	71.9288195622264
"BTLA__pos"	4.05571600851197	28.8833131587813	31.9408828045765
"CXCR5__pos"	44.8380549604016	7.19613722225881	71.0418598589539
"RHOG__pos"	32.1007202110438	16.7832227669606	61.8251152266444
"TRAF5__pos"	32.0720352039954	36.7324099114793	35.2405068714529
"RASAL3__pos"	40.7310909403146	25.5615197031476	48.4788032822431
"NUP98__pos"	31.5329241491203	7.00985791839736	73.1185937769865
"SETX__pos"	39.5159525615623	42.7766276289421	29.8543135156421
"MTA2__pos"	42.5849857372086	11.2650070870598	36.0642117341293
"PIKFYVE__pos"	33.5841538401029	12.1915703244806	68.0469476929909
"UBXN1__pos"	26.4808656525572	45.5545176763305	43.7710281967506
"HLA-DQB1__pos"	31.9079865230842	5.36647421998146	48.1786252306805
"ZDBF2__pos"	11.8764799242475	2.22044604925031e-16	45.4695199958373
"LHPP__pos"	29.4943693085858	44.181877182494	31.4214430241292
"SLCO4A1__pos"	30.5647299958626	2.22044604925031e-16	50.1577417995028
"CHD2__pos"	17.8781187055841	24.159387291283	73.536800293867
"ZNF860__pos"	5.38912327160402	21.0001776737055	11.3102900095474
"TRA2A__pos"	51.1669894352818	19.2591896655182	53.7440742925655
"CXCR4__pos"	10.6233686938848	29.103542158557	53.6548714030724
"SYT1__pos"	24.0806930356476	26.7161514078133	7.834054137285
"FNBP4__pos"	39.6817680390447	29.3081433204292	55.641561133949
"BRAF__pos"	23.1150602983998	0.964155966058617	61.5396416543769
"DNAH8__pos"	22.0940131920957	15.0052151509922	2.22044604925031e-16
"EPC1__pos"	39.6447942032554	25.0613254809841	60.1494532242658
"CD40__pos"	35.0349231237277	18.9082544708283	66.1595020497159
"HAGHL__pos"	11.426622046714	30.9283288267975	24.5694261966928
"TMC8__pos"	44.5180309873032	30.6034783830573	40.7695706803333
"PNRC1__pos"	21.1423994601176	21.1358643648611	59.4622622413084
"STAG3__pos"	35.3340530742312	37.5109938318598	30.3673954034645
"CCDC97__pos"	41.0273428820448	11.1500531857822	43.2991655866654
"EIF3L__pos"	20.7156881744534	36.52431888209	56.4965767619289
"MTERF4__pos"	30.9375842496629	36.6465563507279	33.6115719804391
"SLC25A19__pos"	40.9057432422537	2.22044604925031e-16	66.1735587331623
"N4BP3__pos"	21.3808626417525	2.22044604925031e-16	49.9535008228156
"LY86__pos"	24.7378338353897	47.0943782081392	52.4140198505678
"YTHDF2__pos"	41.3969184159964	20.2841635633006	61.4795632620921
"PTBP1__pos"	39.4009784822966	12.2378591643949	70.6611687805755
"PCDHGA8__pos"	2.22044604925031e-16	7.96670555727476	2.22044604925031e-16
"MED10__pos"	44.382523515157	36.291033854499	47.9393834922963
"ACSM3__pos"	2.22044604925031e-16	2.22044604925031e-16	40.9712426363664
"LRBA__pos"	23.3933520794461	36.9275084231116	29.1036937252554
"IZUMO4__pos"	50.9505989238923	1.76207336684318	24.2927918931473
"HLA-DPB1__pos"	30.1471071750076	11.4133020666018	47.100599568803
"ANKRD44__pos"	25.9152596280946	45.7000255045814	49.2926826139599
"SPATA2L__pos"	31.0389618802864	2.22044604925031e-16	56.9964856144507
"KDM2B__pos"	25.1978779828622	6.68393334377891	61.0839856128935
"FLOT2__pos"	31.5933337847166	42.863815402355	42.0636293344911
"RAB3GAP2__pos"	51.5199503005789	19.2513451350978	23.208064062492
"GNL1__pos"	36.1099364631236	7.09646763648362	68.1821465667788
"TNFRSF14__pos"	18.7347846575856	47.2336920347303	55.9475581798542
"ARHGEF1__pos"	38.6580477627586	24.2477184109772	62.9014181884725
"GLIPR1__pos"	27.0403848850023	25.3860557257066	69.4727985269144
"CR1__pos"	10.3520536314978	31.1585125407776	35.2872938649692
"AKNA__pos"	42.3430293489315	31.6673488579574	43.4383123676591
"MT-CO3__pos"	11.1243442336998	18.901974279328	48.3084950266694
"EML6__pos"	26.8958648326835	5.29026892058205	2.22044604925031e-16
"EBF1__pos"	46.7884628200304	11.4888982221885	51.9882234489733
"RPL17__pos"	12.4485560253119	43.3621377540542	54.3694971814849
"SLC25A45__pos"	27.6499539273599	27.3574800404121	19.1369116449021
"HLA-DPA1__pos"	35.5642720770024	14.6048614631471	37.9224032720214
"CLCF1__pos"	14.4766011670931	0.000945262133068964	61.1104308755124
"P2RX5__pos"	25.8010265836017	16.8653603116203	9.35473020324491
"SNX2__pos"	34.3839305895398	35.867633038322	52.6971964031327
"DIRAS1__pos"	2.22044604925031e-16	2.22044604925031e-16	31.5413071805701
"ZNF420__pos"	4.72278074942294	23.2115413374115	21.9826208435462
"SF3B4__pos"	45.1788450760776	18.9494143209164	61.1366566439054
"RPL23__pos"	18.4541771446379	28.1313430283385	48.5595556041166
"SCML4__pos"	25.0590894583193	32.4611972852803	24.682914675292
"ATP2A3__pos"	49.754190295211	21.1646234979152	48.4753278217194
"TSPYL1__pos"	23.0179628500075	14.7878786751978	70.0874469608991
"LYSMD2__pos"	35.9975272729328	44.3442625064458	42.8723380365258
"NEK6__pos"	51.4931252272215	30.646405317648	28.698814548701
"JAZF1__pos"	19.4793762621166	13.2438982960128	65.5481003434434
"ARHGAP24__pos"	23.4402262838023	46.7048694499081	48.5310931890275
"TFEB__pos"	59.4092960013273	46.3980155442402	6.81880209993286
"PDCD4__pos"	11.7857125417595	36.1796848840991	70.9616442144952
"SMIM14__pos"	34.3742149247237	47.1205131353904	44.7195614667362
"TRIM55__pos"	37.9758560856619	2.22044604925031e-16	2.22044604925031e-16
"TGIF2__pos"	22.8960766421947	2.22044604925031e-16	62.8078878928198
"BTNL9__pos"	11.3235884200417	23.0816665247452	20.9558890012482
"CD80__pos"	34.622971595852	2.86516966563966	39.9776528949327
"RNMT__pos"	30.773344347431	16.2197950386256	69.470379536308
"HOXC4__pos"	18.9744118980881	11.7381662068199	2.22044604925031e-16
"KLHL6__pos"	60.1805223966577	20.31011549999	20.7455288220954
"STRAP__pos"	36.1187649008366	23.3316712745522	65.5189266553441
"RPS4Y2__pos"	2.22044604925031e-16	18.3338091276303	3.10371525311602
"TNFRSF13B__pos"	40.2444951667014	44.5708071364101	43.8257720418482
"DNTTIP2__pos"	28.0855570269775	18.0652863036847	71.0866769490163
"BCL11A__pos"	36.3650194379848	36.3559126124009	34.7054352007216
"MOB1A__pos"	50.0262055556474	39.360117472509	40.0231595892725
"CAMK1D__pos"	14.7823372155983	12.0970697961418	72.4983610839643
"ITFG2__pos"	24.2455541128496	33.909669135991	31.1197777846431
"USP11__pos"	38.3235952770351	9.51150132160963	70.4378982511318
"STAT6__pos"	32.3813647083112	16.8090125597199	68.1519112125964
"IL7__pos"	15.4850344923049	20.4910443052015	19.988269607227
"DBNL__pos"	52.442188787455	38.4199382034336	41.420647930781
"PHF1__pos"	16.9794693149862	20.2364767403149	75.4358976256379
"RHOF__pos"	19.6138466585436	43.7546790882247	57.4203850926668
"CASP9__pos"	31.8671233994483	2.22044604925031e-16	50.0536912983421
"GBGT1__pos"	10.183842166312	2.22044604925031e-16	52.1610818763477
"ZNF852__pos"	4.36579466141078	16.9249757848562	11.1247058653403
"NR3C1__pos"	39.2992932168868	14.8528324514385	69.7888374951233
"UXT__pos"	18.4273352712601	38.3830218155454	55.7728236540839
"RBM3__pos"	24.275274097243	38.3472964914199	42.2359311052221
"ARHGAP9__pos"	38.0163397667918	30.8634441202171	56.8428968862068
"SLC25A6__pos"	15.0937187296221	30.6435389687198	41.0458895817062
"ZNF625-ZNF20__pos"	2.22044604925031e-16	5.63967156311424	2.22044604925031e-16
"LSM14A__pos"	51.3224102247704	32.0279725988854	46.4845327450177
"SAFB2__pos"	33.7856539755339	9.33365809535395	69.7082580837684
"COMMD3-BMI1__pos"	2.22044604925031e-16	5.63505598563176	2.22044604925031e-16
"SRSF11__pos"	44.0599765688449	33.0497895506739	51.2405734579958
"EIF2AK3__pos"	23.9361776967449	3.92788769312329	53.0397559484541
"SETBP1__pos"	23.1441676234729	26.1100242712609	28.994995544999
"CWC25__pos"	33.7911322476185	7.87745307926735	68.9394493431432
"COL19A1__pos"	10.2858569490897	6.5337414359785	50.76924571159
"MT-CO1__pos"	15.1163157114576	32.6351201491338	29.0607388234151
"TPM3__pos"	40.3236509864614	35.3203621657934	27.944328901194
"HNRNPDL__pos"	17.5993684496324	25.7444652118543	51.5516272858042
"CNR1__pos"	9.85872578948391	17.2957114030778	14.3999351050877
"KMT2E__pos"	28.033763025783	23.7136781268872	59.4760179010103
"TRPV3__pos"	11.1378129730573	2.22044604925031e-16	41.9907272094471
"MDM4__pos"	36.4964739506217	33.3491634752247	34.1069733909193
"UBQLN1__pos"	45.2950870132845	18.9559705221643	51.0330449232638
"NUP58__pos"	34.3994261697227	6.68210661094693	64.3339600688243
"KRBOX4__pos"	18.4374222086125	24.3561144712971	20.6746321083702
"TMC6__pos"	44.1943193184323	30.9903237362744	50.6423619037523
"HNRNPA3__pos"	38.1733404608635	24.9230289299045	54.9126900432427
"ANKRD49__pos"	19.8415471340697	32.2664083778883	31.5556716588363
"NLRP4__pos"	33.0720500957737	2.22044604925031e-16	2.22044604925031e-16
"GCH1__pos"	26.8116005772581	2.22044604925031e-16	54.0399687149061
"SLC6A16__pos"	2.22044604925031e-16	16.2929848286108	5.89860635760357
"AKIRIN1__pos"	39.9360650082947	14.4971760062269	67.4348571348045
"RLF__pos"	20.0755114882753	12.2840884287201	56.3840329718811
"ZNF786__pos"	8.92771562388094	19.0625281443822	14.0626336029169
"SRSF2__pos"	41.9448661507724	18.4735128319668	58.5900593812382
"BCL2__pos"	13.7831861977529	16.9082968575982	63.557337680538
"ANK1__pos"	20.7573556514257	20.7722272878508	6.50714355073431
"ARID5B__pos"	36.5550694784532	25.1427189418793	62.3488039042847
"SLC25A32__pos"	24.8347619795595	13.8151261967915	59.5308209455917
"TBC1D5__pos"	28.8714993797908	33.3116723369545	38.1811174405069
"CD47__pos"	38.6863391040218	33.7340403221511	53.5970140954388
"ABCF2__pos"	22.8952031849935	2.22044604925031e-16	57.5186777072152
"TNFSF11__pos"	50.3020325876822	2.22044604925031e-16	2.22044604925031e-16
"ADAM28__pos"	8.29085281142906	35.498608827708	73.0109181160621
"PARP1__pos"	58.1483974369659	43.7139684495084	32.1181692190273
"FAM210A__pos"	33.1080671206862	4.06930315460864	54.0558948801698
"ANKRD30BL__pos"	2.22044604925031e-16	3.98835337893347	2.22044604925031e-16
"MS4A12__pos"	4.96189133965279	2.22044604925031e-16	2.22044604925031e-16
"HEATR4__pos"	2.22044604925031e-16	3.98835337893346	2.22044604925031e-16
"GOLGA8S__pos"	2.22044604925031e-16	3.98835337893346	2.22044604925031e-16
"CLEC18C__pos"	4.96189133965279	2.22044604925031e-16	2.22044604925031e-16
"ARFGAP2__pos"	46.3053729666142	29.2953248787704	33.8848460357224
"HLA-DRB5__pos"	22.9861722712054	13.9909784390996	53.0511051296107
"ACO2__pos"	49.1801689086788	17.5748844192974	55.0872996715574
"IMPDH2__pos"	25.7796735548111	33.3301858936316	60.5383274305225
"PTPN1__pos"	46.5433156974175	29.9435028973501	51.926589001527
"NEK1__pos"	21.7395024090365	9.82931389629698	52.9019637820893
"GLRA3__pos"	23.8181970002574	3.28518951500658	2.22044604925031e-16
"RAN__pos"	42.0326122673073	22.4818657197734	37.2836225372714
"EIF1B__pos"	31.9144067355009	25.3147394150936	64.6285376761999
"C1GALT1__pos"	26.5764841055989	35.5034477657981	34.7074103323786
"IFNLR1__pos"	50.8988661310953	4.99581819576973	22.9929653197752
"PCBP2__pos"	24.6865350274965	19.7271932672466	38.6588957615676
"DNAJA3__pos"	22.8928391498321	28.5981691911467	30.9604980852271
"CCDC50__pos"	46.0869383278155	45.5249645820835	38.0440064677139
"CEBPZ__pos"	28.9057851176743	15.4413766725084	70.0683885948161
"PATL2__pos"	12.2973991607832	22.6502103646215	30.5326084258575
"HNRNPF__pos"	38.4169773613244	36.1955972374118	42.4691052135514
"RBM22__pos"	34.9531592968971	13.0686700396911	67.1133670434152
"GLMN__pos"	24.6788056529751	20.4886090555012	24.4441995635037
"SSBP2__pos"	55.799349898679	7.7377069271018	30.5805416216371
"PPP1R11__pos"	21.6870564494333	28.5577266197368	66.9897179143971
"ZNF439__pos"	18.3587842447979	17.8700093394292	15.78469260748
"MAPRE2__pos"	40.2129588159577	14.1679838154142	64.9119621836502
"MANBA__pos"	25.4195444627436	17.0815736476081	56.6720442215008
"RAB39B__pos"	11.2219603714352	18.024486612252	24.1599563246562
"INPP5F__pos"	48.6846694578357	28.004785516824	26.3620145710144
"C12orf42__pos"	0.754641368204464	13.3617137959436	44.6922619587906
"TNNC2__pos"	2.17135506002556	14.9332958665816	9.19412019994597
"HCLS1__pos"	42.9708754911954	30.5903784902507	36.0356094391295
"RBMX__pos"	32.5642621939612	27.302181941847	64.572419180507
"SLC22A13__pos"	3.84050258065774	5.35245703756187	2.22044604925031e-16
"ANKRD33B__pos"	34.0043256707333	2.22044604925031e-16	35.7109102350642
"DCP1A__pos"	30.2324281344576	10.5683168118636	62.6711368154963
"OSBPL10__pos"	21.4958875036429	24.4009698774207	28.5481208294781
"AP1S3__pos"	36.2969631106435	6.55312093450436	39.9411491186495
"MAGOH__pos"	35.9864843544555	26.0533128527992	63.5595718169115
"PRKCB__pos"	23.6946391003199	35.3799868994843	50.8219059421657
"CD22__pos"	52.1707012367241	26.8465530633938	47.854700807496
"NGLY1__pos"	35.2459730869522	16.0413041431945	63.0003617577758
"COL4A4__pos"	12.0886864930481	15.0396656751678	23.8943684241901
"ANKRD13A__pos"	54.0597576881903	28.3927756997963	25.7820724331059
"FCRL1__pos"	19.6447692235613	17.0190883246027	65.1150717300333
"KDM4C__pos"	22.1814991720153	27.2824526502668	37.9943747454803
"TCL1A__pos"	67.3896101949603	5.28052699815585	27.5001473705024
"RSL1D1__pos"	23.0567780967735	37.2068258221884	61.7196643079654
"TMEM191C__pos"	10.0693245565625	16.2674836281567	18.5700597209182
"DEGS1__pos"	47.853261955767	28.0961862227951	48.2951998830172
"NOP16__pos"	28.3491838623439	13.3035968169549	61.7053161509195
"DGKG__pos"	13.4362881626452	14.3888201159107	11.731027617403
"GPR18__pos"	50.2566574683567	10.5351526798672	37.317645735749
"ZNF165__pos"	2.22044604925031e-16	2.22044604925031e-16	43.8475572792394
"ANGPTL6__pos"	15.1780830520864	8.28074833275636	14.4096025533907
"GDI2__pos"	53.9090126078254	41.8545996862701	34.264421034674
"SLC9B2__pos"	16.1228467632827	5.80312612562111	41.8184937026075
"XPO4__pos"	18.1277354765459	27.3427954817451	35.4964672046183
"PRPF38B__pos"	39.5354364596447	24.847481883392	60.4754406928906
"RIOK1__pos"	29.1061179833077	6.79059446331124	62.3822561570036
"ZMAT1__pos"	13.9134279295218	18.7212945374717	30.4266617661105
"FAM111B__pos"	48.1878849095258	2.22044604925031e-16	22.05307853822
"SMC5__pos"	35.1507386292084	10.354982454998	58.9865670395095
"RAP1B__pos"	43.8098296013904	31.5053308946643	49.9786355807425
"EGR4__pos"	20.0170771584097	2.22044604925031e-16	31.5661906527832
"TCEA1__pos"	52.64456539031	43.4395406407406	34.461591968705
"DNAJA2__pos"	36.3099052759315	22.4218029461781	64.3302613989726
"NIPA2__pos"	43.9962238385337	30.8618458472506	47.441406451935
"MT-ND5__pos"	13.5533409970275	26.344449672137	55.6672595363101
"MTPN__pos"	43.858359985102	38.369248103808	46.9793036850796
"YTHDC1__pos"	34.3653379515161	20.6184842097442	66.0762432150314
"MCM5__pos"	58.6573632822818	28.1806982821951	37.179276175928
"RASGRP2__pos"	18.6134395336746	31.000582052917	65.777168178273
"S1PR2__pos"	52.3344401527561	2.22044604925031e-16	20.4064370627535
"DAZAP2__pos"	22.8158431036513	25.1820645142912	48.4694241182315
"MAPK8IP3__pos"	33.0518071085585	5.81032476599113	47.244205338027
"PPIA__pos"	27.5882904110611	19.2588221332909	34.0352085206067
"EIF4H__pos"	48.1050863025405	23.4038280297913	57.4842690236388
"RPS4Y1__pos"	13.3850035614041	46.2347777252088	44.2659990497486
"RCE1__pos"	31.8712058798549	11.1197369022252	54.4844456155725
"STK4__pos"	28.6471501569939	30.5621042118572	59.3468505383994
"SF3A2__pos"	47.6822805367102	30.2338334191608	47.4390760339958
"NOP2__pos"	26.4812202822602	2.0373406112043	56.9853764949778
"HLA-DMB__pos"	48.2439846071018	28.5080365899372	50.9908798877703
"TOE1__pos"	19.7843774858915	7.88022090299235	42.2300355337535
"WDFY4__pos"	45.8198074881835	20.9827802797541	40.2649485261424
"LAPTM5__pos"	32.2030166078932	14.3240787303616	39.969040587567
"PLD4__pos"	44.953275818117	16.9740759414426	52.634477274759
"RNF138__pos"	27.7450811227318	18.9825393639139	65.9791798782075
"CAPZA1__pos"	46.8056107713919	24.6295552980922	56.365948943422
"HLA-B__pos"	22.6535896990379	20.0024847208669	48.7334039934299
"BCL7B__pos"	39.9533167834882	11.8214262209454	63.488772590944
"NFATC1__pos"	36.5626773741273	7.7738788706863	54.0921529430523
"ACAP2__pos"	46.818621651806	33.0846218703093	47.5927636687253
"DDX24__pos"	27.3794183552396	28.0274426642292	62.6333945234405
"VPS35__pos"	37.8462933343671	36.1710616805296	47.7893178830086
"VPS51__pos"	25.8216892012873	20.8557127209677	65.5009453180375
"CD53__pos"	42.0061363203026	31.074238991342	28.6062713173942
"TAF4B__pos"	22.9749080132446	5.16545120058525	49.2827645556835
"CCDC138__pos"	39.4381603137168	5.75868268897166	12.1833003006324
"PITHD1__pos"	27.6256057295198	21.4191092035233	63.9433779458976
"PUF60__pos"	42.4939593821337	23.8715635200372	59.0830411113949
"CLEC17A__pos"	26.3722844108263	6.86738165911247	52.2699903893509
"PBX4__pos"	38.367931397925	5.61873716923438	31.9849022013547
"SON__pos"	26.6902481972508	28.8928051662168	50.1913366938683
"LCP1__pos"	55.5859137693518	34.950669663094	31.8814567154628
"EEF1G__pos"	15.6440457901685	2.22044604925031e-16	49.211449084068
"CLEC2D__pos"	47.0706596317063	15.7227231331226	53.9007352811764
"SNN__pos"	14.2036043109137	11.7106229554409	56.9327333345694
"HHEX__pos"	55.6683808310023	43.2208853355898	13.7191708652956
"VPREB3__pos"	32.701138065871	37.1658989497696	53.5302949538987
"EBI3__pos"	42.5721347827885	5.29969307530179	44.2323512904457
"PNO1__pos"	30.3234730596017	5.39426319009255	56.1736872594552
"PPP1CA__pos"	50.5078364578343	49.5053303170298	25.5954825966832
"CAMKK1__pos"	2.22044604925031e-16	2.22044604925031e-16	48.3967433856063
"EPS15__pos"	48.5381924055681	34.4244963967286	32.4957716440931
"AP1B1__pos"	35.4704949221724	14.5662044112704	60.5535909649359
"RBM38__pos"	44.0955892783079	8.18308670278938	57.539181773309
"SLC38A1__pos"	34.0636212951641	24.7134789882933	60.1328323081985
"MMP20__pos"	18.7480671584147	2.22044604925031e-16	2.22044604925031e-16
"BBX__pos"	24.6872041977963	27.4372639980513	64.1199243957229
"KRAS__pos"	39.9995943185866	26.4357734264533	57.6519135603599
"CHRAC1__pos"	35.4905104618923	9.95557122150021	62.8353357448
"UVRAG__pos"	43.6781471535601	38.7697996108268	43.4322200404983
"DDX39A__pos"	42.944416913942	24.1291698886742	60.0558880342693
"ZBTB1__pos"	34.6220886440616	7.93839652420524	67.4888074513628
"BCOR__pos"	17.344122161014	12.1899728548524	41.1170513046434
"VNN2__pos"	54.8275695153676	24.8241570516036	1.16243522009527
"EIF5A__pos"	37.2788700392003	27.6257992355709	56.6072299602956
"CYB561A3__pos"	54.2035273798377	38.5583910579701	34.929056876317
"ZNF10__pos"	23.575670170111	7.50794065721423	46.7556206148905
"CYTH1__pos"	41.230730686805	17.4173876218097	62.5780887407847
"GRWD1__pos"	25.0158676086473	12.2221785204624	59.1011205091691
