"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"	"InitialState"
"SASH3"	"SASH3"	0.264775111237941	-0.0208864391623294	-0.149513945399204	"S01"	0.264775111237941	"IS01"
"ACAP2"	"ACAP2"	0.264086305387721	-0.121413647885803	-0.0626978624193433	"S01"	0.264086305387721	"IS01"
"SRSF11"	"SRSF11"	0.263481975235959	-0.167517140088022	-0.02270010298098	"S01"	0.263481975235959	"IS01"
"PRPF38B"	"PRPF38B"	0.263474147871134	-0.264589826266755	0.060716902496559	"S01"	0.263474147871134	"IS01"
"ARHGAP30"	"ARHGAP30"	0.261907519210525	-0.035153204146233	-0.135441229272267	"S01"	0.261907519210525	"IS01"
"CLEC2D"	"CLEC2D"	0.261423927621233	-0.266682581219114	0.0638118464182434	"S01"	0.261423927621233	"IS01"
"INPP5F"	"INPP5F"	0.258864291961771	-0.00465923999964517	-0.159719169725422	"S01"	0.258864291961771	"IS01"
"ANP32B"	"ANP32B"	0.25871874474586	0.107640404733192	-0.256123303730147	"S01"	0.25871874474586	"IS01"
"PSIP1"	"PSIP1"	0.258144494451083	-0.0826983434398836	-0.0922069343082069	"S01"	0.258144494451083	"IS01"
"SH2B2"	"SH2B2"	0.258141353936009	-0.0875593230903868	-0.0880280336312852	"S01"	0.258141353936009	"IS01"
"SF3B4"	"SF3B4"	0.257434284056985	-0.33437013408677	0.124497326306006	"S01"	0.257434284056985	"IS01"
"CYBA"	"CYBA"	0.257327869720989	-0.0231266720886828	-0.142878847692236	"S01"	0.257327869720989	"IS01"
"MED10"	"MED10"	0.255983366834271	-0.114773681902084	-0.0632785847876666	"S01"	0.255983366834271	"IS01"
"GMIP"	"GMIP"	0.254659601283803	-0.079147563799183	-0.0930539529422776	"S01"	0.254659601283803	"IS01"
"EBI3"	"EBI3"	0.254164200678857	-0.221188953296188	0.0293118724423097	"S01"	0.254164200678857	"IS01"
"YTHDF2"	"YTHDF2"	0.252603588943264	-0.281103728782195	0.0817821264134197	"S01"	0.252603588943264	"IS01"
"SF3A2"	"SF3A2"	0.252464525063305	-0.147785333505548	-0.0326869781754072	"S01"	0.252464525063305	"IS01"
"CCDC97"	"CCDC97"	0.252367520682126	-0.226219788497396	0.0347710774612564	"S01"	0.252367520682126	"IS01"
"EPS15"	"EPS15"	0.252198057880835	-0.053374638429462	-0.113643121534194	"S01"	0.252198057880835	"IS01"
"BLNK"	"BLNK"	0.251554312035803	0.166869282112928	-0.302485893535038	"S01"	0.251554312035803	"IS01"
"ARPC3"	"ARPC3"	0.251353565294007	0.0451806459520768	-0.197795022432749	"S01"	0.251353565294007	"IS01"
"KPNB1"	"KPNB1"	0.251150201279978	-0.20835756334989	0.0201924407312714	"S01"	0.251150201279978	"IS01"
"TMC6"	"TMC6"	0.250625224508533	-0.163442769836382	-0.0180696529195918	"S01"	0.250625224508533	"IS01"
"ARHGEF1"	"ARHGEF1"	0.249424575267904	-0.350774745115573	0.143659249847724	"S01"	0.249424575267904	"IS01"
"NCF4"	"NCF4"	0.248461189667677	0.0522631326069864	-0.202051492696872	"S01"	0.248461189667677	"IS01"
"AP1G2"	"AP1G2"	0.247801951892516	-0.116324003181104	-0.0567719709968856	"S01"	0.247801951892516	"IS01"
"MKNK2"	"MKNK2"	0.246526551105338	-0.393283426180703	0.182018763150195	"S01"	0.246526551105338	"IS01"
"RSRP1"	"RSRP1"	0.245825602788939	-0.121001763949797	-0.0515025192172193	"S01"	0.245825602788939	"IS01"
"EPC1"	"EPC1"	0.245698699284422	-0.354458382439272	0.149180992394619	"S01"	0.245698699284422	"IS01"
"WDFY4"	"WDFY4"	0.24523029066402	-0.161521894919699	-0.0163081016363671	"S01"	0.24523029066402	"IS01"
"EBF1"	"EBF1"	0.245130693824629	-0.282538403746185	0.0877412539632955	"S01"	0.245130693824629	"IS01"
"SRSF2"	"SRSF2"	0.244932098040018	-0.446687391835681	0.228915849673846	"S01"	0.244932098040018	"IS01"
"PCSK7"	"PCSK7"	0.244673191071179	0.0684295331095488	-0.213547085150518	"S01"	0.244673191071179	"IS01"
"TMC8"	"TMC8"	0.243558354917426	-0.0670495974257958	-0.0964282679821038	"S01"	0.243558354917426	"IS01"
"PPHLN1"	"PPHLN1"	0.242901583093506	-0.076934845604863	-0.0875187437212306	"S01"	0.242901583093506	"IS01"
"MEF2C"	"MEF2C"	0.241097870081354	-0.21190018781753	0.0295942792445956	"S01"	0.241097870081354	"IS01"
"DEDD2"	"DEDD2"	0.240421180299254	-0.275801725688696	0.0849312051398873	"S01"	0.240421180299254	"IS01"
"CCDC141"	"CCDC141"	0.238691873175399	-0.0596609039316237	-0.0996992998674746	"S01"	0.238691873175399	"IS01"
"ILF2"	"ILF2"	0.238564634096814	-0.444087067282395	0.230708659150293	"S01"	0.238564634096814	"IS01"
"HNRNPF"	"HNRNPF"	0.238132833307085	-0.146433380500487	-0.0247843758885954	"S01"	0.238132833307085	"IS01"
"MAPRE2"	"MAPRE2"	0.236674138182304	-0.373945058746483	0.171633114196522	"S01"	0.236674138182304	"IS01"
"EED"	"EED"	0.23513497398129	7.64874836851322e-05	-0.148780483161849	"S01"	0.23513497398129	"IS01"
"FNBP4"	"FNBP4"	0.234865329645336	-0.209896914227404	0.0318147847471334	"S01"	0.234865329645336	"IS01"
"RASAL3"	"RASAL3"	0.233640411969822	-0.147519592444699	-0.0210097204693104	"S01"	0.233640411969822	"IS01"
"PNN"	"PNN"	0.233630648533941	-0.0664362287556339	-0.0906763880515412	"S01"	0.233630648533941	"IS01"
"AP1S3"	"AP1S3"	0.233593227260447	-0.219771746923018	0.0411045346041336	"S01"	0.233593227260447	"IS01"
"FAM13B"	"FAM13B"	0.233259034687909	-0.181158126016514	0.00813621159177708	"S01"	0.233259034687909	"IS01"
"PLD4"	"PLD4"	0.233112022427558	-0.214781246548113	0.037120671833939	"S01"	0.233112022427558	"IS01"
"HMGN1"	"HMGN1"	0.232355231338897	0.153529374302662	-0.278880498680667	"S01"	0.232355231338897	"IS01"
"CD47"	"CD47"	0.231396995009449	-0.163164853668011	-0.00614726728381501	"S01"	0.231396995009449	"IS01"
"SYNGR2"	"SYNGR2"	0.230019119955792	-0.169747480537891	0.000380472603983779	"S01"	0.230019119955792	"IS01"
"GIT2"	"GIT2"	0.2294447621124	0.0649794981360752	-0.20095110313078	"S01"	0.2294447621124	"IS01"
"ITGB7"	"ITGB7"	0.22944461236262	0.00307825116432246	-0.147760863832987	"S01"	0.22944461236262	"IS01"
"UBQLN1"	"UBQLN1"	0.228796132413789	-0.199780494429228	0.0269605640752485	"S01"	0.228796132413789	"IS01"
"DDX6"	"DDX6"	0.228786010986997	-0.189965823997105	0.0185334724263791	"S01"	0.228786010986997	"IS01"
"ARID5B"	"ARID5B"	0.228071323192002	-0.26784365707462	0.0859039006624775	"S01"	0.228071323192002	"IS01"
"ARHGAP17"	"ARHGAP17"	0.227671387934704	-0.132798045526362	-0.0298843641628704	"S01"	0.227671387934704	"IS01"
"RBM39"	"RBM39"	0.225566005355469	-0.425307758229736	0.22279326760928	"S01"	0.225566005355469	"IS01"
"NIPA2"	"NIPA2"	0.224616098562016	-0.100537711106396	-0.0556724721456106	"S01"	0.224616098562016	"IS01"
"TPR"	"TPR"	0.22408933936188	-0.07578292567316	-0.0766104636190081	"S01"	0.22408933936188	"IS01"
"STAMBPL1"	"STAMBPL1"	0.224072063549056	0.205992945690128	-0.318722274234428	"S01"	0.224072063549056	"IS01"
"PBX4"	"PBX4"	0.223792744230156	-0.1542017169883	-0.00903963311133723	"S01"	0.223792744230156	"IS01"
"AKIRIN1"	"AKIRIN1"	0.222067959702385	-0.394460043483947	0.198499015342912	"S01"	0.222067959702385	"IS01"
"SNX2"	"SNX2"	0.220684491253548	-0.148169005712969	-0.0122575234972446	"S01"	0.220684491253548	"IS01"
"KRAS"	"KRAS"	0.220578531085075	-0.237577504148182	0.06463590878698	"S01"	0.220578531085075	"IS01"
"CCDC50"	"CCDC50"	0.220491314245654	0.0694379620664144	-0.199119399263222	"S01"	0.220491314245654	"IS01"
"CCT2"	"CCT2"	0.220490750757126	-0.368986454851853	0.177607748050264	"S01"	0.220490750757126	"IS01"
"COBLL1"	"COBLL1"	0.22041628259788	-0.0451424796811821	-0.10061592670219	"S01"	0.22041628259788	"IS01"
"NKTR"	"NKTR"	0.219799341438815	-0.0462229450455217	-0.0992973166885106	"S01"	0.219799341438815	"IS01"
"NCOR1"	"NCOR1"	0.21777606754291	-0.0861616950634734	-0.0636993282022957	"S01"	0.21777606754291	"IS01"
"RRP12"	"RRP12"	0.217655161338079	-0.396556460308928	0.203091354971251	"S01"	0.217655161338079	"IS01"
"PRRC2C"	"PRRC2C"	0.21672957080157	-0.320635366023189	0.138439721357655	"S01"	0.21672957080157	"IS01"
"ZPR1"	"ZPR1"	0.216232772682343	-0.343244376288556	0.158181268280476	"S01"	0.216232772682343	"IS01"
"DOCK8"	"DOCK8"	0.21554640612542	0.0140362804088302	-0.148386679676449	"S01"	0.21554640612542	"IS01"
"ACIN1"	"ACIN1"	0.215463587238575	-0.150232946378658	-0.00718199084845516	"S01"	0.215463587238575	"IS01"
"DOHH"	"DOHH"	0.214962524176724	-0.136738443927765	-0.0184605635704128	"S01"	0.214962524176724	"IS01"
"PNOC"	"PNOC"	0.214842842659468	0.0765641661185798	-0.201670299143191	"S01"	0.214842842659468	"IS01"
"AKNA"	"AKNA"	0.213262488743907	-0.091219694671965	-0.0564984367431341	"S01"	0.213262488743907	"IS01"
"NOP56"	"NOP56"	0.212663631740075	-0.309328824376784	0.131295867999639	"S01"	0.212663631740075	"IS01"
"RASGRP1"	"RASGRP1"	0.211919927646397	-0.0746544234818401	-0.0698834233447593	"S01"	0.211919927646397	"IS01"
"ZC3H11A"	"ZC3H11A"	0.21146301016017	-0.258904510713421	0.0887269078525366	"S01"	0.21146301016017	"IS01"
"ARHGDIA"	"ARHGDIA"	0.210221667612752	-0.361890859763329	0.178005527073436	"S01"	0.210221667612752	"IS01"
"CASP9"	"CASP9"	0.20906864092422	-0.344934144955978	0.164164309094855	"S01"	0.20906864092422	"IS01"
"TTC24"	"TTC24"	0.208537854823889	-0.143774759787673	-0.0083510571460995	"S01"	0.208537854823889	"IS01"
"CYTH1"	"CYTH1"	0.207747755059405	-0.295756930818421	0.122743012408809	"S01"	0.207747755059405	"IS01"
"SCAF4"	"SCAF4"	0.207461354522181	-0.147853491551353	-0.00416545886112883	"S01"	0.207461354522181	"IS01"
"SLC25A33"	"SLC25A33"	0.20733036154924	-0.381858573792002	0.196991919950453	"S01"	0.20733036154924	"IS01"
"UVRAG"	"UVRAG"	0.206656616109683	-0.0373900285415317	-0.0985748935900282	"S01"	0.206656616109683	"IS01"
"CNPPD1"	"CNPPD1"	0.206382093709839	-0.335632302520752	0.157870624293978	"S01"	0.206382093709839	"IS01"
"CIITA"	"CIITA"	0.205466158851658	0.0698680826527806	-0.189986098332549	"S01"	0.205466158851658	"IS01"
"PBXIP1"	"PBXIP1"	0.204436769139415	-0.231117145877868	0.0692937971683412	"S01"	0.204436769139415	"IS01"
"PRR13"	"PRR13"	0.203014631545916	0.163897878197944	-0.269232969402369	"S01"	0.203014631545916	"IS01"
"NIP7"	"NIP7"	0.202125647741361	-0.113881466319271	-0.0299820932586791	"S01"	0.202125647741361	"IS01"
"BCL7B"	"BCL7B"	0.201109419611286	-0.331196949654011	0.157394224471908	"S01"	0.201109419611286	"IS01"
"CCNK"	"CCNK"	0.200695927689298	-0.178714154674314	0.0266312118934453	"S01"	0.200695927689298	"IS01"
"PPP3CC"	"PPP3CC"	0.199672828505066	0.078974214877065	-0.194146681243699	"S01"	0.199672828505066	"IS01"
"LPCAT1"	"LPCAT1"	0.199431976661839	-0.301352463726522	0.132810552444129	"S01"	0.199431976661839	"IS01"
"SAFB"	"SAFB"	0.198382720462152	-0.215889739110075	0.0600382563093905	"S01"	0.198382720462152	"IS01"
"ODF2"	"ODF2"	0.196968432688687	-0.206681615852906	0.0530204417740131	"S01"	0.196968432688687	"IS01"
"RBM25"	"RBM25"	0.196281562178342	-0.200824184563671	0.0484217240803429	"S01"	0.196281562178342	"IS01"
"ILF3"	"ILF3"	0.19599710690334	-0.315366643849185	0.147025012511184	"S01"	0.19599710690334	"IS01"
"AFTPH"	"AFTPH"	0.194623253164223	-0.160103727112683	0.0144805087481631	"S01"	0.194623253164223	"IS01"
"JAK1"	"JAK1"	0.19448725022772	-0.183763378248427	0.0348966537598369	"S01"	0.19448725022772	"IS01"
"USF1"	"USF1"	0.191872148391455	-0.101423797247794	-0.0342016622899583	"S01"	0.191872148391455	"IS01"
"TOB2"	"TOB2"	0.191727946737778	-0.309633336111025	0.144798625609165	"S01"	0.191727946737778	"IS01"
"TNFRSF13B"	"TNFRSF13B"	0.19081123605685	0.0845918461038988	-0.193369115313092	"S01"	0.19081123605685	"IS01"
"HNRNPU"	"HNRNPU"	0.18990501677642	-0.316293756881822	0.151674693664859	"S01"	0.18990501677642	"IS01"
"ARHGAP9"	"ARHGAP9"	0.18907910032935	-0.16725950162153	0.024135766585835	"S01"	0.18907910032935	"IS01"
"ATP8A1"	"ATP8A1"	0.187897481210688	0.0627946882638769	-0.172796530484622	"S01"	0.187897481210688	"IS01"
"PUF60"	"PUF60"	0.186888497934331	-0.247941749947766	0.0948494215654194	"S01"	0.186888497934331	"IS01"
"TNFSF9"	"TNFSF9"	0.186604883156764	-0.322939078204159	0.159472067507855	"S01"	0.186604883156764	"IS01"
"RUBCN"	"RUBCN"	0.185312137215483	-0.243466820182803	0.0920012236371588	"S01"	0.185312137215483	"IS01"
"PPWD1"	"PPWD1"	0.184835906480849	-0.0200952904090579	-0.0996349698181604	"S01"	0.184835906480849	"IS01"
"UBE2N"	"UBE2N"	0.184121140288644	0.136925185014409	-0.234106548555611	"S01"	0.184121140288644	"IS01"
"ARL11"	"ARL11"	0.183498024086724	0.106624751869252	-0.20767606854691	"S01"	0.183498024086724	"IS01"
"RCE1"	"RCE1"	0.183386010188774	-0.261213482056313	0.108468681251869	"S01"	0.183386010188774	"IS01"
"SBNO1"	"SBNO1"	0.183016979835377	-0.291261466344929	0.134521537937026	"S01"	0.183016979835377	"IS01"
"DDX39A"	"DDX39A"	0.182574298275064	-0.312910502592621	0.153403977095377	"S01"	0.182574298275064	"IS01"
"VPS35"	"VPS35"	0.182275971920307	-0.0797842718788347	-0.0467266976076363	"S01"	0.182275971920307	"IS01"
"CD80"	"CD80"	0.182150413535585	-0.22453799865715	0.0777358567839368	"S01"	0.182150413535585	"IS01"
"BCLAF1"	"BCLAF1"	0.180446537252063	-0.171875607723444	0.0335620658155791	"S01"	0.180446537252063	"IS01"
"UTP6"	"UTP6"	0.180083113889194	-0.114218716981431	-0.0157511602191303	"S01"	0.180083113889194	"IS01"
"NFATC1"	"NFATC1"	0.179428776172245	-0.307309554130329	0.150580660792672	"S01"	0.179428776172245	"IS01"
"EIF5A"	"EIF5A"	0.179209332194429	-0.294884334800583	0.140042781115752	"S01"	0.179209332194429	"IS01"
"DUS2"	"DUS2"	0.177951090312586	0.159305801558214	-0.249435291215915	"S01"	0.177951090312586	"IS01"
"MAPK8IP3"	"MAPK8IP3"	0.17767548730543	-0.261841687642239	0.11262019082945	"S01"	0.17767548730543	"IS01"
"PAK2"	"PAK2"	0.177475048023967	-0.189661019413918	0.0507239756781766	"S01"	0.177475048023967	"IS01"
"TAF1D"	"TAF1D"	0.174418612217364	-0.319306877246525	0.164058406900488	"S01"	0.174418612217364	"IS01"
"CCNI"	"CCNI"	0.1734710486409	-0.299556970636904	0.14768712293496	"S01"	0.1734710486409	"IS01"
"PKIG"	"PKIG"	0.171735720433772	0.150468728354377	-0.237910815159121	"S01"	0.171735720433772	"IS01"
"CD180"	"CD180"	0.17109999838955	0.148644268646464	-0.235941031737708	"S01"	0.17109999838955	"IS01"
"DNAAF2"	"DNAAF2"	0.168004064325358	-0.123646474082954	-1.05496099584584e-05	"S01"	0.168004064325358	"IS01"
"LRIF1"	"LRIF1"	0.164174013124635	-0.0710363585252337	-0.0427946894092355	"S01"	0.164174013124635	"IS01"
"SF3B1"	"SF3B1"	0.163504968056799	-0.225517930121558	0.0903704876522769	"S01"	0.163504968056799	"IS01"
"HERPUD2"	"HERPUD2"	0.162575960189449	-0.101924390035311	-0.0152426874337298	"S01"	0.162575960189449	"IS01"
"HLA-DPA1"	"HLA-DPA1"	0.162107334608925	-0.288401194031552	0.145288409000044	"S01"	0.162107334608925	"IS01"
"PTGES3"	"PTGES3"	0.15706449063102	-0.0900461293644628	-0.0219635560282533	"S01"	0.15706449063102	"IS01"
"EML6"	"EML6"	0.154460763732732	0.0107077493184107	-0.106891997277759	"S01"	0.154460763732732	"IS01"
"FGD2"	"FGD2"	0.153219122953111	-0.0135809981672154	-0.0852360082082712	"S01"	0.153219122953111	"IS01"
"FCGR2B"	"FCGR2B"	0.152956487712463	-0.053433451661393	-0.0508257153102093	"S01"	0.152956487712463	"IS01"
"KYNU"	"KYNU"	0.151749333313086	-0.271923548423094	0.137680671714158	"S01"	0.151749333313086	"IS01"
"MTSS1"	"MTSS1"	0.151349071220737	-0.0524712464001408	-0.0506358779891703	"S01"	0.151349071220737	"IS01"
"P2RX5"	"P2RX5"	0.150496852746086	0.0219378601448055	-0.114034704841526	"S01"	0.150496852746086	"IS01"
"LYSMD2"	"LYSMD2"	0.14904559225275	0.0382061559063721	-0.127095759500816	"S01"	0.14904559225275	"IS01"
"USP15"	"USP15"	0.147993970884494	-0.109399456698365	0.00040304969816453	"S01"	0.147993970884494	"IS01"
"DNAH8"	"DNAH8"	0.146156677438596	0.0985541203716087	-0.177124069541782	"S01"	0.146156677438596	"IS01"
"PRMT1"	"PRMT1"	0.143441501847063	-0.170478542042298	0.0557660116245522	"S01"	0.143441501847063	"IS01"
"CCT7"	"CCT7"	0.142579849486749	-0.264136371408117	0.136788733594379	"S01"	0.142579849486749	"IS01"
"PIM2"	"PIM2"	0.137957878598153	-0.185759875906958	0.0723650701174189	"S01"	0.137957878598153	"IS01"
"SYTL1"	"SYTL1"	0.136749653196953	-0.113405986137798	0.0109574001193822	"S01"	0.136749653196953	"IS01"
"RELT"	"RELT"	0.136138879615292	-0.209400699238442	0.0938294738225358	"S01"	0.136138879615292	"IS01"
"RAB24"	"RAB24"	0.133950501205898	0.0765209839840994	-0.15047157847493	"S01"	0.133950501205898	"IS01"
"PMS2"	"PMS2"	0.133617798472496	0.0684693329095179	-0.143342579422692	"S01"	0.133617798472496	"IS01"
"MX2"	"MX2"	0.132815988811738	-0.00207270701999997	-0.0822205074143036	"S01"	0.132815988811738	"IS01"
"SETX"	"SETX"	0.132025744595045	0.102514505203847	-0.171589798517946	"S01"	0.132025744595045	"IS01"
"HNRNPC"	"HNRNPC"	0.131561162015037	-0.161031324722585	0.0551621666023045	"S01"	0.131561162015037	"IS01"
"STAG3"	"STAG3"	0.130576476066047	0.0316530892877672	-0.109783799565254	"S01"	0.130576476066047	"IS01"
"CD70"	"CD70"	0.130369447430716	-0.0964957263111716	0.00046211014856736	"S01"	0.130369447430716	"IS01"
"TRAF5"	"TRAF5"	0.129212235031055	0.0567428722498656	-0.130479967403496	"S01"	0.129212235031055	"IS01"
"DZANK1"	"DZANK1"	0.124684508081667	-0.108005321846171	0.0139475366869701	"S01"	0.124684508081667	"IS01"
"PIGB"	"PIGB"	0.12322871517818	-0.19629487222913	0.0907332084155096	"S01"	0.12322871517818	"IS01"
"S1PR4"	"S1PR4"	0.114934125793292	0.104444455110354	-0.162438295411988	"S01"	0.114934125793292	"IS01"
"MDM4"	"MDM4"	0.113457304119055	0.0433161690928031	-0.108978297470677	"S01"	0.113457304119055	"IS01"
"GLRA3"	"GLRA3"	0.112362297053063	-0.00115184353487374	-0.0700755272173453	"S01"	0.112362297053063	"IS01"
"MTERF4"	"MTERF4"	0.107349975414991	0.0341016796500247	-0.0971978496922583	"S01"	0.107349975414991	"IS01"
"LHPP"	"LHPP"	0.106870803961786	0.0765301555739411	-0.133352485064347	"S01"	0.106870803961786	"IS01"
"HOXC4"	"HOXC4"	0.104799598791603	0.0763527023007571	-0.131890038226223	"S01"	0.104799598791603	"IS01"
"SCML4"	"SCML4"	0.104201706157461	0.0617796383645755	-0.118989633878497	"S01"	0.104201706157461	"IS01"
"SP100"	"SP100"	0.102408910422744	0.0891470119903991	-0.141371830553043	"S01"	0.102408910422744	"IS01"
"CHMP7"	"CHMP7"	0.100878083084911	0.0864759212161964	-0.138108435678685	"S01"	0.100878083084911	"IS01"
"ANK1"	"ANK1"	0.100403828602891	0.0617588839479696	-0.116569773608298	"S01"	0.100403828602891	"IS01"
"FLOT2"	"FLOT2"	0.0866986742972311	0.056801660101859	-0.103642121741671	"S01"	0.0866986742972311	"IS01"
"UBXN1"	"UBXN1"	0.0863204671268915	0.0262076818708684	-0.0771143025273183	"S01"	0.0863204671268915	"IS01"
"BCL11A"	"BCL11A"	0.0820580806283766	0.0208857413141756	-0.0698454838850674	"S01"	0.0820580806283766	"IS01"
"SLC25A45"	"SLC25A45"	0.0814330502518617	0.0652574882226483	-0.107577671144218	"S01"	0.0814330502518617	"IS01"
"KRBOX4"	"KRBOX4"	0.0764189783192558	0.030066912333701	-0.0741680896103037	"S01"	0.0764189783192558	"IS01"
"MS4A12"	"MS4A12"	0.0763813886497355	-0.0218555156090406	-0.0295287126115933	"S01"	0.0763813886497355	"IS01"
"CLEC18C"	"CLEC18C"	0.0763813886497355	-0.0218555156090406	-0.0295287126115933	"S01"	0.0763813886497355	"IS01"
"EIF3D"	"EIF3D"	0.0749026659060219	0.0172853061829598	-0.0622261698943844	"S01"	0.0749026659060219	"IS01"
"ANKRD49"	"ANKRD49"	0.0741688430905035	0.023632859780567	-0.0672163413301195	"S01"	0.0741688430905035	"IS01"
"ZNF439"	"ZNF439"	0.0683128448628612	0.00280404974488134	-0.0456149653500303	"S01"	0.0683128448628612	"IS01"
"ST13"	"ST13"	0.0645911385630883	-0.0871683838541045	0.0340498765652706	"S01"	0.0645911385630883	"IS01"
"TBC1D5"	"TBC1D5"	0.0639418503975695	0.0101019950257141	-0.0491213982462042	"S01"	0.0639418503975695	"IS01"
"GLMN"	"GLMN"	0.0639181175747725	-0.00193991095922994	-0.0387590889003417	"S01"	0.0639181175747725	"IS01"
"TSTD2"	"TSTD2"	0.0609772866404405	-0.0891587377160644	0.0380457729631338	"S01"	0.0609772866404405	"IS01"
"DGKG"	"DGKG"	0.0575740433853611	0.0079863527487797	-0.043276063156378	"S01"	0.0575740433853611	"IS01"
"DNAJA3"	"DNAJA3"	0.0509511323667775	0.00126714064499317	-0.0333136547942998	"S01"	0.0509511323667775	"IS01"
"C1GALT1"	"C1GALT1"	0.0482426666715007	0.0228699648563722	-0.0501633932100296	"S01"	0.0482426666715007	"IS01"
"SCFD2"	"SCFD2"	0.0469482512610129	-0.0751656016405753	0.0348947130390606	"S01"	0.0469482512610129	"IS01"
"ZNF66"	"ZNF66"	0.0451314131205186	-0.0449285070753875	0.0100618451870089	"S01"	0.0451314131205186	"IS01"
"SETBP1"	"SETBP1"	0.0439126579320279	0.0206357216227396	-0.0455049844860603	"S01"	0.0439126579320279	"IS01"
"ANGPTL6"	"ANGPTL6"	0.0430620173676639	-0.022754708987702	-0.00768270604274521	"S01"	0.0430620173676639	"IS01"
"IL7"	"IL7"	0.0390920271847338	0.0231956551611921	-0.0446557866868902	"S01"	0.0390920271847338	"IS01"
"ZMAT1"	"ZMAT1"	0.0260851601292844	-0.0196422442451973	0.00038010984148417	"S01"	0.0260851601292844	"IS01"
"OSBPL10"	"OSBPL10"	0.0212664660485038	0.00394463555279472	-0.0168398296989704	"S01"	0.0212664660485038	"IS01"
"PRKCB"	"PRKCB"	0.0182986633783312	-0.0133698238408743	-8.49286160357325e-05	"S01"	0.0182986633783312	"IS01"
"TMEM191C"	"TMEM191C"	0.0152764690151057	0.010433580860816	-0.0186271465166445	"S01"	0.0152764690151057	"IS01"
"COL4A4"	"COL4A4"	0.00103505313970274	0.000541549169689712	-0.00111997463452326	"S01"	0.00103505313970274	"IS01"
"NR4A1"	"NR4A1"	0.15102784410367	-1.23666497198716	0.967114405490445	"S02"	0.967114405490445	"IS03"
"CD55"	"CD55"	-0.103568674150335	-1.03303104348858	0.953160538922197	"S02"	0.953160538922197	"IS03"
"EZR"	"EZR"	0.293661288111044	-1.29752723884701	0.929201048453476	"S02"	0.929201048453476	"IS03"
"CREM"	"CREM"	0.181497018142506	-1.1703093979845	0.890826071135063	"S02"	0.890826071135063	"IS03"
"CD83"	"CD83"	0.0238757314032417	-1.03970763011601	0.878293367586876	"S02"	0.878293367586876	"IS03"
"EIF1"	"EIF1"	-0.0970465675124684	-0.868161643967914	0.807367509785657	"S02"	0.807367509785657	"IS03"
"EEF1A1"	"EEF1A1"	-1.13338830827319	-0.100469538321727	0.803159888108851	"S02"	0.803159888108851	"IS03"
"RPL21"	"RPL21"	-0.0770742306000815	-0.865683456246212	0.792606252910515	"S02"	0.792606252910515	"IS03"
"RPS8"	"RPS8"	-0.898903826321721	-0.259476645654464	0.791487247681431	"S02"	0.791487247681431	"IS03"
"CCR7"	"CCR7"	-0.207748659852953	-0.756544483284616	0.781473017568757	"S02"	0.781473017568757	"IS03"
"VPS37B"	"VPS37B"	-0.260901269821074	-0.716203743853197	0.780426453056078	"S02"	0.780426453056078	"IS03"
"RPS20"	"RPS20"	-0.0278190646097168	-0.87805715898559	0.772086463154348	"S02"	0.772086463154348	"IS03"
"REL"	"REL"	0.188258197902284	-1.03574188933823	0.770919469592535	"S02"	0.770919469592535	"IS03"
"RPL13A"	"RPL13A"	-0.0619034738434324	-0.846493242886783	0.766521617349232	"S02"	0.766521617349232	"IS03"
"NR4A2"	"NR4A2"	-0.125657854150373	-0.77831406752588	0.748259457025219	"S02"	0.748259457025219	"IS03"
"YPEL5"	"YPEL5"	0.061056603376841	-0.910743643891038	0.743962322383042	"S02"	0.743962322383042	"IS03"
"RPS27A"	"RPS27A"	-1.00957587274769	-0.122647750316079	0.743909959286681	"S02"	0.743909959286681	"IS03"
"CSRNP1"	"CSRNP1"	-0.0786784667186129	-0.801047443173269	0.738080818368003	"S02"	0.738080818368003	"IS03"
"TPT1"	"TPT1"	-0.722389247425795	-0.320982469714686	0.73269823374652	"S02"	0.73269823374652	"IS03"
"KDM6B"	"KDM6B"	0.12853531003339	-0.944309752094323	0.730126859115386	"S02"	0.730126859115386	"IS03"
"NFKBID"	"NFKBID"	-0.00635819091454053	-0.813119608624307	0.702714039133861	"S02"	0.702714039133861	"IS03"
"LY9"	"LY9"	-0.0348051945509807	-0.786437673320902	0.697778688917182	"S02"	0.697778688917182	"IS03"
"IL2RG"	"IL2RG"	0.181569637621561	-0.918203136185496	0.674151734926759	"S02"	0.674151734926759	"IS03"
"RPSA"	"RPSA"	-0.453076663316225	-0.431574018181081	0.657395779488777	"S02"	0.657395779488777	"IS03"
"SNX9"	"SNX9"	-0.082931653780424	-0.680768048678081	0.637417831753768	"S02"	0.637417831753768	"IS03"
"WDR74"	"WDR74"	-0.159822059421116	-0.62149908056036	0.63512006550877	"S02"	0.63512006550877	"IS03"
"RPL37"	"RPL37"	-0.467307719058175	-0.394871389837024	0.634858809630895	"S02"	0.634858809630895	"IS03"
"RPL9"	"RPL9"	-0.859274423402969	-0.0936864345260489	0.623963766111663	"S02"	0.623963766111663	"IS03"
"JUN"	"JUN"	-0.295036321799544	-0.49999785981604	0.616235557408594	"S02"	0.616235557408594	"IS03"
"HLA-DRA"	"HLA-DRA"	0.100908949147464	-0.790809191133859	0.615700507325916	"S02"	0.615700507325916	"IS03"
"RPS14"	"RPS14"	-0.938764436476104	-0.0226592255716406	0.613206608877047	"S02"	0.613206608877047	"IS03"
