"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"	"InitialState"
"ZNF331"	"ZNF331"	0.0307828796551125	-0.720470376766407	0.599612498519731	"S02"	0.599612498519731	"IS03"
"UBC"	"UBC"	0.345901672204045	-0.940950392157551	0.589763522341548	"S02"	0.589763522341548	"IS03"
"PDE4B"	"PDE4B"	-0.256582403636282	-0.493954689596884	0.586722040473129	"S02"	0.586722040473129	"IS03"
"FCER2"	"FCER2"	-0.33337420748517	-0.435939805274051	0.585439513848272	"S02"	0.585439513848272	"IS03"
"RPS3A"	"RPS3A"	-1.03398529839214	0.0817931895356136	0.583677253519105	"S02"	0.583677253519105	"IS03"
"RPLP2"	"RPLP2"	-0.464180302748566	-0.336547931547337	0.582764983631573	"S02"	0.582764983631573	"IS03"
"RELB"	"RELB"	0.153289270529023	-0.789989323707387	0.581867270121284	"S02"	0.581867270121284	"IS03"
"SLC2A3"	"SLC2A3"	0.0315344712663204	-0.697856193443859	0.579705358428428	"S02"	0.579705358428428	"IS03"
"RPL12"	"RPL12"	-0.742983468947967	-0.110298831760122	0.56468835355732	"S02"	0.56468835355732	"IS03"
"ATP6V0C"	"ATP6V0C"	0.199322191231897	-0.80253282320567	0.563531341324069	"S02"	0.563531341324069	"IS03"
"RPL10A"	"RPL10A"	-0.500179277463221	-0.282130506704864	0.558773603959578	"S02"	0.558773603959578	"IS03"
"RPS16"	"RPS16"	-0.245622035656058	-0.469451868413095	0.55873534371633	"S02"	0.55873534371633	"IS03"
"RPS17"	"RPS17"	0.158043048752499	-0.766155752545526	0.55838109655134	"S02"	0.55838109655134	"IS03"
"DDX21"	"DDX21"	0.209063613705321	-0.803333443262972	0.558058179826498	"S02"	0.558058179826498	"IS03"
"PCBP1"	"PCBP1"	0.315708968720421	-0.875356940980652	0.552496605310051	"S02"	0.552496605310051	"IS03"
"YWHAZ"	"YWHAZ"	0.18719629702782	-0.766465284324593	0.540208645408014	"S02"	0.540208645408014	"IS03"
"HSP90AB1"	"HSP90AB1"	0.113981730991657	-0.712559771216309	0.540194715943443	"S02"	0.540194715943443	"IS03"
"HLA-A"	"HLA-A"	-0.0389185919629479	-0.597645648070864	0.538156154062156	"S02"	0.538156154062156	"IS03"
"MYC"	"MYC"	-0.297654017871176	-0.406728883000157	0.537747534257135	"S02"	0.537747534257135	"IS03"
"SEMA7A"	"SEMA7A"	0.0725183131092236	-0.671464833964385	0.531107077955901	"S02"	0.531107077955901	"IS03"
"SARAF"	"SARAF"	-0.314136601020117	-0.381329819218112	0.526347439229057	"S02"	0.526347439229057	"IS03"
"BIRC3"	"BIRC3"	-0.0118538048956477	-0.602574427321272	0.525273782770073	"S02"	0.525273782770073	"IS03"
"RBBP8"	"RBBP8"	0.0138722660071487	-0.619056906503951	0.523165899557395	"S02"	0.523165899557395	"IS03"
"ALG13"	"ALG13"	-0.0917575627881329	-0.537608978835758	0.519987019249292	"S02"	0.519987019249292	"IS03"
"HNRNPA1"	"HNRNPA1"	0.0822922192581096	-0.664295147517353	0.518764692894063	"S02"	0.518764692894063	"IS03"
"NFKB2"	"NFKB2"	0.0339590722851464	-0.625164698009124	0.515709955204847	"S02"	0.515709955204847	"IS03"
"SKIL"	"SKIL"	-0.0717853641175146	-0.542253914188535	0.511346565701922	"S02"	0.511346565701922	"IS03"
"TRAF4"	"TRAF4"	0.214505257313299	-0.741501039065494	0.501485538202037	"S02"	0.501485538202037	"IS03"
"RILPL2"	"RILPL2"	-0.12766361640015	-0.488971054021295	0.500903045459196	"S02"	0.500903045459196	"IS03"
"RPL38"	"RPL38"	-0.34543714488894	-0.325617039593288	0.498271399185133	"S02"	0.498271399185133	"IS03"
"CDC37"	"CDC37"	0.0551593702995659	-0.617960453616509	0.496111076720558	"S02"	0.496111076720558	"IS03"
"RPS12"	"RPS12"	-1.34571960945152	0.415574375652304	0.494028888866003	"S02"	0.494028888866003	"IS03"
"USP36"	"USP36"	-0.00164109491429052	-0.57351172345344	0.493841764351178	"S02"	0.493841764351178	"IS03"
"PPP1R15A"	"PPP1R15A"	0.288774315457411	-0.787263670353265	0.493835569508605	"S02"	0.493835569508605	"IS03"
"RPL37A"	"RPL37A"	-0.153654731774631	-0.459473707807995	0.491995220676662	"S02"	0.491995220676662	"IS03"
"PABPC1"	"PABPC1"	-0.145546903250394	-0.465096317387	0.491698662194481	"S02"	0.491698662194481	"IS03"
"STX5"	"STX5"	0.0140990528911382	-0.580224988433669	0.48965519927008	"S02"	0.48965519927008	"IS03"
"SERPINB9"	"SERPINB9"	0.148994441775455	-0.677136843512911	0.487612376298623	"S02"	0.487612376298623	"IS03"
"TAGLN2"	"TAGLN2"	0.0659383855381335	-0.612715279783097	0.484786678873445	"S02"	0.484786678873445	"IS03"
"EEF1B2"	"EEF1B2"	-0.85543681357602	0.0700891758200123	0.480808453419232	"S02"	0.480808453419232	"IS03"
"NCL"	"NCL"	0.171841106362337	-0.685573141684571	0.480411742481705	"S02"	0.480411742481705	"IS03"
"DDX3Y"	"DDX3Y"	-0.0293353852719598	-0.533085877280225	0.476620560909326	"S02"	0.476620560909326	"IS03"
"TUBA1A"	"TUBA1A"	-0.0125397999016621	-0.541979443584527	0.473639944658631	"S02"	0.473639944658631	"IS03"
"RPL23A"	"RPL23A"	-0.550259312528125	-0.141855234375183	0.469912575822111	"S02"	0.469912575822111	"IS03"
"RPL35A"	"RPL35A"	-0.925264519757265	0.13426151886051	0.469830429839408	"S02"	0.469830429839408	"IS03"
"RPL18"	"RPL18"	-0.884181120463076	0.107887110944844	0.466509445377798	"S02"	0.466509445377798	"IS03"
"RPL10"	"RPL10"	-1.22802212538848	0.361013147882893	0.466472345926572	"S02"	0.466472345926572	"IS03"
"RARA"	"RARA"	0.0628942862821946	-0.58911618545027	0.466433873690948	"S02"	0.466433873690948	"IS03"
"ARL4A"	"ARL4A"	-0.164208082918952	-0.42162967239604	0.466151447885653	"S02"	0.466151447885653	"IS03"
"ADGRE5"	"ADGRE5"	0.229690337823157	-0.710041671380607	0.464849275570395	"S02"	0.464849275570395	"IS03"
"DNAJA1"	"DNAJA1"	0.243762282171343	-0.717395287107913	0.462268028504022	"S02"	0.462268028504022	"IS03"
"HLA-DRB1"	"HLA-DRB1"	0.317211196534656	-0.770481507119955	0.461429743314767	"S02"	0.461429743314767	"IS03"
"RPL34"	"RPL34"	-1.15019697691853	0.310918942575221	0.460295282587563	"S02"	0.460295282587563	"IS03"
"HLA-DQA1"	"HLA-DQA1"	0.251059155045105	-0.718317312359737	0.458445280648658	"S02"	0.458445280648658	"IS03"
"HERPUD1"	"HERPUD1"	0.301395502007473	-0.752624136044956	0.456088246221085	"S02"	0.456088246221085	"IS03"
"BCL2A1"	"BCL2A1"	0.0462908194925656	-0.560331272307912	0.452200860388679	"S02"	0.452200860388679	"IS03"
"RPS29"	"RPS29"	-0.310557827347119	-0.293640444220491	0.448734770626856	"S02"	0.448734770626856	"IS03"
"UBE2B"	"UBE2B"	0.187329769520872	-0.660077485921668	0.448707938099588	"S02"	0.448707938099588	"IS03"
"EMD"	"EMD"	0.0206107114155683	-0.536837275273711	0.448254857293905	"S02"	0.448254857293905	"IS03"
"RPL22"	"RPL22"	-0.631802927197174	-0.0544819236074569	0.446408467163219	"S02"	0.446408467163219	"IS03"
"CD79A"	"CD79A"	0.108166397119533	-0.594460820157261	0.442393332089651	"S02"	0.442393332089651	"IS03"
"BACH2"	"BACH2"	-0.0107401785333227	-0.502566682248191	0.438635377185203	"S02"	0.438635377185203	"IS03"
"PAF1"	"PAF1"	0.0323553119494239	-0.529763515439675	0.43474850328171	"S02"	0.43474850328171	"IS03"
"RPL8"	"RPL8"	-0.85780093266354	0.12802980061222	0.432516793061551	"S02"	0.432516793061551	"IS03"
"ARID5A"	"ARID5A"	0.0737542176500123	-0.555623868613531	0.430786257924294	"S02"	0.430786257924294	"IS03"
"LYN"	"LYN"	0.36116112599809	-0.765710552675912	0.429533371026152	"S02"	0.429533371026152	"IS03"
"LDLRAD4"	"LDLRAD4"	0.232798535164383	-0.668259398971173	0.426981019200753	"S02"	0.426981019200753	"IS03"
"RPS2"	"RPS2"	0.0266133381960189	-0.515253506891052	0.425912027581466	"S02"	0.425912027581466	"IS03"
"RASGEF1B"	"RASGEF1B"	0.198866658531155	-0.639619632181745	0.4238323478518	"S02"	0.4238323478518	"IS03"
"LRRFIP1"	"LRRFIP1"	0.176210549012899	-0.621554900826773	0.422638997922694	"S02"	0.422638997922694	"IS03"
"RPS6"	"RPS6"	-0.846340819421203	0.134344712986416	0.419842425492492	"S02"	0.419842425492492	"IS03"
"ARRDC2"	"ARRDC2"	-0.0571865364910831	-0.445568163157665	0.419033739304416	"S02"	0.419033739304416	"IS03"
"SF1"	"SF1"	0.116270723209708	-0.571177787070394	0.417261115745018	"S02"	0.417261115745018	"IS03"
"UBA52"	"UBA52"	-0.316131245331865	-0.246989469653952	0.412173786295435	"S02"	0.412173786295435	"IS03"
"BCAS2"	"BCAS2"	-0.0356618699160359	-0.45179835311919	0.41077357175267	"S02"	0.41077357175267	"IS03"
"KDM4B"	"KDM4B"	0.0475248680543669	-0.512676745637726	0.410472061875237	"S02"	0.410472061875237	"IS03"
"HSPA8"	"HSPA8"	0.143873535937708	-0.5824197555449	0.409463222414932	"S02"	0.409463222414932	"IS03"
"CSNK1D"	"CSNK1D"	0.201474685075994	-0.621215989004886	0.406369085230723	"S02"	0.406369085230723	"IS03"
"BANK1"	"BANK1"	-0.267019000363874	-0.270821850506253	0.401590535645414	"S02"	0.401590535645414	"IS03"
"RPL7"	"RPL7"	-0.178642872451041	-0.335436455382206	0.401217346542549	"S02"	0.401217346542549	"IS03"
"RPS5"	"RPS5"	-0.863211470614436	0.170007400990445	0.399868502603387	"S02"	0.399868502603387	"IS03"
"RPS11"	"RPS11"	-0.183965944723797	-0.326529921417804	0.396930851257949	"S02"	0.396930851257949	"IS03"
"HSPH1"	"HSPH1"	0.227845752620412	-0.628753026939517	0.396166677004322	"S02"	0.396166677004322	"IS03"
"ANKRD37"	"ANKRD37"	0.143403383130142	-0.565811914181184	0.395489888214013	"S02"	0.395489888214013	"IS03"
"NR1H2"	"NR1H2"	0.0421327856195269	-0.489517556124022	0.393982273915855	"S02"	0.393982273915855	"IS03"
"HLA-C"	"HLA-C"	-0.111076708392948	-0.374141018431012	0.391741911171706	"S02"	0.391741911171706	"IS03"
"HSPA9"	"HSPA9"	0.154535490800994	-0.569499559883017	0.391617912960907	"S02"	0.391617912960907	"IS03"
"BTG1"	"BTG1"	0.12133256690324	-0.539940735118276	0.387218481345712	"S02"	0.387218481345712	"IS03"
"SC5D"	"SC5D"	-0.0736946103589833	-0.394690970890109	0.385757067757258	"S02"	0.385757067757258	"IS03"
"DENND4A"	"DENND4A"	-0.0109965606007056	-0.438103353684073	0.383405854796625	"S02"	0.383405854796625	"IS03"
"EEF2"	"EEF2"	-0.26018881804373	-0.252336127933585	0.381386376443563	"S02"	0.381386376443563	"IS03"
"RPS21"	"RPS21"	-0.926798467489989	0.240823777923875	0.379234398756958	"S02"	0.379234398756958	"IS03"
"IFRD1"	"IFRD1"	0.148296800310644	-0.550402203195123	0.379153803550165	"S02"	0.379153803550165	"IS03"
"CYCS"	"CYCS"	-0.0365217833232712	-0.405502960283761	0.371537000588979	"S02"	0.371537000588979	"IS03"
"CD74"	"CD74"	0.201512611170478	-0.579583003951143	0.370570948280929	"S02"	0.370570948280929	"IS03"
"DDX5"	"DDX5"	0.122723817405349	-0.51618203890418	0.365923328671227	"S02"	0.365923328671227	"IS03"
"FUS"	"FUS"	0.0570168613921204	-0.462302115836953	0.36118308372412	"S02"	0.36118308372412	"IS03"
"GNG7"	"GNG7"	-0.227404390675965	-0.250113232380296	0.358741280316595	"S02"	0.358741280316595	"IS03"
"EMP3"	"EMP3"	-0.0582280885649792	-0.373980499847892	0.358179052806036	"S02"	0.358179052806036	"IS03"
"CHD1"	"CHD1"	0.0421396288825336	-0.443376748343995	0.354330340009401	"S02"	0.354330340009401	"IS03"
"CD72"	"CD72"	-0.0245100965352516	-0.387279583811823	0.348281145797215	"S02"	0.348281145797215	"IS03"
"ZFP36L1"	"ZFP36L1"	-0.0493638048027187	-0.367757377345983	0.347225330502371	"S02"	0.347225330502371	"IS03"
"BORCS5"	"BORCS5"	0.0463362150928766	-0.437211656273814	0.346378639435658	"S02"	0.346378639435658	"IS03"
"SRSF7"	"SRSF7"	0.191891054195319	-0.536640786290876	0.339757111340239	"S02"	0.339757111340239	"IS03"
"MT-CYB"	"MT-CYB"	-0.362454535955434	-0.128311575363249	0.339494816674521	"S02"	0.339494816674521	"IS03"
"MAPK1IP1L"	"MAPK1IP1L"	0.309192141139002	-0.622414814646301	0.339271630215614	"S02"	0.339271630215614	"IS03"
"HLA-DQB1"	"HLA-DQB1"	0.171635221904337	-0.519003108567594	0.337412625037318	"S02"	0.337412625037318	"IS03"
"NASP"	"NASP"	0.121011003008249	-0.481174444020136	0.336925501536062	"S02"	0.336925501536062	"IS03"
"CD37"	"CD37"	-0.157652876218405	-0.27594663827786	0.336823832919294	"S02"	0.336823832919294	"IS03"
"KLF10"	"KLF10"	0.212100813125985	-0.545601732076813	0.334675045543862	"S02"	0.334675045543862	"IS03"
"AFF3"	"AFF3"	0.0440091154456639	-0.417446641959727	0.330866882783437	"S02"	0.330866882783437	"IS03"
"NRROS"	"NRROS"	-0.0464103217335226	-0.349560281768451	0.329721059570633	"S02"	0.329721059570633	"IS03"
"GPR183"	"GPR183"	0.0272999632521536	-0.40330144686289	0.329280243892348	"S02"	0.329280243892348	"IS03"
"GOT1"	"GOT1"	0.00746745955692828	-0.387654559454909	0.328378651615715	"S02"	0.328378651615715	"IS03"
"CMTM6"	"CMTM6"	0.140420120724287	-0.485293208132506	0.328189051894851	"S02"	0.328189051894851	"IS03"
"RPL31"	"RPL31"	-0.250784693075083	-0.196220497124019	0.327219877944906	"S02"	0.327219877944906	"IS03"
"GPBP1"	"GPBP1"	0.136845958611392	-0.478014995217206	0.32419560553727	"S02"	0.32419560553727	"IS03"
"GTF2B"	"GTF2B"	0.176013038187486	-0.506581004307168	0.323969813538691	"S02"	0.323969813538691	"IS03"
"DUSP2"	"DUSP2"	0.218373336954406	-0.536990300137274	0.323308309302905	"S02"	0.323308309302905	"IS03"
"PNRC1"	"PNRC1"	-0.00906049138734874	-0.363933231093786	0.318448884917861	"S02"	0.318448884917861	"IS03"
"TUBA1B"	"TUBA1B"	0.167872654641608	-0.489881423954084	0.31476880672799	"S02"	0.31476880672799	"IS03"
"PLEKHG1"	"PLEKHG1"	-0.0443480389181575	-0.333121159949489	0.314291023553433	"S02"	0.314291023553433	"IS03"
"MTMR6"	"MTMR6"	0.103215966057355	-0.436689396242076	0.309955394596133	"S02"	0.309955394596133	"IS03"
"HLA-DPB1"	"HLA-DPB1"	0.0956799602106015	-0.426881222410836	0.30629374757914	"S02"	0.30629374757914	"IS03"
"PRDM2"	"PRDM2"	0.226458146852162	-0.522033550013144	0.30534299642404	"S02"	0.30534299642404	"IS03"
"BACH1"	"BACH1"	0.222674455057504	-0.516402772030368	0.302897668698666	"S02"	0.302897668698666	"IS03"
"HNRNPA0"	"HNRNPA0"	0.0780304911329019	-0.409185605087045	0.302251040453226	"S02"	0.302251040453226	"IS03"
"IDS"	"IDS"	0.213704224519558	-0.506570829736397	0.300122695694636	"S02"	0.300122695694636	"IS03"
"BTG2"	"BTG2"	0.227362629196301	-0.516412531392437	0.299940946254895	"S02"	0.299940946254895	"IS03"
"NUP98"	"NUP98"	0.0972050498003505	-0.420450523624456	0.299803447458509	"S02"	0.299803447458509	"IS03"
"CHD2"	"CHD2"	-0.0878199067634821	-0.28207387630653	0.297921866378765	"S02"	0.297921866378765	"IS03"
"NR3C1"	"NR3C1"	0.18788007715078	-0.484572181287564	0.297552706945102	"S02"	0.297552706945102	"IS03"
"RPS9"	"RPS9"	-0.803910401967031	0.245894861670932	0.29715448522317	"S02"	0.29715448522317	"IS03"
"HSPD1"	"HSPD1"	0.227881019582885	-0.512272531408614	0.2960556870368	"S02"	0.2960556870368	"IS03"
"BRAF"	"BRAF"	0.0423811125744273	-0.371210548046841	0.292167055742788	"S02"	0.292167055742788	"IS03"
"CD69"	"CD69"	-0.433886704816584	-0.0193800173769971	0.291071121690849	"S02"	0.291071121690849	"IS03"
"GPR132"	"GPR132"	0.0386128799495772	-0.364097341032316	0.288438137602735	"S02"	0.288438137602735	"IS03"
"RBM8A"	"RBM8A"	0.178813793240017	-0.463769464718138	0.285411581076359	"S02"	0.285411581076359	"IS03"
"GNB5"	"GNB5"	-0.0273389942023767	-0.31091131378898	0.284449041709525	"S02"	0.284449041709525	"IS03"
"XRCC6"	"XRCC6"	0.0657480262400463	-0.376461278506511	0.281900106177723	"S02"	0.281900106177723	"IS03"
"ZFY"	"ZFY"	0.025501067904442	-0.343528603276868	0.279056720676425	"S02"	0.279056720676425	"IS03"
"PHACTR1"	"PHACTR1"	0.126310025013819	-0.41738281571243	0.27875955242142	"S02"	0.27875955242142	"IS03"
"JAZF1"	"JAZF1"	-0.0499480405771202	-0.286355359664695	0.277648185701473	"S02"	0.277648185701473	"IS03"
"RPL27A"	"RPL27A"	-0.243544208309076	-0.14225758135852	0.276271579735265	"S02"	0.276271579735265	"IS03"
"PHF1"	"PHF1"	-0.0443961311723928	-0.286489805546237	0.274252320408338	"S02"	0.274252320408338	"IS03"
"GNG2"	"GNG2"	0.162730644512969	-0.43699392708103	0.27257608908278	"S02"	0.27257608908278	"IS03"
"CD48"	"CD48"	-0.0230267504427317	-0.297624884252203	0.270305010157928	"S02"	0.270305010157928	"IS03"
"ZDBF2"	"ZDBF2"	-0.0388327499630727	-0.285430343532254	0.269823305340518	"S02"	0.269823305340518	"IS03"
"MAP3K8"	"MAP3K8"	0.160822215056803	-0.431687342946653	0.269223294030777	"S02"	0.269223294030777	"IS03"
"PMAIP1"	"PMAIP1"	0.168903621071788	-0.436768099835398	0.26847784683623	"S02"	0.26847784683623	"IS03"
"METTL21A"	"METTL21A"	-0.00660354693503887	-0.305431730434598	0.266626122023629	"S02"	0.266626122023629	"IS03"
"MT-CO3"	"MT-CO3"	-0.222362983218026	-0.145398192005261	0.265573831274408	"S02"	0.265573831274408	"IS03"
"CAMK1D"	"CAMK1D"	-0.0425013079551866	-0.276109757646306	0.264134602715839	"S02"	0.264134602715839	"IS03"
"ADAM28"	"ADAM28"	-0.252687463300565	-0.118060720734024	0.261262634995819	"S02"	0.261262634995819	"IS03"
"SLBP"	"SLBP"	0.214887222198056	-0.461223615647139	0.260408799280182	"S02"	0.260408799280182	"IS03"
"RHOG"	"RHOG"	0.187149501064998	-0.440354761935604	0.260019883393932	"S02"	0.260019883393932	"IS03"
"PCBP2"	"PCBP2"	0.0652688972353145	-0.350201290931356	0.259638608879717	"S02"	0.259638608879717	"IS03"
"RPS10"	"RPS10"	-0.0537611755289687	-0.26223015695233	0.259329697708796	"S02"	0.259329697708796	"IS03"
"SLC25A19"	"SLC25A19"	0.254464204056724	-0.48889913183994	0.259158580655062	"S02"	0.259158580655062	"IS03"
"HNRNPDL"	"HNRNPDL"	-0.105314577503612	-0.222213761249382	0.257550389507565	"S02"	0.257550389507565	"IS03"
"GLIPR1"	"GLIPR1"	-0.0125090411518431	-0.28925248652318	0.256458736491321	"S02"	0.256458736491321	"IS03"
"TRIM39"	"TRIM39"	-0.0695651571759162	-0.246852970094207	0.256111950935872	"S02"	0.256111950935872	"IS03"
"ACSM3"	"ACSM3"	-0.150389430052182	-0.185729834275183	0.254708981536555	"S02"	0.254708981536555	"IS03"
"KLF6"	"KLF6"	0.188269439778522	-0.433526657180545	0.253444346529209	"S02"	0.253444346529209	"IS03"
"GBGT1"	"GBGT1"	-0.0384134404744602	-0.265909790903577	0.252784599274152	"S02"	0.252784599274152	"IS03"
"TSPYL1"	"TSPYL1"	0.00704947806902295	-0.299034193288259	0.252493816080432	"S02"	0.252493816080432	"IS03"
"DNTTIP2"	"DNTTIP2"	0.0504740237784577	-0.329669739762697	0.251353623709349	"S02"	0.251353623709349	"IS03"
"PDCD4"	"PDCD4"	-0.137507941172231	-0.189134636539375	0.249487542949092	"S02"	0.249487542949092	"IS03"
"PTBP1"	"PTBP1"	0.151760685269039	-0.400514544695769	0.248168417683114	"S02"	0.248168417683114	"IS03"
"COL19A1"	"COL19A1"	-0.0952568752449932	-0.217214021429618	0.246893092352859	"S02"	0.246893092352859	"IS03"
"ABCF2"	"ABCF2"	0.0894151127490563	-0.352547676396835	0.246383149052963	"S02"	0.246383149052963	"IS03"
"RNMT"	"RNMT"	0.0804000465151895	-0.345836142051062	0.246317819129064	"S02"	0.246317819129064	"IS03"
"TGIF2"	"TGIF2"	0.0731756274310576	-0.335806863154738	0.242269114355394	"S02"	0.242269114355394	"IS03"
"RPL27"	"RPL27"	-0.566507025368668	0.135226614403439	0.242099409224857	"S02"	0.242099409224857	"IS03"
"STAT6"	"STAT6"	0.0816983106551055	-0.341858480254213	0.242078809681838	"S02"	0.242078809681838	"IS03"
"GNL1"	"GNL1"	0.141035156551068	-0.384416742960932	0.241119518854236	"S02"	0.241119518854236	"IS03"
"CXCR4"	"CXCR4"	-0.247500719576763	-0.0972459871753565	0.240096634955259	"S02"	0.240096634955259	"IS03"
"PIKFYVE"	"PIKFYVE"	0.142378544214891	-0.383712752712479	0.239664951841717	"S02"	0.239664951841717	"IS03"
"USP11"	"USP11"	0.235865090242054	-0.451813298768904	0.239054978904533	"S02"	0.239054978904533	"IS03"
"RPL4"	"RPL4"	-0.352585099654053	-0.0167262516206053	0.23737034868718	"S02"	0.23737034868718	"IS03"
"EIF4B"	"EIF4B"	-0.0763660216395943	-0.218953776618056	0.23644020588839	"S02"	0.23644020588839	"IS03"
"IDI1"	"IDI1"	0.153205505520893	-0.386268406452167	0.235013279647754	"S02"	0.235013279647754	"IS03"
"CD40"	"CD40"	0.125178218917332	-0.365579800635305	0.234962386298104	"S02"	0.234962386298104	"IS03"
"PPP1R11"	"PPP1R11"	-0.0734798444040633	-0.219305674323089	0.234917174972865	"S02"	0.234917174972865	"IS03"
"TMEM123"	"TMEM123"	0.0920389021291502	-0.340724193064935	0.234564078581302	"S02"	0.234564078581302	"IS03"
"HLA-DRB5"	"HLA-DRB5"	0.00202406102491791	-0.273311750429442	0.233569587438198	"S02"	0.233569587438198	"IS03"
"CEBPZ"	"CEBPZ"	0.106542555820703	-0.35013282022097	0.233475608553454	"S02"	0.233475608553454	"IS03"
"RPL36A"	"RPL36A"	-0.297802639812816	-0.0515157813235177	0.232616078072235	"S02"	0.232616078072235	"IS03"
"SAFB2"	"SAFB2"	0.141272066004256	-0.374082927718046	0.232090100952841	"S02"	0.232090100952841	"IS03"
"NUP58"	"NUP58"	0.10609679130197	-0.347492990787259	0.231489201904009	"S02"	0.231489201904009	"IS03"
"STRAP"	"STRAP"	0.11142733125018	-0.351220115354554	0.231320441265662	"S02"	0.231320441265662	"IS03"
"FCRL1"	"FCRL1"	-0.0380933062801856	-0.237791358664872	0.228420682020485	"S02"	0.228420682020485	"IS03"
"CWC25"	"CWC25"	0.174261712291697	-0.393453154052954	0.227869623515045	"S02"	0.227869623515045	"IS03"
"CLCF1"	"CLCF1"	0.065780511303971	-0.313351398678286	0.227650868876132	"S02"	0.227650868876132	"IS03"
"HLA-B"	"HLA-B"	-0.131587464265769	-0.167456481675286	0.227115566329476	"S02"	0.227115566329476	"IS03"
"KMT2E"	"KMT2E"	0.137045885310715	-0.364023235069617	0.226118980076719	"S02"	0.226118980076719	"IS03"
"TOMM7"	"TOMM7"	-0.455916811443136	0.0762725748501288	0.22281259930288	"S02"	0.22281259930288	"IS03"
"WSB1"	"WSB1"	0.196617825423977	-0.403635799072443	0.222479837364144	"S02"	0.222479837364144	"IS03"
"SF3A1"	"SF3A1"	0.186314957401439	-0.392559879006345	0.219478793588979	"S02"	0.219478793588979	"IS03"
"MT-ND5"	"MT-ND5"	-0.113488555827293	-0.170291775618137	0.218104926051656	"S02"	0.218104926051656	"IS03"
"DAZAP2"	"DAZAP2"	0.0895756562937007	-0.318655303744906	0.217158769339485	"S02"	0.217158769339485	"IS03"
"CHRAC1"	"CHRAC1"	0.10417506497405	-0.329221964537879	0.21700480601366	"S02"	0.21700480601366	"IS03"
"KDM2B"	"KDM2B"	0.0710369629408931	-0.30381993861171	0.216136206809646	"S02"	0.216136206809646	"IS03"
"SLC25A32"	"SLC25A32"	0.00966341502883019	-0.25806589688175	0.215637590931471	"S02"	0.215637590931471	"IS03"
"N4BP3"	"N4BP3"	0.0396856736505932	-0.279690818633115	0.215231285428759	"S02"	0.215231285428759	"IS03"
"CAMKK1"	"CAMKK1"	-0.0677440982915607	-0.199651470795651	0.214401163377069	"S02"	0.214401163377069	"IS03"
"SLCO4A1"	"SLCO4A1"	0.206216169764204	-0.398662740496917	0.212135994750901	"S02"	0.212135994750901	"IS03"
"GCH1"	"GCH1"	0.0921606728163235	-0.31448138895483	0.211937298266006	"S02"	0.211937298266006	"IS03"
"SSH2"	"SSH2"	-0.00138741375116009	-0.245430571423709	0.211769649708961	"S02"	0.211769649708961	"IS03"
"EIF1B"	"EIF1B"	0.154684173383569	-0.358964990768502	0.210616952515348	"S02"	0.210616952515348	"IS03"
"FAM210A"	"FAM210A"	0.100382668662566	-0.317745719977235	0.209542124966656	"S02"	0.209542124966656	"IS03"
"HNRNPA3"	"HNRNPA3"	0.145402066842131	-0.350209441420665	0.208964147014224	"S02"	0.208964147014224	"IS03"
"RBM22"	"RBM22"	0.12540731144763	-0.335004269783602	0.208544728306588	"S02"	0.208544728306588	"IS03"
"EIF2AK3"	"EIF2AK3"	0.044372649147081	-0.274590545402372	0.207884401907197	"S02"	0.207884401907197	"IS03"
"MAGOH"	"MAGOH"	0.121452022803706	-0.3296423496241	0.206438952260196	"S02"	0.206438952260196	"IS03"
"ZBTB1"	"ZBTB1"	0.143371472183321	-0.345234001342637	0.205973160783203	"S02"	0.205973160783203	"IS03"
"DIRAS1"	"DIRAS1"	-0.0971092383653965	-0.166089616722962	0.204134766074113	"S02"	0.204134766074113	"IS03"
"YTHDC1"	"YTHDC1"	0.102995354097922	-0.313087168987328	0.203886718876578	"S02"	0.203886718876578	"IS03"
"FYTTD1"	"FYTTD1"	0.202464810133128	-0.385452886283984	0.203157713368888	"S02"	0.203157713368888	"IS03"
"LAPTM5"	"LAPTM5"	0.187173895735111	-0.372504096187922	0.201702127950163	"S02"	0.201702127950163	"IS03"
"NEK1"	"NEK1"	-0.00240075580420771	-0.232826170375546	0.201579916948929	"S02"	0.201579916948929	"IS03"
"ZNF165"	"ZNF165"	-0.0867662516377941	-0.169827920018839	0.200805411358489	"S02"	0.200805411358489	"IS03"
"SLAMF1"	"SLAMF1"	0.106790370987205	-0.312022037947632	0.200571261989233	"S02"	0.200571261989233	"IS03"
"PITHD1"	"PITHD1"	0.00693578672096005	-0.23826096188881	0.200344852030361	"S02"	0.200344852030361	"IS03"
"RPL15"	"RPL15"	-0.558036757315	0.177833817677748	0.200130986297895	"S02"	0.200130986297895	"IS03"
"DDX24"	"DDX24"	0.0900593666668108	-0.298907421172676	0.199883993179547	"S02"	0.199883993179547	"IS03"
"TRPV3"	"TRPV3"	0.0755475481707038	-0.28778945891321	0.199508839607885	"S02"	0.199508839607885	"IS03"
"G3BP1"	"G3BP1"	0.149117823315745	-0.340760291835938	0.198494648761772	"S02"	0.198494648761772	"IS03"
"NOP2"	"NOP2"	0.11264367168777	-0.312175567832929	0.197001175490865	"S02"	0.197001175490865	"IS03"
"SLC44A2"	"SLC44A2"	0.0425121354817978	-0.259192215121377	0.195829724654863	"S02"	0.195829724654863	"IS03"
