"IS01"	"IS02"	"IS03"	"IS04"
"SLC3A2__pos"	23.2084426235047	12.8959227059989	80.3505192110609	20.4808527099557
"MRPL23__pos"	103.963509008589	4.87222889124496	3.18297046410333	30.3108293809273
"SPCS3__pos"	21.1681687165249	2.22044604925031e-16	17.3039495699051	65.604714920047
"RPL36AL__pos"	13.557874483979	10.6949309886073	12.0731472818895	59.1902584943636
"CHAC1__pos"	4.15340844683043	2.22044604925031e-16	106.548378939348	6.48992117907325
"RPS16__pos"	68.4295274661695	14.9720231136296	30.4738926853799	3.503443100353
"GSTP1__pos"	2.95849972275372	3.87420024526595	30.7738014844323	62.4151728840627
"ANAPC11__pos"	18.486636143324	8.31259898229934	17.5608844266466	72.7166909722185
"VAMP2__pos"	89.3595637150271	27.6661123342233	12.9547660673521	25.9393836296714
"PELI1__pos"	28.2759796385395	21.2334165182102	95.0693367496438	8.53218297179601
"PECAM1__pos"	27.7138720199053	2.22044604925031e-16	46.6992824738202	69.6800357103196
"RPL6__pos"	8.49250156735411	17.610486312277	8.22685137909321	63.6997786488625
"RPS14__pos"	62.4341345820687	22.9357741501249	29.3751841020242	9.75952808535946
"GLA__pos"	15.5877792162481	14.3765395100636	100.195273014503	9.57566323071583
"SSR3__pos"	7.66557869510898	2.22044604925031e-16	29.1214565354448	56.0397609431234
"MFF__pos"	19.3925768296741	14.8782661507623	30.6001493605577	79.1327568134471
"TAGAP__pos"	25.8732800329058	19.2301085674949	86.0666337908193	20.321337468984
"RPL3__pos"	76.048521049586	11.0988507570072	2.22044604925031e-16	32.3825439494721
"ERGIC3__pos"	18.4434980446507	2.22044604925031e-16	32.9065063814381	55.7214599591529
"NCF1__pos"	2.22044604925031e-16	6.71456579288113	48.748348425938	79.0776974462684
"CD55__pos"	24.504963831502	21.9932844812883	90.8894558352872	16.2172912477755
"ABHD14A__pos"	119.103429506683	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAM174A__pos"	20.2874506372986	2.22044604925031e-16	33.3385942378239	82.4035272429043
"RPS5__pos"	32.6956709757742	6.096579068554	5.96040353968321	60.8457255345058
"PDIA3__pos"	25.4482087404035	7.56897779154748	76.1535130705428	20.1865039916278
"FAM89B__pos"	99.3028782666246	2.22044604925031e-16	8.35313454605582	2.22044604925031e-16
"RPL7A__pos"	2.22044604925031e-16	3.6007336203094	14.5466922085813	74.2664170417995
"NME2__pos"	3.63839364387049	13.9186323759426	48.5289011489244	72.1269907269646
"DUSP5__pos"	55.6100150383424	14.4809370356439	87.5294951563116	2.22044604925031e-16
"IER3IP1__pos"	97.0467784288862	0.266378352424039	22.1272178733518	33.5371462521151
"NDUFB11__pos"	13.4578603223883	0.18499960572831	22.7093622624072	61.0006544520305
"PDCD5__pos"	22.5993556722759	10.8009315180492	33.0787516787032	75.5570375862151
"CYTIP__pos"	22.5503624422503	14.0130436330258	74.0859856048188	12.7561685346161
"SIAH2__pos"	89.8210356511466	2.22044604925031e-16	53.8780849546153	2.22044604925031e-16
"TMED10__pos"	18.8806550090994	2.22044604925031e-16	30.6790492869473	52.595521762558
"C19orf53__pos"	17.9057497310726	24.5332883798646	18.483512126834	62.1276736256193
"ARPC1A__pos"	43.8413323922259	2.22044604925031e-16	96.5542613101989	2.22044604925031e-16
"CRIP1__pos"	69.6696128892102	40.9667131315886	23.1955380059117	25.8381646616623
"NUCB2__pos"	16.8450596811314	2.22044604925031e-16	48.517159390722	57.1868086692973
"MZT1__pos"	25.9964379646167	10.4185324248264	31.190713331521	62.1651951510112
"RAPGEF1__pos"	23.0228366708899	11.9497006274465	95.2553665772588	10.7677332157105
"HBB__pos"	74.5191265928377	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CREB3L2__pos"	17.0143524912065	10.2492531286399	36.7692163044747	77.6322552279568
"UBE2D2__pos"	16.8965419440681	29.8992392916412	28.145614975941	52.986220652585
"HSPA6__pos"	0.946454373858687	16.4693898385901	88.0718526760084	2.22044604925031e-16
"BABAM1__pos"	88.4386085309996	5.98162068591606	10.6873511895856	25.5697956334026
"ATRAID__pos"	26.5696145377284	7.63810046220788e-06	33.1905469657435	62.8826991117759
"RPL5__pos"	0.829700959681386	24.0283070111611	20.4746881895904	53.2581986390734
"BIK__pos"	39.0647167280907	11.2539270978291	94.0066582810796	5.04109616845929
"C16orf54__pos"	78.7844385370897	5.72736022458573	56.8060423130518	2.22044604925031e-16
"SPCS1__pos"	12.6043379714248	2.22044604925031e-16	18.965557744749	66.1776167276631
"DCPS__pos"	27.3330772730837	2.22044604925031e-16	39.0949259128635	74.5928434062599
"IFRD1__pos"	46.000972055329	24.74673999624	86.340057363347	2.22044604925031e-16
"MZT2A__pos"	85.1995813189803	7.92056436404712	28.3875461748758	38.0701273750839
"LMAN1__pos"	12.979863118615	2.22044604925031e-16	38.5185586722354	56.6351674619816
"TMEM160__pos"	33.3534410487509	18.2209711929243	23.7167795931177	73.1320788777079
"IL10RA__pos"	32.8074343193321	25.4891264995069	84.4598784265947	15.2441000333713
"RPL4__pos"	58.187782332868	12.0617884314199	14.9182997181797	26.5353095723394
"ERLEC1__pos"	18.7140459906745	2.22044604925031e-16	34.9925127306083	57.2781908659813
"RPS19BP1__pos"	21.7290239969895	17.2801234973094	27.5904423162447	66.8887567845383
"BRD2__pos"	16.5252888488018	37.7150599561778	73.2521529473287	18.161874047073
"UBALD2__pos"	80.6674911119096	13.9168809484171	45.0815307140531	3.93480128158884
"FCRL5__pos"	26.2137024509892	4.18065857975903e-14	51.1042980784662	59.5842242960531
"PSMB8__pos"	14.6284425936777	25.5008739812477	20.3783358103783	69.3247619656688
"IRF1__pos"	23.2487443778199	35.0727797252054	79.5395245505549	13.6780026157528
"ETFB__pos"	82.7449635231529	4.94941007146929	41.4198194284408	22.6355401492224
"KDELR1__pos"	3.08984729987357	2.22044604925031e-16	44.5206195241634	57.4727444965248
"GYPC__pos"	18.4226739279205	15.9894043323523	16.8889852124685	69.6175471489713
"NOP58__pos"	19.9557206460731	31.1406635842191	83.8923659860533	20.2580908265555
"EIF4A2__pos"	51.7366690644041	45.6798356243085	41.1774059096804	20.1325009995977
"CD38__pos"	21.4599673163377	1.32902914659134e-12	48.4771466733121	68.5512627944984
"RPL24__pos"	1.70867609476678	26.0311847792449	18.2784425887746	50.4709956527367
"SRPRA__pos"	15.3383216206759	3.70956744341303	78.7662691856898	37.0087724041303
"GADD45A__pos"	72.4273982924885	7.19807973007567	65.7287983962213	14.6188741807571
"TMEM258__pos"	22.2060030409887	2.22044604925031e-16	13.3854149237099	60.1196647317012
"UBE2J1__pos"	24.7746972392209	0.902448879684699	28.2045211393039	57.8569976025226
"ARID5B__pos"	32.1234191602366	26.34884758868	82.6798716732092	15.2556429621493
"BRSK1__pos"	18.6547616699302	2.16869247866159	13.1948255593779	72.2376862466508
"SRM__pos"	84.4231316052276	2.22044604925031e-16	46.1574573218128	28.7713003986604
"NAA38__pos"	29.1925947702976	13.4026407499594	20.8196241884558	77.3752978753677
"COBLL1__pos"	15.086571425661	12.2067574657303	94.5545355280562	21.6605228214892
"PHPT1__pos"	31.3002212367354	2.79192008831377e-11	19.194297055534	68.6073669563952
"CYBA__pos"	56.5535219782567	2.22044604925031e-16	24.6368679098066	32.1872069908976
"MRPL36__pos"	27.3190123899308	9.14699952786196	34.9631249976134	73.0690472213278
"HERPUD1__pos"	16.7926880812191	2.22044604925031e-16	66.0800777395761	23.5266033582279
"COX7A2__pos"	25.4925657975978	2.22044604925031e-16	5.46418862004897	67.667254041429
"NENF__pos"	75.5544939522656	1.34199334230032	74.3107975945849	1.05876682376
"RALY__pos"	33.4019824541664	17.8834214576919	32.6239893660203	61.0535790694987
"LY9__pos"	15.538270525433	12.5738693612039	96.7910665543235	14.8256318267037
"IGLL5__pos"	4.60459399842652	18.5976709692492	35.1987777865879	67.212423143615
"RAD9A__pos"	74.2273660991645	7.88023852023173	22.4920352510144	18.5932470210202
"MRPS12__pos"	26.0270163487155	10.1177367667455	37.2988383440606	70.4474046590292
"SLC1A5__pos"	31.5180873062138	10.0362069810215	90.2393356565052	22.2663342505434
"SDF2L1__pos"	19.9151121158576	2.22044604925031e-16	18.0501199156034	61.0397489560895
"B3GAT2__pos"	52.6120201079281	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GTF2A2__pos"	21.9648771524973	15.556317653515	35.8596390228664	71.7091001516432
"ZFP36L2__pos"	15.8825103147915	31.342070070937	70.6952472614344	19.8142788478433
"TMBIM6__pos"	12.8740037348694	2.22044604925031e-16	46.2529602406661	41.5975826277196
"COPE__pos"	66.7409552002057	4.32757365605609e-16	35.119542321869	27.4031024504397
"SF3B5__pos"	30.5050896875937	27.5364474369605	31.3873982249733	53.4731856715459
"FCRLA__pos"	8.73910548162247	12.4823217482445	100.687838789887	21.0623505462107
"PSME2__pos"	16.4436295368603	8.62339830445977e-06	23.1678197347543	65.4723964514087
"ZNF165__pos"	62.8228127506815	2.22044604925031e-16	23.0190756410968	2.22044604925031e-16
"RPL18__pos"	3.38363379312283	29.2723988485128	26.7763843971964	47.8798560203711
"MAN2B1__pos"	8.90325938907756e-13	2.22044604925031e-16	95.2048148843119	43.1418249166465
"COX5A__pos"	5.19870944130225	2.89554311531057	24.1460230778672	64.628693511563
"PGRMC2__pos"	80.4547342054103	2.22044604925031e-16	24.8543562105171	26.0426444735327
"NDUFAB1__pos"	15.4483750184428	10.5008048139483	30.6536984176009	68.6126415882047
"PPP1R10__pos"	15.4046916614555	18.2190566791649	92.8576239196976	22.5319176613364
"TMEM147__pos"	33.340431160723	0.212128972071898	26.461066170798	71.2799942487596
"SRP19__pos"	78.1843350811849	3.17008957210358	16.3535542686175	41.6761229236779
"ABCB9__pos"	11.0526539538818	4.8487195946683	9.53554790638307	41.3508953452232
"JUN__pos"	12.1666791787883	18.9493956432759	70.1975799255356	17.2812428343396
"CAV1__pos"	18.6946027915737	2.22044604925031e-16	25.4290877621175	83.2327934715766
"RPL35__pos"	53.4274482633563	6.1129875634565	2.22044604925031e-16	49.6698184919826
"RPS4X__pos"	26.7001020225185	17.0099999302634	6.85501943085439	56.3197466765707
"PTPN1__pos"	21.4925324589515	12.1217131052857	84.044930290289	33.6586926989348
"ITM2C__pos"	31.3897810809318	2.22044604925031e-16	30.4786174709076	55.4815103600162
"BEX5__pos"	77.4740066435855	2.22044604925031e-16	47.1031236215514	5.10749518902524
"RPL10__pos"	24.9608932352806	22.5640622443752	14.0666545020772	49.0724158747258
"PARL__pos"	43.0239695583716	2.22044604925031e-16	87.617828008809	2.22044604925031e-16
"OST4__pos"	22.8905633589979	2.22044604925031e-16	4.81388392006104	68.7823397082953
"OTUD1__pos"	67.8335307522827	2.10483233408282	48.0401341405311	2.22044604925031e-16
"IRF4__pos"	0.641034737862407	31.1278647686343	42.7168228534252	55.9400146763479
"DAPP1__pos"	38.9720112821936	11.3390634253761	88.1771125157628	8.51268348611525
"ZNF706__pos"	10.4834318560449	0.000231071019930583	25.9624459507568	67.8923779303872
"RPS9__pos"	47.8202165274723	17.1998685498227	4.43644359063979	35.2962692747706
"HMGN3__pos"	15.6773878175793	27.4107450414923	23.3391650396096	64.1685059467971
"EIF2AK4__pos"	14.5269829899103	8.62739821806088	86.0944343736134	37.2705841541688
"ITGA6__pos"	8.07460221172651	6.48293234453187	46.6729185573737	66.3006214783209
"C1orf56__pos"	54.5096726485615	3.58990323772713	14.9377718949678	10.6193373515234
"NDUFA6__pos"	17.7473271868207	16.4988772575529	22.7298487368492	71.2279070259542
"THAP2__pos"	39.0670065699467	5.54673311095504	83.2202840755837	2.22044604925031e-16
"CHID1__pos"	32.758808129359	2.22044604925031e-16	43.4077788653336	67.7812537108349
"PSENEN__pos"	68.6082591841265	0.102968390081046	51.8251057178108	37.2747569318471
"ARPC5L__pos"	12.8125326535395	26.9093130033609	39.4604793447702	62.7901664901106
"MCL1__pos"	54.4408812993028	23.9933913354751	62.352495780313	4.18749620881157
"TMEM205__pos"	25.8208900699016	3.07628420374954	43.1679826818269	67.9461641197838
"JCHAIN__pos"	55.6417317628615	27.0812241334235	27.3272522132979	31.599089133607
"MRPL52__pos"	26.0207601820336	12.4886820345715	21.6130816312163	68.5679406083579
"HSPA1A__pos"	10.065326175444	35.7493623194198	84.4396311637014	17.4091509747362
"SERPINI1__pos"	33.3844150127777	2.22044604925031e-16	43.0540239180855	56.0894118748485
"CLDND1__pos"	65.4536204264716	27.2238604612214	28.6438978977011	30.2627429158368
"PDAP1__pos"	21.3847132082805	19.6146901918334	41.8175883525442	65.0038668363248
"GAS6__pos"	41.4004074429895	2.22044604925031e-16	93.6555924825665	18.9937673610918
"SEL1L__pos"	13.3091510582061	3.06212739402407	56.3011776639862	63.5950541457473
"LSR__pos"	64.1365043253869	0.0425800864918579	47.0336281834732	18.0082992223672
"EDEM3__pos"	1.72599675569866	24.4555656877313	38.7075950248351	49.1832859453718
"RHOH__pos"	28.215230167791	40.2808169644643	73.1439510307963	13.4977002691004
"NDUFB4__pos"	12.3521395197708	3.65642173042112	22.9156636269406	67.255806786207
"RPL13__pos"	38.3170051468743	33.9238586889489	2.6060427521402	40.3731627057402
"NDUFB6__pos"	29.0792438305142	3.9950960414589	29.492528812207	77.2001673242929
"STX11__pos"	38.9552861990851	22.3766068475256	84.3816335191423	5.9967127530522
"RPN2__pos"	19.1072847464485	2.22044604925031e-16	50.5502351981889	39.2274667321605
"TSR3__pos"	68.5390077577653	1.11457940872227	26.1815683726887	15.3470183499977
"WDR83OS__pos"	12.8353281488631	19.3978036218886	27.2769900838654	58.2885825176435
"MGAT2__pos"	41.8166625793956	3.05739784464803	86.9045847314287	23.552424545491
"KLF13__pos"	24.8374660990889	8.34841667364825	31.2955664976382	76.8808991383137
"APOBEC3C__pos"	62.573184247942	17.9496467581403	32.7378368308447	33.9719096688671
"TMUB1__pos"	24.0157953871723	16.7905631610457	36.4890213530637	66.3172408755133
"IER2__pos"	22.8000736734524	29.3916066648029	63.3596366047387	16.8237570133952
"SDC1__pos"	26.964462014708	2.22044604925031e-16	61.5209039702183	53.5442352461004
"ARRDC3__pos"	60.9978413088778	6.09204826678336	32.0051780023735	26.6938379829504
"NDUFS6__pos"	34.3265781737775	13.8735649613808	16.0951127406799	69.2726311263163
"ZNF296__pos"	28.7395065270284	13.0131635644424	90.9431959960447	1.19782676256282
"SMPDL3B__pos"	29.8723675451699	2.22044604925031e-16	63.4759806383907	48.7245848925113
"SLC25A6__pos"	41.3386747737047	12.1208364349931	39.727286701382	20.3043990691565
"LSM3__pos"	36.1991522981396	9.71320795243169	27.4297058308785	73.0769129336456
"ANKRD28__pos"	53.961567796664	24.1392293100857	65.0262609295469	10.717292836981
"AKR1A1__pos"	18.5820046656167	0.229419889663184	41.859692699789	59.8490878386699
"PDXK__pos"	72.2457944725685	2.22044604925031e-16	46.4576222004242	32.7919376028999
"TSEN15__pos"	19.3878087786213	6.7908222606987	36.9772695740404	66.1355552815921
"RPN1__pos"	6.06491106325834	2.22044604925031e-16	65.9622815921501	41.7320763714849
"EEF1D__pos"	20.1125116648081	17.7242558120599	8.48968159901234	55.3822683207713
"SNRPN__pos"	61.840526671258	12.6895532996878	38.7690315003951	43.3130465639732
"GTF3A__pos"	33.9353168362356	7.35138363324131	21.3979185372169	62.7986285969741
"LIME1__pos"	2.22044604925031e-16	0.36502817066628	89.4775062514991	44.8998490541455
"ST6GAL1__pos"	14.066545346323	14.7905817113259	41.4682303508035	69.1774694782493
"P2RX5__pos"	70.1548409595569	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TMEM106C__pos"	24.4911234701228	6.60148124568124	25.8377504957199	63.1326139397395
"THEMIS2__pos"	41.128612835935	10.4743252297232	81.2410257905545	23.5455437727029
"KRTCAP2__pos"	10.1928444040994	2.22044604925031e-16	44.4446675188975	47.3631892376214
"ARID3A__pos"	64.287799621834	8.96330444725257	22.8651688376306	19.6394220024698
"MRPL43__pos"	12.792513226428	15.3298966320117	40.3331378932163	75.6043913686062
"GTF2B__pos"	16.4811427321949	21.2811239993846	84.4155853362321	29.3555466118824
"TMEM179B__pos"	18.5049903692188	5.17836247323688	33.5305946825725	74.849428241086
"SGSM3__pos"	65.4631128536244	2.22044604925031e-16	39.7633174187283	8.64023630705427
"NUDT2__pos"	20.965431240791	5.09676181460136	30.576939538348	61.8675425472409
"SCO2__pos"	61.1131681407404	2.22044604925031e-16	85.3998774913909	2.22044604925031e-16
"IL5RA__pos"	26.810259028744	2.22044604925031e-16	23.6669762768808	49.3191760517574
"SRSF9__pos"	67.6089066810535	8.72618021935508	40.1112879795679	42.7490149551883
"COX7B__pos"	28.0035985497369	19.4545532954983	22.0667483604853	56.8846318337094
"GABARAP__pos"	2.22044604925031e-16	9.14999276289968	56.2909020227938	53.5635554141086
"COX6B1__pos"	20.7303978156462	8.2636767646073	4.86216743654384	67.8201430504945
"ZBTB32__pos"	59.2098767866719	3.79352917095156	45.6414167234346	3.75561130999234
"CHCHD1__pos"	23.6202798284673	7.6266050240482	32.0288301259866	76.2666431973929
"CKAP4__pos"	35.469979669795	2.22044604925031e-16	88.8514993599376	23.6085340145186
"PRDX1__pos"	4.75934656085893	7.6027486594102	43.2347987634382	47.566166310137
"STUB1__pos"	58.5769269420838	16.1015079994041	40.1338621758941	42.1759032488879
"MRPL51__pos"	28.5005813243428	8.53040494942654	22.4350866960853	72.2415530691386
"YPEL5__pos"	35.3808948444381	36.5375453453965	68.9690909193868	6.66038924823195
"SEC61B__pos"	7.99467816986269	2.22044604925031e-16	21.7978101800797	60.954903226229
"TYMP__pos"	52.2511211990133	14.5053631310907	46.5359613579401	24.338078692763
"MAN1A1__pos"	34.9702372488545	4.47469907396546	31.0155307342753	55.0061764176201
"RASL11A__pos"	2.22044604925031e-16	2.22044604925031e-16	85.5590216942156	2.22044604925031e-16
"NDUFV2__pos"	2.22044604925031e-16	12.3571246711506	34.4616757303266	78.8919094710771
"ATF4__pos"	46.0261749715689	24.1640492337778	51.6622653955666	23.8919649648146
"DNPH1__pos"	22.655268011831	21.2175785703414	26.9959190693427	71.0382674749241
"HSP90B1__pos"	8.8057582036824	2.22044604925031e-16	57.7970780762274	36.4013751470692
"FIS1__pos"	10.0433303402696	11.5934181276167	28.966659492719	70.6594833611131
"WDR74__pos"	49.6714197228816	22.9572660987089	61.5568739216825	17.9526249106901
"TCF3__pos"	20.2981024359772	17.6121331706654	17.2025117124319	45.0540460712641
"HLA-DOB__pos"	38.5287327739944	2.59834849322918	90.0506815603761	21.4949515765735
"DNAJC4__pos"	13.59474835549	6.30598931677464	34.8668811297212	74.0006084698314
"DNAJC25__pos"	54.1585362077964	2.22044604925031e-16	21.1342868948409	13.5275671354474
"MIF__pos"	8.7513823650366	2.53999797020048	29.906124813098	53.8393608628165
"UBE2B__pos"	17.894814225726	28.0656105477351	68.8402921856031	29.3036493069444
"FOS__pos"	5.84087358270257	15.7257254553903	55.4214130969743	41.7615176235543
"ECI1__pos"	64.6410135118471	2.22044604925031e-16	44.5837001419582	3.70423481660241e-12
"PRELID1__pos"	26.6415528531311	4.56598392486648	22.6597020686588	58.6043514711838
"HM13__pos"	8.98771292295437	2.22044604925031e-16	59.9455779515481	37.2128950377264
"TAPBPL__pos"	33.2115593273499	0.000345230577745333	52.8514226236204	60.6208155886959
"MTDH__pos"	20.0809527866815	3.54194217683064	33.9400364177527	57.3717793684169
"MT-ND5__pos"	28.7800391316939	27.5009534784781	40.2697550898009	22.6231234861274
"VCP__pos"	23.3214427403895	11.3392052825528	70.7769032812191	34.8227793284055
"UQCRQ__pos"	33.0730629608117	2.22044604925031e-16	12.1267830691832	61.5037550273035
"RNASEH2B__pos"	25.5814419881758	9.31691357697013	31.8235088990824	71.5819507657075
"RPL17__pos"	48.4172340122861	26.4233850113154	25.2473017089312	39.4853973937373
"TRIB1__pos"	67.1885270804791	10.1701432078835	73.1282269524634	10.6491963069135
"DPM3__pos"	24.3494294973402	2.10521687208376	40.2833077376232	76.7684620119297
"DNAJC10__pos"	25.5776459110711	11.5689775423123	30.0155041851756	59.9843704967176
"FKBP8__pos"	54.1862643488137	19.3390947519972	39.2993576639244	44.7292753477022
"HLA-C__pos"	11.4061671220719	2.22044604925031e-16	62.190205542065	43.6347872140733
"SPCS2__pos"	30.5093144286215	2.22044604925031e-16	23.4426469874219	45.0373131652902
"CNBP__pos"	7.12472670490278	24.8295486406752	31.3293925878696	50.701591144379
"RNF126__pos"	52.6141623360595	12.3706723042834	36.1352225218454	37.5678076673772
"BCAS2__pos"	25.4712677259804	28.1635549551484	80.9176498460018	18.9953116654971
"REEP5__pos"	11.1071563265747	1.84140518149086	39.0053994845135	53.177660958795
"TMEM243__pos"	17.9757088903781	21.917168029482	37.1429493477339	65.2382726571474
"CYCS__pos"	46.6217999165216	15.6628903080364	40.2930144443736	34.5795733463301
"RRP12__pos"	12.2509822594957	4.35200837405824	85.9712042256593	7.00697868865507
"PRDX2__pos"	20.5755236207472	2.74168501039051	40.8475808534558	56.2337032186743
"LSM5__pos"	39.1181176075201	12.4636478028745	27.3000688579578	69.6386648441442
"TEX14__pos"	46.0954437862821	2.22044604925031e-16	26.5292799801094	2.22044604925031e-16
"IFNAR2__pos"	44.879688450808	2.22044604925031e-16	77.1886141794525	32.0588060951034
"NDUFB10__pos"	18.5460958159299	10.5193162278436	22.3959713046351	66.145911988101
