"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"
"SERPINF1"	"SERPINF1"	1.08430304230805	-0.0637201355188458	-0.965615255802701	0.24733282868503	-0.353914378584711	"IS01"	1.08430304230805
"BCL11A"	"BCL11A"	1.08396026725545	0.100039613941968	-0.762220515926852	0.161716730061744	-0.663903107269017	"IS01"	1.08396026725545
"GAPT"	"GAPT"	1.05554714560427	-0.00590227517583541	-0.782760339812222	-0.00234192806529032	-0.397078904283278	"IS01"	1.05554714560427
"RNASE6"	"RNASE6"	1.04770107334141	-0.214779096561393	-1.26640919969375	0.551441650817125	-0.0354053396242095	"IS01"	1.04770107334141
"SLC44A2"	"SLC44A2"	1.04239814876316	0.137803927377828	-0.78070389917514	0.163459450718285	-0.589101465921815	"IS01"	1.04239814876316
"ZFAT"	"ZFAT"	1.0421828348508	-0.143795076826893	-0.847634770546422	0.542808297217679	-0.701272331700639	"IS01"	1.0421828348508
"TPM2"	"TPM2"	1.02964364665299	-0.133374399635739	-0.964507157584008	0.617038401819516	-0.570651031411891	"IS01"	1.02964364665299
"MX1"	"MX1"	1.01507485948793	0.0239650113508691	-1.00378552190885	0.629722275095083	-0.565875473685126	"IS01"	1.01507485948793
"UBE2J1"	"UBE2J1"	0.996774189474986	-0.0244021611468522	-0.729122192027793	-0.0294846131342997	-0.358295388827638	"IS01"	0.996774189474986
"RPS12"	"RPS12"	0.985611713417801	0.497375638797906	-1.01547686093002	0.175131305054116	-0.301117686145228	"IS01"	0.985611713417801
"LAIR1"	"LAIR1"	0.985348094530813	-0.0834622860021055	-0.713251783222387	0.0952944273094259	-0.451099423233564	"IS01"	0.985348094530813
"RNASET2"	"RNASET2"	0.982526032900218	-0.0644828132093174	-1.41687226593014	0.68528985926101	0.115302692019186	"IS01"	0.982526032900218
"APP"	"APP"	0.978663935589151	-0.170503396844955	-0.811449222310109	0.900633940259892	-0.96683220331239	"IS01"	0.978663935589151
"PACSIN1"	"PACSIN1"	0.978069191848151	-0.203137321990004	-0.726035361870606	0.358680928496205	-0.602954533580721	"IS01"	0.978069191848151
"CARD11"	"CARD11"	0.971543995313479	-0.0722720431606756	-0.715671435040798	0.205163495534049	-0.528639397693275	"IS01"	0.971543995313479
"MYBL2"	"MYBL2"	0.967006118452516	-0.0362540741013186	-0.906783004175429	0.700001834829584	-0.679737861502804	"IS01"	0.967006118452516
"RPS6KA4"	"RPS6KA4"	0.958944132160803	-0.0981667236737088	-0.872138782141993	0.245990313521773	-0.291055744176912	"IS01"	0.958944132160803
"HERPUD1"	"HERPUD1"	0.958740755564813	-0.0112362036326817	-1.07367413674279	0.859580921446357	-0.559990648991441	"IS01"	0.958740755564813
"ERP29"	"ERP29"	0.956361546729459	-0.0910274037868725	-1.15603503181417	0.416796593106319	-0.000295313610530973	"IS01"	0.956361546729459
"RPLP0"	"RPLP0"	0.947755061432011	0.400120990694741	-0.9279638388383	0.16907704600662	-0.332142433985557	"IS01"	0.947755061432011
"MS4A6A"	"MS4A6A"	0.941547554269036	-0.326615905719014	-1.35165100027114	0.304582004269032	0.527526519306055	"IS01"	0.941547554269036
"SP110"	"SP110"	0.940041161139583	0.0777030106048829	-0.664646437575721	-0.226155644570911	-0.240443577032348	"IS01"	0.940041161139583
"PLP2"	"PLP2"	0.937205452802291	-0.0366107185599662	-1.43951689670394	0.807133725241858	0.0997955740205725	"IS01"	0.937205452802291
"RUNX2"	"RUNX2"	0.93221483986231	-0.0281542781928274	-0.553217283876361	-0.00196576435338641	-0.555797114441414	"IS01"	0.93221483986231
"DDIT4"	"DDIT4"	0.924742852575776	0.310177854182599	-0.778098556412164	0.423983936677025	-0.718130912611681	"IS01"	0.924742852575776
"PIK3AP1"	"PIK3AP1"	0.919687582813898	-0.0777433445372059	-0.761781851650151	0.235723120901572	-0.402153019769281	"IS01"	0.919687582813898
"MAPKAPK2"	"MAPKAPK2"	0.919633342754012	-0.109347746636214	-0.752501674962903	0.244550208247554	-0.410816290405875	"IS01"	0.919633342754012
"CYTH4"	"CYTH4"	0.913473919697976	-0.20933373277013	-0.753094585988512	0.00386236032465593	-0.143591157249062	"IS01"	0.913473919697976
"CNPY3"	"CNPY3"	0.912356596883115	-0.0971331398484263	-0.985683291037661	0.322085729630024	-0.111005066045546	"IS01"	0.912356596883115
"NPC2"	"NPC2"	0.902996627334166	-0.258185938975589	-0.771612619885803	0.571682788541306	-0.582652327195019	"IS01"	0.902996627334166
"OFD1"	"OFD1"	0.900313704375904	-0.0851730563189133	-0.658467335984975	0.175494854247907	-0.476442815664401	"IS01"	0.900313704375904
"SIDT1"	"SIDT1"	0.899175733626022	-0.176759312711326	-0.765226770833393	0.546309780049903	-0.599054447706227	"IS01"	0.899175733626022
"ST6GALNAC4"	"ST6GALNAC4"	0.892468215411884	0.011808008688115	-0.816401648364358	0.530117728256366	-0.575535891978705	"IS01"	0.892468215411884
"NUCB2"	"NUCB2"	0.88749319495723	0.179385215285127	-0.956754248167414	0.580462261018353	-0.466086705429166	"IS01"	0.88749319495723
"VAMP8"	"VAMP8"	0.883538872527105	0.012953203563489	-1.30439254598009	0.172345401405637	0.515084779352155	"IS01"	0.883538872527105
"PFKFB2"	"PFKFB2"	0.882320637607679	0.0470517318843585	-0.533198848455068	-0.142021665640135	-0.418079269586517	"IS01"	0.882320637607679
"OAS1"	"OAS1"	0.881673387728528	0.135536141231458	-0.663647714414448	0.171361493097831	-0.530674240869213	"IS01"	0.881673387728528
"RASD1"	"RASD1"	0.880617541075897	-0.0566485996685951	-0.589895534999065	0.0717788202936444	-0.472917855947429	"IS01"	0.880617541075897
"TLR7"	"TLR7"	0.880179742123926	-0.0287165090374491	-0.5790824278132	-0.0466534128382658	-0.395733965924545	"IS01"	0.880179742123926
"TNFRSF21"	"TNFRSF21"	0.875249355088739	-0.135014472431363	-0.685395027509779	0.278491466252877	-0.466310186727034	"IS01"	0.875249355088739
"SAMHD1"	"SAMHD1"	0.870697631266141	-0.0997781094333483	-1.1363236803361	0.243193269411636	0.258587960174053	"IS01"	0.870697631266141
"CTSB"	"CTSB"	0.869198772430543	-0.228728288944051	-1.04904454859904	0.75758683061731	-0.277040574570342	"IS01"	0.869198772430543
"CCDC186"	"CCDC186"	0.859752019282032	-0.199845494861205	-0.641291362917565	0.240344998849769	-0.449457630285992	"IS01"	0.859752019282032
"MAP2K6"	"MAP2K6"	0.857693987187604	-0.0968570406656138	-0.620270682185147	0.0329882364606531	-0.338762057275483	"IS01"	0.857693987187604
"ERN1"	"ERN1"	0.853661189625433	-0.08890646081584	-0.543346454006035	0.265263645915391	-0.662201533921887	"IS01"	0.853661189625433
"RPS23"	"RPS23"	0.847480947295595	0.420909662758223	-1.00399276521422	-0.0725108320511602	0.145918796815753	"IS01"	0.847480947295595
"CD36"	"CD36"	0.846666811151822	-0.0874788849921974	-0.629126092907624	0.258194003975193	-0.512325446681341	"IS01"	0.846666811151822
"SSR4"	"SSR4"	0.844927728235689	-0.00943682431860085	-0.93067398864983	0.680269985249094	-0.449193075383299	"IS01"	0.844927728235689
"CD4"	"CD4"	0.843705144861431	-0.297247492879788	-0.915509336736873	0.059870204130892	0.204041851736096	"IS01"	0.843705144861431
"SUSD1"	"SUSD1"	0.838379327790662	0.128321121430158	-0.570498105253545	0.00247584136185849	-0.455922964907896	"IS01"	0.838379327790662
"HRH2"	"HRH2"	0.838352769902666	-0.137566730603607	-0.588680738402842	-0.0953407552776081	-0.226689412051296	"IS01"	0.838352769902666
"MEF2C"	"MEF2C"	0.831188254959767	-0.108846141144795	-0.912708549518066	0.371023950254248	-0.138501057460999	"IS01"	0.831188254959767
"SCAMP5"	"SCAMP5"	0.829630179207336	-0.156571773200774	-0.650265386840964	0.355654479134034	-0.510345740849643	"IS01"	0.829630179207336
"BST2"	"BST2"	0.826910323046581	-0.0315598671309494	-0.796058865216689	0.35610572625508	-0.333289762747157	"IS01"	0.826910323046581
"CD37"	"CD37"	0.8267324361213	0.289141913274992	-0.986161200398192	0.455169405861661	-0.262722233688747	"IS01"	0.8267324361213
"CLN8"	"CLN8"	0.826468322798163	-0.170065826801484	-0.645104107132368	0.0813887183169011	-0.263877046985967	"IS01"	0.826468322798163
"VEGFB"	"VEGFB"	0.826435448429826	-0.108887468404831	-0.643861234284155	0.246274220751439	-0.438583479828129	"IS01"	0.826435448429826
"FCHSD2"	"FCHSD2"	0.8261465239992	-0.153589005668352	-0.642344124868387	0.542054888714837	-0.684343296095275	"IS01"	0.8261465239992
"SLC15A4"	"SLC15A4"	0.823955734751028	-0.365184557876869	-0.696160189897738	0.81119321379478	-0.745889231396051	"IS01"	0.823955734751028
"ARHGAP24"	"ARHGAP24"	0.822509911853309	0.108376213229481	-0.481683658477406	-0.20598659440727	-0.375862227601927	"IS01"	0.822509911853309
"COMMD6"	"COMMD6"	0.816853578178121	0.14412996151393	-1.05163808066435	0.138617349823081	0.197914727670661	"IS01"	0.816853578178121
"SLA2"	"SLA2"	0.816036268287429	-0.1769329994339	-0.678469029754598	0.382521460484889	-0.460768244895521	"IS01"	0.816036268287429
"FCER1G"	"FCER1G"	0.812804122612932	-0.255593054113042	-1.25924796051227	0.595103813268036	0.292543444223951	"IS01"	0.812804122612932
"UNC93B1"	"UNC93B1"	0.810463518750045	-0.225095500574371	-0.666251567895834	0.374125626710632	-0.443125514399065	"IS01"	0.810463518750045
"PLVAP"	"PLVAP"	0.809955758416656	0.154544311186348	-0.664232231401264	0.297348797159557	-0.539888504161621	"IS01"	0.809955758416656
"PPIB"	"PPIB"	0.809342441019209	-0.00956281996038088	-0.880406717764389	0.394534009906827	-0.218685933867927	"IS01"	0.809342441019209
"GPX7"	"GPX7"	0.807191415844788	-0.043688765657174	-0.564065602196744	0.0338569551522815	-0.37227743279219	"IS01"	0.807191415844788
"SIT1"	"SIT1"	0.807155317383223	0.136851909188264	-0.504677816125721	-0.153871602799803	-0.375063883875521	"IS01"	0.807155317383223
"CXXC5"	"CXXC5"	0.802966328459259	-0.121899282768796	-0.446011917446456	-0.137524598559942	-0.363584145467243	"IS01"	0.802966328459259
"SEC61B"	"SEC61B"	0.800447493753728	0.119309656022815	-0.392232938760106	0.678532750767397	-1.27235465526662	"IS01"	0.800447493753728
"P2RY14"	"P2RY14"	0.799129820308284	-0.0285310037744277	-0.66405397161275	0.174431910418154	-0.335818265169454	"IS01"	0.799129820308284
"RPS13"	"RPS13"	0.795700629993556	0.510377360218797	-0.927811671349345	-0.0849388629683009	0.0795516113581061	"IS01"	0.795700629993556
"SMC6"	"SMC6"	0.792755256599686	-0.0337943450001751	-0.567226914405958	0.232530400692738	-0.526099598707086	"IS01"	0.792755256599686
"MGAT4A"	"MGAT4A"	0.791159167490582	0.0426010363688439	-0.606746581810401	0.0957200649153924	-0.373247066998063	"IS01"	0.791159167490582
"DCPS"	"DCPS"	0.786182354761285	0.0264138843047079	-0.735553770666419	0.23005378412075	-0.277700280492476	"IS01"	0.786182354761285
"NPC1"	"NPC1"	0.77999890575242	-0.00367862839267204	-0.516717458228654	-0.0230245313264772	-0.370791671313837	"IS01"	0.77999890575242
"CTSC"	"CTSC"	0.779766984897519	-0.217156100576968	-0.482707564886842	0.254479417033453	-0.578628847283698	"IS01"	0.779766984897519
"TRIM22"	"TRIM22"	0.7786171834321	0.0940621893437363	-0.86197404946292	0.499514929522585	-0.337967235731111	"IS01"	0.7786171834321
"RPS3A"	"RPS3A"	0.77819925732047	0.253600959139975	-1.11075502873934	0.357314867357078	0.107846711703597	"IS01"	0.77819925732047
"STAT1"	"STAT1"	0.775404875455711	0.0431030604094304	-0.496192176956089	0.0847255632189506	-0.511530958833611	"IS01"	0.775404875455711
"SRP14"	"SRP14"	0.771960805981068	0.212478263665903	-0.789442838109504	0.356459751002242	-0.364148938116862	"IS01"	0.771960805981068
"OGT"	"OGT"	0.771181614306696	-0.115525260969711	-0.546423485208943	0.175053169688134	-0.43924000720948	"IS01"	0.771181614306696
"SFT2D2"	"SFT2D2"	0.770114062174301	-0.145229902960245	-0.624551552819141	0.0950017952258376	-0.232131741610665	"IS01"	0.770114062174301
"EEF1B2"	"EEF1B2"	0.764724004624282	0.191880713512358	-0.93739598741771	0.143955717352541	0.0749397018190942	"IS01"	0.764724004624282
"NACA"	"NACA"	0.761952878261731	0.294737131787775	-0.751854647525993	-0.192192295554129	0.0453146729952421	"IS01"	0.761952878261731
"RPS28"	"RPS28"	0.760229356512262	0.457258662352826	-0.538920541095809	0.176889473883291	-0.681166634105342	"IS01"	0.760229356512262
"STMN1"	"STMN1"	0.756650529728498	0.0118093170787148	-0.775319060944232	0.389162958201001	-0.305729174603546	"IS01"	0.756650529728498
"MRPL36"	"MRPL36"	0.756494548776572	0.0443781974946042	-0.520583273369322	-0.126768324937124	-0.257057986210094	"IS01"	0.756494548776572
"RPS15A"	"RPS15A"	0.755939360052141	0.507057787707441	-0.878522680074685	-0.0521579234188133	0.0361446098216423	"IS01"	0.755939360052141
"RPL22L1"	"RPL22L1"	0.748934398866138	0.0440447205371898	-0.815952390207356	0.174396904158372	-0.0535166359707781	"IS01"	0.748934398866138
"CYBB"	"CYBB"	0.74550386302747	-0.263495963858274	-1.11061942081218	0.465762475021089	0.282940499425784	"IS01"	0.74550386302747
"CHD9"	"CHD9"	0.745318448856546	-0.0241445992260585	-0.675939390087465	0.134423138699212	-0.201062115295025	"IS01"	0.745318448856546
"SYK"	"SYK"	0.744115604903623	-0.258184774575044	-0.566903297312049	-0.0777833278783096	-0.0799058809448597	"IS01"	0.744115604903623
"UTRN"	"UTRN"	0.734137939975661	-0.113563128866853	-0.586403898988072	0.215653454897514	-0.35713314392208	"IS01"	0.734137939975661
"UBE2L6"	"UBE2L6"	0.734061301338737	0.086883676901425	-0.643601489603953	-0.175395892080011	-0.00620012073109283	"IS01"	0.734061301338737
"CD68"	"CD68"	0.733902188157604	-0.177899714003461	-0.945278410744602	0.49432591096522	-0.0185950842434641	"IS01"	0.733902188157604
"ATP13A2"	"ATP13A2"	0.733768572548769	-0.169799967679521	-0.584503806808561	0.255717777063766	-0.371050226557008	"IS01"	0.733768572548769
"CD2AP"	"CD2AP"	0.732734006329332	-0.197321439012861	-0.691436708511905	0.623118816244948	-0.517965414118435	"IS01"	0.732734006329332
"AZIN2"	"AZIN2"	0.73159611257662	-0.0835729498282257	-0.493946039372969	0.0989343424209711	-0.406161749372686	"IS01"	0.73159611257662
"TIMM13"	"TIMM13"	0.731083644795911	-0.0339134067900745	-0.764054992456094	0.071586789317399	0.017941237069211	"IS01"	0.731083644795911
"COBLL1"	"COBLL1"	0.728661715350014	-0.121001713162124	-0.50878118765612	0.224178249717451	-0.473900767220452	"IS01"	0.728661715350014
"SLC20A1"	"SLC20A1"	0.728378322120926	-0.0998784720356699	-0.6942731982777	0.706152761420087	-0.622451072929358	"IS01"	0.728378322120926
"MMP23B"	"MMP23B"	0.725698201429741	-0.153760882229685	-0.458952452569924	0.0292409219338448	-0.359518076186966	"IS01"	0.725698201429741
"ST3GAL4"	"ST3GAL4"	0.7207527467168	0.00637229696771538	-0.592296878178601	0.169604433185812	-0.337870310073193	"IS01"	0.7207527467168
"TMIGD2"	"TMIGD2"	0.72008045994418	0.00484524908870802	-0.607140855302416	0.260960595573924	-0.394318028222671	"IS01"	0.72008045994418
"IFNLR1"	"IFNLR1"	0.719467663282016	-0.135400322805932	-0.377554130548811	-0.119668728237779	-0.352072994898548	"IS01"	0.719467663282016
"CCND3"	"CCND3"	0.717938727701817	-0.0899779955613602	-0.972274049762628	0.319697216572199	0.16550367051699	"IS01"	0.717938727701817
"ZNF706"	"ZNF706"	0.714194787934233	0.0194834907018442	-0.483028419750796	0.0162152467233608	-0.367055352577065	"IS01"	0.714194787934233
"ZDHHC17"	"ZDHHC17"	0.711328740822514	-0.215675279094444	-0.478290432787273	0.0884097488112493	-0.333462089491403	"IS01"	0.711328740822514
"KCTD5"	"KCTD5"	0.70994084028809	-0.0717226466423933	-0.536879718471438	-0.0663328940027589	-0.164259519837944	"IS01"	0.70994084028809
"BAG1"	"BAG1"	0.703372504123181	-0.121357589621578	-0.771180482244903	0.392168497778387	-0.176032211158095	"IS01"	0.703372504123181
"EPHA2"	"EPHA2"	0.702884830195256	-0.100307531098516	-0.474221450552581	-0.0765263722378927	-0.229614834776946	"IS01"	0.702884830195256
"RPL41"	"RPL41"	0.702689779659793	0.521319080603168	-0.373027393681633	-0.848143778256963	0.0329688692373981	"IS01"	0.702689779659793
"SCARB2"	"SCARB2"	0.701787983945714	-0.0570578447499375	-0.480750550260851	0.210934689150636	-0.491903029820026	"IS01"	0.701787983945714
"SPIB"	"SPIB"	0.700746552979603	-0.106139836249596	-0.715982138232166	0.568547488370041	-0.421238772619416	"IS01"	0.700746552979603
"FERMT3"	"FERMT3"	0.700092969105715	-0.102735675633349	-0.777098792778631	0.488927641472526	-0.2558048092559	"IS01"	0.700092969105715
"TNFSF13"	"TNFSF13"	0.699926165650799	-0.159804997282935	-0.749625248878609	0.272011459857266	-0.0809706000980756	"IS01"	0.699926165650799
"PROC"	"PROC"	0.695457865414463	-0.182624304059371	-0.517309034327887	0.230611127453612	-0.388999756422381	"IS01"	0.695457865414463
"RPL30"	"RPL30"	0.690997284051324	0.561392619773642	-0.627912139357848	-0.290831495891555	-0.0652101426473534	"IS01"	0.690997284051324
"DAB2"	"DAB2"	0.690779470234158	-0.118869287194547	-0.69249182471673	0.30763523406929	-0.205048356307935	"IS01"	0.690779470234158
"SSR1"	"SSR1"	0.690205590720213	-0.217669312294644	-0.811376430804092	0.193933245399545	0.124244439867025	"IS01"	0.690205590720213
"TRIM14"	"TRIM14"	0.688507030591865	-0.185484469691518	-0.409826132689592	-0.128597096948795	-0.224954422378968	"IS01"	0.688507030591865
"PAFAH2"	"PAFAH2"	0.686245728249701	-0.166682075535354	-0.384865909292434	-0.107778818537044	-0.286888908628131	"IS01"	0.686245728249701
"NCF1"	"NCF1"	0.683527526930203	-0.111371795213861	-0.561335571015116	0.388594712652981	-0.473193025844061	"IS01"	0.683527526930203
"TEX2"	"TEX2"	0.683408415974629	-0.123443873021812	-0.381863192423735	-0.0786791353869873	-0.331608269154985	"IS01"	0.683408415974629
"UCP2"	"UCP2"	0.679949800767862	-0.0497526034286078	-0.883566996380313	0.106714882454205	0.257909030071726	"IS01"	0.679949800767862
"PARP10"	"PARP10"	0.673696496337374	-0.0901289778157863	-0.559935678942364	0.280877132960272	-0.373610414264628	"IS01"	0.673696496337374
"EIF2AK2"	"EIF2AK2"	0.671320996395462	-0.170259792791815	-0.587196674487575	0.200944910938238	-0.222141769250585	"IS01"	0.671320996395462
"RPS8"	"RPS8"	0.66819706881506	0.0895998285728987	-0.9100758180549	0.636332650483153	-0.213434878013808	"IS01"	0.66819706881506
"CD164"	"CD164"	0.665891684308309	-0.0898597128227128	-0.756502571672013	0.161059525009638	0.0506367858231191	"IS01"	0.665891684308309
"IFI44"	"IFI44"	0.664935638112903	-0.0300787227390077	-0.54906576181917	0.0617097702436442	-0.207936313186275	"IS01"	0.664935638112903
"DCK"	"DCK"	0.663654704873582	-0.0116928344121811	-0.517383781062116	0.12888395327454	-0.3228731794164	"IS01"	0.663654704873582
"CCDC69"	"CCDC69"	0.66248807883284	-0.139976194799561	-0.627463505783028	0.364589030217371	-0.304416550471053	"IS01"	0.66248807883284
"TATDN3"	"TATDN3"	0.660909348969895	-0.069559194075595	-0.424960099993012	-0.0377644132978934	-0.289496736140573	"IS01"	0.660909348969895
"TMEM8B"	"TMEM8B"	0.658082373286245	-0.302870930150982	-0.59718876262498	0.0558085447877944	-0.000410946473627127	"IS01"	0.658082373286245
"OAS2"	"OAS2"	0.656673341611039	0.0202690743536263	-0.457403759944657	0.0950322551606886	-0.389082772540561	"IS01"	0.656673341611039
"FLNB"	"FLNB"	0.65266529338456	-0.09792113799473	-0.458727190621543	0.397663116302218	-0.59931890403755	"IS01"	0.65266529338456
"LSM10"	"LSM10"	0.652112664940718	0.122284913130078	-0.666957163459303	-0.0373827728068565	0.0179981389593355	"IS01"	0.652112664940718
"TGFBI"	"TGFBI"	0.649737283995686	-0.125889248221291	-0.81397561565057	0.647240846124831	-0.252005087369446	"IS01"	0.649737283995686
"FUZ"	"FUZ"	0.648775522065564	-0.0185669312412801	-0.667364159559716	0.53180621349372	-0.421996041618351	"IS01"	0.648775522065564
"MYCL"	"MYCL"	0.647651012452556	0.0125929496638164	-0.468764122908763	-0.0243988646992376	-0.248080300819812	"IS01"	0.647651012452556
"RPL19"	"RPL19"	0.646467718286062	0.565529275594142	-0.819253501892435	-0.111751553498979	0.139832196683328	"IS01"	0.646467718286062
"PAIP1"	"PAIP1"	0.64546883073044	-0.0872225604064059	-0.361304364014346	-0.0856560400705006	-0.314698826825696	"IS01"	0.64546883073044
"CYBA"	"CYBA"	0.644692898004318	-0.23774580204467	-0.791742817682402	0.611541151601292	-0.199187602287577	"IS01"	0.644692898004318
"RPS4X"	"RPS4X"	0.64456722837238	0.316217630230365	-0.89277423515648	0.176232685598127	0.107903927122785	"IS01"	0.64456722837238
"MYD88"	"MYD88"	0.643329507170456	-0.136383126467789	-0.523967116061251	-0.0898407013920455	-0.0335347673319699	"IS01"	0.643329507170456
"CDKN2D"	"CDKN2D"	0.642875068101694	-0.0702587957407824	-0.443634434210764	-0.223182498801744	-0.0676024285330837	"IS01"	0.642875068101694
"RPL18A"	"RPL18A"	0.637411227362739	0.401950615048038	-0.629974150852968	-0.038322097332682	-0.135983104205757	"IS01"	0.637411227362739
"FAU"	"FAU"	0.635150146529874	0.551627072126341	-0.593812000555988	-0.138299693322208	-0.164017402357915	"IS01"	0.635150146529874
"RPL13"	"RPL13"	0.634985968035445	0.386155790789314	-0.738267479105851	0.197721881593182	-0.166874875974006	"IS01"	0.634985968035445
"RPL3"	"RPL3"	0.632583112955861	0.264300708881281	-0.938884295366547	0.271078135708697	0.135950186287222	"IS01"	0.632583112955861
"APBB1IP"	"APBB1IP"	0.628402683955303	-0.146928557954897	-0.808318665572628	0.00661540820654377	0.35056176653533	"IS01"	0.628402683955303
"USF2"	"USF2"	0.620072820472997	-0.0518182837893649	-0.611480527198324	0.320780254990926	-0.263024032680891	"IS01"	0.620072820472997
