"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"
"SLC11A1"	"SLC11A1"	0.647132523295028	-0.495254469233219	0.445330975408574	-0.01867761427636	-0.29321996458171	"IS01"	0.647132523295028
"ETS2"	"ETS2"	0.641080039049655	-0.76759940116733	-0.0233072770854022	-0.178207998937243	0.400509303306557	"IS01"	0.641080039049655
"IFNGR2"	"IFNGR2"	0.625574544040131	-0.207260943302107	0.234243683205303	-0.0181159677707564	-0.384220711363238	"IS01"	0.625574544040131
"VDR"	"VDR"	0.624989481198254	-0.412377462476586	0.146806776211122	-0.282551585928013	0.0559229865158617	"IS01"	0.624989481198254
"IL1R1"	"IL1R1"	0.600588014185522	-0.353125857602628	0.0521043241213977	-0.411708261944214	0.183069929921484	"IS01"	0.600588014185522
"TOP1"	"TOP1"	0.597677051821219	-0.346765686562489	-0.129594032122284	-0.208200309338572	0.155773742992896	"IS01"	0.597677051821219
"PXN"	"PXN"	0.594276180900628	-0.220015261825788	-0.0853353660918953	0.275951533315866	-0.346107388637116	"IS01"	0.594276180900628
"NDRG1"	"NDRG1"	0.586083898957268	-0.35890243783157	0.310742955175936	-0.284991761819495	-0.0792399640233515	"IS01"	0.586083898957268
"RARA"	"RARA"	0.581040599921576	-0.24045334881608	-0.128716879272206	-0.0293724577104492	-0.0609177416895822	"IS01"	0.581040599921576
"PDE4A"	"PDE4A"	0.578192820730547	-0.479643749878331	0.0698045944226354	-0.443534614013026	0.320694242310975	"IS01"	0.578192820730547
"STARD4"	"STARD4"	0.574436890123877	-0.232487663152584	0.0785428173868229	-0.293669822154756	-0.0126181448019346	"IS01"	0.574436890123877
"TNFRSF1B"	"TNFRSF1B"	0.571656077063732	-0.612339204014074	-0.0216153287846275	-0.290769351001998	0.392519903787912	"IS01"	0.571656077063732
"POMP"	"POMP"	0.5683088160342	-0.118616645497922	0.273424982804567	-0.640512476886028	0.0123402941673088	"IS01"	0.5683088160342
"RAB31"	"RAB31"	0.563968947019954	-0.4286888501121	0.434599878681331	-0.0661914966293438	-0.253682278093725	"IS01"	0.563968947019954
"RUNX1"	"RUNX1"	0.558340966722895	-0.435510309089276	0.0483787619497302	-0.243011307080768	0.160489514814351	"IS01"	0.558340966722895
"GK5"	"GK5"	0.556986257899707	-0.242866502271909	0.0659359163335032	-0.0846935922566517	-0.138899927692388	"IS01"	0.556986257899707
"MMP19"	"MMP19"	0.555944535166595	-0.60673059045047	0.42562727451934	-0.504977340444194	0.242244863144548	"IS01"	0.555944535166595
"VMP1"	"VMP1"	0.555123487290725	-0.234288754841653	-0.0993977950116875	0.548919349957505	-0.501268433125587	"IS01"	0.555123487290725
"HAVCR2"	"HAVCR2"	0.551131458661416	-0.246136351065434	0.0821396495437568	-0.0206937686058331	-0.191312263678676	"IS01"	0.551131458661416
"ITGA5"	"ITGA5"	0.544144300461641	-0.617057643494738	0.371964756354343	-0.442357037239279	0.250323322841106	"IS01"	0.544144300461641
"MT-ND1"	"MT-ND1"	0.534766475493765	-0.140877760645448	-0.0803075981296457	0.475739645253499	-0.528963170104064	"IS01"	0.534766475493765
"DGAT2"	"DGAT2"	0.529131108558672	-0.149915836453921	-0.0328723489774169	-0.118366784780735	-0.10749976426171	"IS01"	0.529131108558672
"TLR4"	"TLR4"	0.527754188642427	-0.378854050833454	-0.172719229379213	0.401291265686573	-0.193821081601217	"IS01"	0.527754188642427
"RNF145"	"RNF145"	0.524592898320075	-0.394994885677654	0.207204789869592	-0.19851684232307	0.00191664310863107	"IS01"	0.524592898320075
"MCL1"	"MCL1"	0.518216713792811	-0.600116282561016	0.0394968690919889	0.193814997654367	0.0125702816091994	"IS01"	0.518216713792811
"SLC44A1"	"SLC44A1"	0.513125167458243	-0.260568337251089	0.297514114199996	-0.151664106864521	-0.207626465372847	"IS01"	0.513125167458243
"MAT2A"	"MAT2A"	0.507239487407699	-0.239222996958426	-0.138892131578886	0.179349828114789	-0.161563624493717	"IS01"	0.507239487407699
"RNF149"	"RNF149"	0.506169203745271	-0.310414512973094	-0.0331386432108584	0.124121511592918	-0.131522925122112	"IS01"	0.506169203745271
"CHD1"	"CHD1"	0.506141643601801	-0.379724377150205	-0.184595004881865	0.122893064919491	0.0373636449297545	"IS01"	0.506141643601801
"FPR1"	"FPR1"	0.49366697659256	-0.459128234788151	-0.08107238304511	0.0793945909156988	0.0750334436582447	"IS01"	0.49366697659256
"TNFSF8"	"TNFSF8"	0.491774400729385	-0.116572948426156	-0.144739483668215	-0.19357866291205	0.0229453002022604	"IS01"	0.491774400729385
"METRNL"	"METRNL"	0.490122082718891	-0.481477489080426	0.189935138670656	-0.238808005276428	0.143257907173527	"IS01"	0.490122082718891
"TLR2"	"TLR2"	0.486572666705954	-0.343620044809535	0.0723023765275451	0.261670702480568	-0.266266985729464	"IS01"	0.486572666705954
"IL6"	"IL6"	0.475787105382643	-0.564243797302122	-0.00455915782189511	-0.327489822637589	0.429109340089699	"IS01"	0.475787105382643
"PELI1"	"PELI1"	0.467563686742776	-0.543944948398234	-0.281477381953305	0.187534656093022	0.227834871657897	"IS01"	0.467563686742776
"TNFAIP3"	"TNFAIP3"	0.465042778945739	-0.881226953487859	-0.0796712647140778	0.237149718573304	0.347370112792779	"IS01"	0.465042778945739
"DNMBP"	"DNMBP"	0.460161089024511	-0.140201938141775	-0.0716137660891912	-0.125303842526718	-0.0377823254557317	"IS01"	0.460161089024511
"DENND3"	"DENND3"	0.458233034856875	-0.273427935138259	0.154151297963799	0.153611480036851	-0.2864600361502	"IS01"	0.458233034856875
"ADAM8"	"ADAM8"	0.45765312098761	-0.184496483379665	0.430955195588805	-0.30884158549982	-0.214754914457333	"IS01"	0.45765312098761
"SBNO2"	"SBNO2"	0.456129601668518	-0.271888705829912	0.0108101912971658	0.0234197905845554	-0.0881538427252507	"IS01"	0.456129601668518
"B3GNT5"	"B3GNT5"	0.454641900707766	-0.380724894966329	0.163036017582373	-0.236530426581232	0.0952832678717111	"IS01"	0.454641900707766
"KBTBD11"	"KBTBD11"	0.453911209877317	-0.16171374388765	-0.125940289503251	0.0558505069404318	-0.111491920853075	"IS01"	0.453911209877317
"MAPK7"	"MAPK7"	0.451507197208026	-0.0130950109418363	-0.111573567818822	-0.0800774782262236	-0.149612726469224	"IS01"	0.451507197208026
"SLA"	"SLA"	0.450890258932364	-0.215100335706156	0.0160768878745091	0.292445801553557	-0.339148502464348	"IS01"	0.450890258932364
"DDX60L"	"DDX60L"	0.449287484873997	-0.334460858324645	-0.0424941262598931	0.0115092908191335	0.0180315379728793	"IS01"	0.449287484873997
"DUSP6"	"DUSP6"	0.449054301832672	-0.482458912940964	-0.0487163226788605	-0.185992109782813	0.300360491788025	"IS01"	0.449054301832672
"S100A8"	"S100A8"	0.44735735917488	-0.363342559183379	-0.138942309643241	0.446010773607095	-0.211336038038635	"IS01"	0.44735735917488
"CXCL16"	"CXCL16"	0.446702437847244	-0.199114511884265	0.200430955389215	-0.325879817510467	-0.0192396034179674	"IS01"	0.446702437847244
"RBKS"	"RBKS"	0.445965073701984	-0.436418887088582	-0.266798066738683	0.251548147766138	0.0892841419690186	"IS01"	0.445965073701984
"GABARAPL1"	"GABARAPL1"	0.445369440156838	-0.419876089604737	0.01599955743857	-0.271707596656903	0.265932535819102	"IS01"	0.445369440156838
"MT-ND2"	"MT-ND2"	0.4434010417661	-0.119023853344758	0.102605991531435	0.34613712110651	-0.519966042992211	"IS01"	0.4434010417661
"PPP1R3B"	"PPP1R3B"	0.442433412930574	-0.187599077689294	0.0401200756489696	-0.249106506526073	0.0292803253240132	"IS01"	0.442433412930574
"MPP1"	"MPP1"	0.439643674396013	-0.39856794496658	-0.0394126150119253	-0.0867035119160692	0.152029195207428	"IS01"	0.439643674396013
"CMTM2"	"CMTM2"	0.437634726872	-0.0571385108061816	-0.0252777229501768	-0.0633273886383526	-0.174973619018735	"IS01"	0.437634726872
"TLE3"	"TLE3"	0.437457275754309	-0.238805756429658	-0.0256064021614442	-0.275307068567518	0.143636142676124	"IS01"	0.437457275754309
"FLNA"	"FLNA"	0.436802827573317	-0.594951667801915	0.186093275187347	-0.253658536755939	0.292442199207334	"IS01"	0.436802827573317
"CXCL5"	"CXCL5"	0.436234466111004	-0.209668585338299	0.0692546668561957	-0.192057455155572	-0.0102725280335016	"IS01"	0.436234466111004
"AGFG1"	"AGFG1"	0.432887201512086	-0.170946165986312	-0.107341620173761	0.148264021559367	-0.171470388608788	"IS01"	0.432887201512086
"GADD45B"	"GADD45B"	0.431867442684588	-0.436237155918619	-0.166520814566674	0.348091943102856	-0.0443001311227425	"IS01"	0.431867442684588
"XBP1"	"XBP1"	0.431447845316072	-0.414417303336159	-0.102262200186332	0.124086316143428	0.0585247055196082	"IS01"	0.431447845316072
"C5AR1"	"C5AR1"	0.430298445077931	-0.457462736148926	-0.0489051132345911	-0.21370714879145	0.311585895366875	"IS01"	0.430298445077931
"FCER1G"	"FCER1G"	0.429203282698483	-0.536527208913632	0.312282830743986	-0.37552563644936	0.24787296616032	"IS01"	0.429203282698483
"RHOU"	"RHOU"	0.418671294872449	-0.184022978683769	-0.180249551982071	-0.0969316280691384	0.0838569536404278	"IS01"	0.418671294872449
"IQSEC1"	"IQSEC1"	0.418220850066823	-0.131491624696554	-0.147732951235122	0.0409383552587464	-0.0879429559174436	"IS01"	0.418220850066823
"MAP1LC3B2"	"MAP1LC3B2"	0.410640025671486	-0.0869151528771741	0.182060764978152	0.016829979249334	-0.336910642878774	"IS01"	0.410640025671486
"NFAT5"	"NFAT5"	0.40780290197601	-0.296747906078386	-0.0783361079197794	-0.327283356934808	0.290364244901083	"IS01"	0.40780290197601
"CCR1"	"CCR1"	0.407076890742441	-0.120983781452072	-0.0289031257262162	0.244364664461448	-0.325417334232345	"IS01"	0.407076890742441
"JMJD1C"	"JMJD1C"	0.403756930602326	-0.372492310444215	-0.155804350850046	0.0663942950732587	0.120768115188687	"IS01"	0.403756930602326
"TPT1"	"TPT1"	0.399759642122916	-0.45744379798466	0.138256106518016	0.113591482481585	-0.044400637278176	"IS01"	0.399759642122916
"C17orf107"	"C17orf107"	0.399100147119403	-0.229059677579024	0.0723893925405519	-0.226374412683785	0.0548503543879154	"IS01"	0.399100147119403
"CISH"	"CISH"	0.398454370633795	-0.164851835671855	0.117010346388265	0.334129479424118	-0.450953696358608	"IS01"	0.398454370633795
"XPO6"	"XPO6"	0.398220705364323	-0.10917373782252	-0.053694114750314	0.20484971427558	-0.28297752381412	"IS01"	0.398220705364323
"PLSCR2"	"PLSCR2"	0.394946580332077	-0.165170070338776	-0.0656434958929674	0.102601671476681	-0.146739333026303	"IS01"	0.394946580332077
"GPAT3"	"GPAT3"	0.387200009601473	-0.0719000617813609	-0.155168418923084	-0.17179629876061	0.0440756045239012	"IS01"	0.387200009601473
"SIPA1L1"	"SIPA1L1"	0.384516264449115	-0.343260818080754	0.0296474664366215	-0.104149949660783	0.104154299034391	"IS01"	0.384516264449115
"TRIM25"	"TRIM25"	0.382048866472627	-0.339029944264898	-0.201014162950147	0.302398529771798	-0.0384884345573317	"IS01"	0.382048866472627
"SYN1"	"SYN1"	0.381085162048178	-0.222393472855146	-0.115640972763032	-0.270124110240224	0.226239368694159	"IS01"	0.381085162048178
"GPCPD1"	"GPCPD1"	0.37944636197982	-0.347950661788889	-0.0292472543470191	0.00275826225247238	0.073449272136766	"IS01"	0.37944636197982
"TNFRSF10D"	"TNFRSF10D"	0.378434888785897	-0.23424294235524	-0.0925307791264509	0.266670949162429	-0.178335113298575	"IS01"	0.378434888785897
"CES1"	"CES1"	0.37344120594942	-0.173003692763813	-0.178496739468329	0.231454244361633	-0.142066284938305	"IS01"	0.37344120594942
"TP53BP2"	"TP53BP2"	0.36714225465927	-0.328314784843165	-0.095351027859659	-0.156886300161754	0.230050763504027	"IS01"	0.36714225465927
"CASP4"	"CASP4"	0.367019814904647	-0.154146975621147	-0.210326038221313	0.12534808156848	-0.052807046848353	"IS01"	0.367019814904647
"PGS1"	"PGS1"	0.363942054962329	-0.157293716109361	-0.127447948685854	0.13974154332831	-0.117206519387964	"IS01"	0.363942054962329
"MPHOSPH6"	"MPHOSPH6"	0.363402004014387	-0.348863610371038	0.149049115368627	-0.122364404172236	0.0524449885671991	"IS01"	0.363402004014387
"MT-ND4"	"MT-ND4"	0.36012084872247	0.0730681336021827	0.166995878400887	0.34010663199675	-0.674937411590033	"IS01"	0.36012084872247
"RGS2"	"RGS2"	0.359377760041956	-0.0678890539803026	0.0715229539815442	0.257917507906511	-0.421529656186408	"IS01"	0.359377760041956
"LIMK2"	"LIMK2"	0.359268559061615	-0.154571999203333	-0.0893944832219666	-0.00536499294469031	-0.0350984780324025	"IS01"	0.359268559061615
"CFD"	"CFD"	0.358681322426491	-0.134996739393642	-0.378561036599677	0.355133845867916	-0.116878012428715	"IS01"	0.358681322426491
"IL1R2"	"IL1R2"	0.356070716537001	-0.159805552895889	0.213646318769999	0.0201100770325794	-0.2611889235667	"IS01"	0.356070716537001
"GNB2"	"GNB2"	0.348917462362086	-0.188972987612762	0.118923850454135	0.180038894011062	-0.283213951802604	"IS01"	0.348917462362086
"PICALM"	"PICALM"	0.348313060095077	-0.306469772210842	0.248417047865317	-0.0449696673374104	-0.102758051820008	"IS01"	0.348313060095077
"DNM2"	"DNM2"	0.348246477955966	-0.254960307973295	0.341329250844267	-0.125244035132435	-0.153781524811607	"IS01"	0.348246477955966
"CYTH4"	"CYTH4"	0.340300581417047	-0.078190307089065	0.0263616581182234	0.140520061560195	-0.280342764125125	"IS01"	0.340300581417047
"LENG8"	"LENG8"	0.335987492993255	-0.229399782838542	-0.101750766642652	0.233305724085668	-0.123038427014828	"IS01"	0.335987492993255
"ACSL4"	"ACSL4"	0.333989889564703	-0.27971119168109	0.000928712570228582	-0.143277325205358	0.131127252185481	"IS01"	0.333989889564703
"POR"	"POR"	0.333142208958325	-0.15458327680985	0.00615153309090684	-0.266112156032023	0.109361333524767	"IS01"	0.333142208958325
"KCNMB1"	"KCNMB1"	0.332953028522864	-0.0980833374643293	-0.0425144887635191	-0.196646255104613	0.0422033876793964	"IS01"	0.332953028522864
"DCUN1D3"	"DCUN1D3"	0.330915653632637	-0.385099746540546	-0.0592448901731986	0.0543988119250206	0.1210357958425	"IS01"	0.330915653632637
"PLEKHG2"	"PLEKHG2"	0.329728728306897	-0.366261307791781	0.221709411831897	-0.0498284227295809	-0.0152582820631042	"IS01"	0.329728728306897
"CKAP4"	"CKAP4"	0.323040042997763	-0.331530135785225	0.180362314698759	-0.0082303078689791	-0.0432905920281146	"IS01"	0.323040042997763
"RIN2"	"RIN2"	0.322766320937839	-0.411357519407279	0.00669755669695854	-0.133164244622336	0.242988181124717	"IS01"	0.322766320937839
"CHSY1"	"CHSY1"	0.322205879697516	-0.0914989398039922	0.0436502826543547	0.0610479647686359	-0.20951455267844	"IS01"	0.322205879697516
"METTL9"	"METTL9"	0.321053582686969	-0.0223075554579833	0.032986158478168	0.242436912532351	-0.397531655652051	"IS01"	0.321053582686969
"MEFV"	"MEFV"	0.318766672690412	-0.201059625533821	-0.236503293807355	0.21217225120224	-0.0257434616457489	"IS01"	0.318766672690412
"TNFRSF1A"	"TNFRSF1A"	0.310143939483793	-0.163952954954085	0.0660432951648566	0.15709165738156	-0.225104564456819	"IS01"	0.310143939483793
"GRINA"	"GRINA"	0.309331552017276	-0.463101016325996	0.271926265811263	-0.0558389659861501	0.0526802003231206	"IS01"	0.309331552017276
"FLT1"	"FLT1"	0.308763976880416	-0.345542294561524	0.190768735649484	-0.254875081552772	0.155197152430226	"IS01"	0.308763976880416
"CIITA"	"CIITA"	0.299883828879237	-0.0758915995732679	-0.0100530548080407	0.128383721943469	-0.220800554627509	"IS01"	0.299883828879237
"RBM47"	"RBM47"	0.299690171069372	-0.396948658318015	-0.115359702569421	0.0686122347695995	0.181189901708277	"IS01"	0.299690171069372
"MAPKAPK2"	"MAPKAPK2"	0.296196833858413	-0.360593815594689	0.17958057112266	-0.245769002641731	0.177903184023028	"IS01"	0.296196833858413
"NIPAL4"	"NIPAL4"	0.293532054016951	-0.184138775082418	-0.0443079326935543	-0.0590930277437728	0.0428542768804926	"IS01"	0.293532054016951
"NABP1"	"NABP1"	0.293205764967012	-0.0942056658163509	0.0892819533972841	0.00943997063084653	-0.181579704394224	"IS01"	0.293205764967012
"FERMT3"	"FERMT3"	0.292849624688536	-0.29831593299089	0.0997184484934845	-0.109026393965526	0.079568667902467	"IS01"	0.292849624688536
"CYB5D1"	"CYB5D1"	0.291148289469596	-0.275706700584177	0.0473008408887304	-0.160816050452264	0.136392768544219	"IS01"	0.291148289469596
"S100A6"	"S100A6"	0.288326200787674	0.0219650021691252	-0.171789753232145	0.269149214390461	-0.290276510281478	"IS01"	0.288326200787674
"HP"	"HP"	0.283461356026508	-0.100214267591128	-0.140379129875335	0.23277744623656	-0.174391902695905	"IS01"	0.283461356026508
"LONRF3"	"LONRF3"	0.28254045484031	-0.142081637846614	-0.16694795854239	-0.155738871003725	0.171714836915825	"IS01"	0.28254045484031
"APLP2"	"APLP2"	0.281738552658019	-0.532663973733512	-0.147870642998242	0.257895563129635	0.194443052062939	"IS01"	0.281738552658019
"PDSS1"	"PDSS1"	0.281265216762276	-0.178839610126244	-0.0445442435761402	-0.0342229962202831	0.0279367323444934	"IS01"	0.281265216762276
"LRRFIP1"	"LRRFIP1"	0.280570346291246	-0.291744619078652	-0.00152378870882473	0.0755206835928364	0.0156804742132289	"IS01"	0.280570346291246
"USP32"	"USP32"	0.280135912701713	-0.119524145265196	0.05415108498356	0.152800431246318	-0.23275683717544	"IS01"	0.280135912701713
"ARL8A"	"ARL8A"	0.272850320911443	-0.0344651438842306	0.135094267079364	-0.0250002432567917	-0.227355423300322	"IS01"	0.272850320911443
"LY96"	"LY96"	0.271591419813459	0.0618140397343054	-0.231432775579548	0.220659676704378	-0.236034668372954	"IS01"	0.271591419813459
"RBMS1"	"RBMS1"	0.271076752881477	-0.168283026047098	0.158789566424561	0.119466211095038	-0.232733169678148	"IS01"	0.271076752881477
"CSF2RA"	"CSF2RA"	0.26940280101375	-0.27923100046831	-0.159911862846395	0.0713296050634365	0.126944492552899	"IS01"	0.26940280101375
"TMEM71"	"TMEM71"	0.26569147505738	0.00246052649049613	-0.354346072463375	0.176185076442576	-0.0599024109043364	"IS01"	0.26569147505738
"SIGLEC14"	"SIGLEC14"	0.265542027242271	-0.111271875584493	0.113385995382805	0.0729776936861638	-0.212589632280137	"IS01"	0.265542027242271
"SH3BP5"	"SH3BP5"	0.263244217915245	-0.338983061169516	0.153986720110938	-0.208565931551575	0.171027108654224	"IS01"	0.263244217915245
"IFITM2"	"IFITM2"	0.260229109891072	0.15628057708939	-0.136159011287203	0.239662083349043	-0.393153822056303	"IS01"	0.260229109891072
"C5orf58"	"C5orf58"	0.260195560688255	-0.0522039667695549	-0.0486107733832532	-0.0493384795716253	-0.055547366888504	"IS01"	0.260195560688255
"FCAR"	"FCAR"	0.256969687224066	-0.354767185334444	0.0506926947323605	-0.103672339285763	0.183729836133427	"IS01"	0.256969687224066
"MT2A"	"MT2A"	0.254677955527204	0.118451477389249	-0.417643534190549	0.237968218410008	-0.156255182616268	"IS01"	0.254677955527204
"CYBA"	"CYBA"	0.254426821246424	-0.259404211360779	-0.0661679735918816	0.149597657550482	-0.00512707128229619	"IS01"	0.254426821246424
"OXSR1"	"OXSR1"	0.253719729621497	-0.181525476746709	-0.118463346131357	-0.152719737427295	0.189142335637767	"IS01"	0.253719729621497
"NDST2"	"NDST2"	0.251853264765565	-0.215277145258729	0.0066779486626825	-0.0639860668641313	0.0656321878007387	"IS01"	0.251853264765565
"CLEC4D"	"CLEC4D"	0.24275490401381	-0.0923831974390931	-0.103514158007396	0.101449400454102	-0.0823163800930091	"IS01"	0.24275490401381
"PNPLA6"	"PNPLA6"	0.235590730078076	-0.191905524004402	0.234402486134131	-0.0493730246376531	-0.115754863393166	"IS01"	0.235590730078076
"PPP1CB"	"PPP1CB"	0.229925565399982	-0.179850554624856	0.0789276727330907	-0.199711014043278	0.0992379718102459	"IS01"	0.229925565399982
"PIK3R5"	"PIK3R5"	0.224169660945599	-0.28433938162038	0.0794615010922511	-0.0477328037818467	0.0813915816661927	"IS01"	0.224169660945599
"RIPK2"	"RIPK2"	0.222467917798528	-0.373565358634005	0.0144324650552096	-0.0372618323017807	0.199232756991656	"IS01"	0.222467917798528
"MYD88"	"MYD88"	0.21564161637017	-0.106284699040776	-0.121588415330627	0.179204364516577	-0.09732728013401	"IS01"	0.21564161637017
"SLC22A4"	"SLC22A4"	0.211122170459057	-0.165613290397852	-0.0221161445692762	0.16255503135007	-0.0998028318059945	"IS01"	0.211122170459057
