"IS01"	"IS02"	"IS03"	"IS04"	"IS05"
"CCL3__pos"	11.085437122293	2.22044604925031e-16	21.9087909809091	6.5855008968084	64.7965934951129
"KMO__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.62043298910598	73.5100918970545
"IVNS1ABP__pos"	56.2691618416534	2.22044604925031e-16	41.0754696578541	13.6571054168483	5.83329654520349
"GIMAP4__pos"	2.22044604925031e-16	34.8227692905704	8.33345138191015	55.1458740910473	2.22044604925031e-16
"CLEC5A__pos"	21.000325865199	2.22044604925031e-16	77.2638494989998	2.22044604925031e-16	2.22044604925031e-16
"TIMP1__pos"	27.2579905673639	2.22044604925031e-16	33.1649851958361	2.22044604925031e-16	29.7045155651137
"WTAP__pos"	11.4262681428414	8.78050296405158	15.7977915528382	7.04057225470628	66.1469685347355
"NACA__pos"	10.3831676013722	37.7443682757672	2.22044604925031e-16	24.7662234983055	0.333262605619666
"ADM__pos"	48.0819368125523	3.35116600971285	19.203123333533	33.5760197810423	5.96144104678016
"TMEM167A__pos"	22.9000044422218	27.9105855832448	38.8211142446353	19.4825300816708	2.19807543619947
"IL1A__pos"	1.31366773266713	2.22044604925031e-16	4.27963189462286	2.22044604925031e-16	87.1884845820126
"NR4A3__pos"	14.4175044891668	2.22044604925031e-16	23.4189280366214	8.06618712592297	61.8237997441758
"RPS23__pos"	11.5604125006443	41.1617743193552	2.22044604925031e-16	20.666020460565	2.42078067685842
"NAMPT__pos"	44.2022641299991	2.22044604925031e-16	14.3597061515814	14.0093451245828	13.7405052630998
"S100A10__pos"	17.0854764822477	15.1809208038446	38.6968935744705	2.22044604925031e-16	9.26754883498574
"ANPEP__pos"	51.2193533484668	0.463689359930308	44.6097610278819	7.56399224385326	13.4590180007807
"CFLAR__pos"	10.3278433173852	4.63357998874141	17.0712876477217	15.8914806016467	56.3123029295071
"MEGF9__pos"	2.22044604925031e-16	5.67917816509815	2.22044604925031e-16	63.6539104549326	2.22044604925031e-16
"S100A12__pos"	44.2514449810139	14.3462445815203	4.31405140311419	36.8159430582374	4.89861813854506
"P2RY2__pos"	2.22044604925031e-16	4.45120826909616	49.7765551673501	2.22044604925031e-16	2.22044604925031e-16
"NINJ1__pos"	14.6791732267981	8.2044774718695	18.1079822901639	2.22044604925031e-16	56.5792402997477
"KDM6B__pos"	31.8219815299663	2.22044604925031e-16	8.88121500253784	11.2867108404837	53.6376945296213
"RPS13__pos"	17.5625276669379	36.5894158033957	2.22044604925031e-16	24.0090354200701	0.157429952269616
"SOCS3__pos"	37.1688409681042	1.70761166738291e-09	18.917944599419	44.4428870926057	0.282252788537561
"HPSE__pos"	26.1011927818347	1.48194825897047	66.2716781703127	5.43677208769601	5.76293601484934
"CXCL3__pos"	26.133684843462	2.22044604925031e-16	18.3526059026939	2.8024687336986	63.1275638400325
"BCL2A1__pos"	20.8073095148426	2.22044604925031e-16	3.8444736979105	7.72112729744413	52.077659555766
"RPS15A__pos"	14.6434421464778	40.2211364799095	2.22044604925031e-16	22.2867091554601	2.22044604925031e-16
"HBEGF__pos"	49.0791149239498	6.34733460460993	43.767247822454	8.83580077893333	7.69842129675474
"SNAI1__pos"	20.7714900686131	2.59393659292476	59.0167853088861	2.22044604925031e-16	19.6716114935485
"FNDC3B__pos"	26.3595620608731	4.48807869785564	49.9925436261811	1.50768367501321	30.5659539764485
"SLC2A6__pos"	0.00341826262334494	5.27974348077667	2.22044604925031e-16	18.4076448034881	64.9209728358119
"RPL32__pos"	15.5599960380406	41.4324158462069	2.22044604925031e-16	21.3246670905955	0.150673012495905
"SAT1__pos"	44.5783100866363	4.29581864095314	30.9879559146234	7.17630746908322	3.01163323258647
"PDLIM7__pos"	18.9419916622519	9.23648073772164	65.8720119279807	0.946889929096719	13.730270666045
"OLR1__pos"	13.9052651222932	2.22044604925031e-16	23.1145374091302	2.22044604925031e-16	72.9590568606207
"PSAP__pos"	2.22044604925031e-16	1.04999603108305e-05	7.85072949188029	29.0661109121928	41.3670815564729
"CNPY3__pos"	7.42792351091736	37.027092289929	5.32933077220078	47.1262757958689	9.54741633984113
"CSF3R__pos"	39.5537225563477	1.57212216883426	3.06398629836634	56.8189221723353	11.7146421020008
"PEA15__pos"	6.99541354033395	12.4063066048058	69.403824043894	0.71085016709427	25.1421714237759
"CCL2__pos"	2.68889570774567	2.22044604925031e-16	64.4071218596145	2.22044604925031e-16	31.45983300298
"CCL4__pos"	6.51992235761453	2.22044604925031e-16	18.3101551608779	15.107523242499	65.754745573098
"LRRC25__pos"	4.12413561860722	30.1765576436789	13.4404689148632	49.9611291463231	2.22044604925031e-16
"STEAP4__pos"	25.7308176596502	2.22044604925031e-16	2.22044604925031e-16	32.2399627941552	2.22044604925031e-16
"FLOT1__pos"	28.8737623609749	15.8657264585216	51.9597514450113	8.28115846431449	10.4576392458773
"PLAUR__pos"	25.4540607336702	2.22044604925031e-16	12.3465570422651	2.22044604925031e-16	51.7838200274995
"TNFAIP2__pos"	8.16709205448491	2.22044604925031e-16	7.10070881667299	42.8136981598739	50.024166872442
"PDK4__pos"	2.22044604925031e-16	6.96336312944255	2.22044604925031e-16	44.6276177646411	2.22044604925031e-16
"LCP2__pos"	44.5348017847465	2.16900861473102	22.8092379181635	11.4719109381237	22.1819743894678
"RHOG__pos"	13.5365734802913	36.1376014795011	22.4103391569138	20.9707666521025	2.22044604925031e-16
"PPIF__pos"	42.8085246000657	2.22044604925031e-16	35.7768617742208	1.08746051234827	26.2938830057573
"MAFF__pos"	19.9270662568607	2.22044604925031e-16	20.3371670519862	3.41265060704556	60.9255156683327
"MNDA__pos"	5.51689574356768	8.33544036257178	2.22044604925031e-16	78.6264809810824	13.8451104883646
"THBD__pos"	60.5000513316172	2.22044604925031e-16	39.0270969968401	12.0481680880151	3.99687025975012
"SLC16A3__pos"	24.3035457873798	16.3358811659606	58.1906437893188	5.28677930105008	12.2827701424604
"SPHK1__pos"	34.9750009577203	1.57574532613283	38.1814864836211	2.22044604925031e-16	40.6434143019978
"NAF1__pos"	10.2346273159143	5.47993256127653	2.22044604925031e-16	6.80596895815607	59.1928474349482
"LYST__pos"	1.69448030898823	33.1692809084349	0.489126348606038	59.47104584002	7.38842312273395
"SAMSN1__pos"	43.8161755893942	0.175914141344549	9.73110322801754	22.5953765082108	31.0742705349908
"ATF3__pos"	14.2002433840198	21.0684852959619	35.0012070854335	28.1190264676738	12.60993487731
"AQP9__pos"	36.4778895671145	2.22044604925031e-16	11.6661745050473	8.60557672210846	56.0440849561644
"RPS16__pos"	20.045678216718	1.13241800434328	5.62097146640147	9.14015305965209	41.8409903098802
"TMSB10__pos"	8.85717922254461	34.16256432607	10.5088091699308	25.736631792871	2.54178970965189
"PROK2__pos"	38.6720808771649	2.22044604925031e-16	2.22044604925031e-16	12.2106760543454	2.22044604925031e-16
"CTSB__pos"	10.0152554428246	4.68392588831335	58.1181734274529	4.32153260475123	12.0231891701321
"HIF1A__pos"	51.2825856760437	3.7852302833759	41.8280126124803	2.88836970051821	13.3603045480931
"MAP2K3__pos"	32.4053819792477	9.51448630188025	5.62333176384459	9.63581436045299	53.9977022588163
"CST3__pos"	4.36112540794871e-16	33.0989565115543	2.16015797926835	27.8645768415771	11.783691385782
"IL4R__pos"	54.8743188456952	2.22044604925031e-16	27.6786165686152	17.4802242829993	11.73772187514
"PRELID1__pos"	15.9189912747823	24.2978744280226	28.7735406730372	13.0081637130702	2.22044604925031e-16
"EREG__pos"	36.286189032284	2.22044604925031e-16	8.42275966445671	3.90631370512147	60.191980001094
"PPP1R15A__pos"	13.6030250154637	2.22044604925031e-16	16.2764156691231	13.0549261944048	44.0915780399489
"RPL30__pos"	15.1805144212172	43.8009909675537	2.22044604925031e-16	15.3651589248703	2.22044604925031e-16
"MAT2A__pos"	45.4103346082203	9.01812454424154	10.7845653344805	35.7406586072104	12.778067824341
"SIGLEC12__pos"	5.05833560798278	2.22044604925031e-16	64.1078736221727	8.53222864038797e-12	2.22044604925031e-16
"IL1B__pos"	21.7567092401696	2.22044604925031e-16	5.6806789648162	3.91304514804902	55.9852180856067
"NFKBIA__pos"	13.5273050344469	2.22044604925031e-16	10.4457613004981	10.6553185723542	44.921022454159
"TKT__pos"	10.2516416170494	22.9875565781296	2.22044604925031e-16	50.4802354380959	13.6421236900117
"PFKFB3__pos"	49.1422552156542	2.72562377822788e-15	20.6420035995051	15.4761120452995	30.020390317736
"HK2__pos"	2.43731491554539	2.22044604925031e-16	53.8161282814931	5.58309460487691	19.0552928931837
"EHD1__pos"	30.7488995577532	0.00249223981320622	8.0742335968121	7.05940183312008	64.9175394030125
"CD48__pos"	1.15381339762894	18.7287314120969	7.59955092792055	33.3978702540633	44.3753948538086
"LAMTOR1__pos"	7.92342484344579	34.3398888489116	17.6965910609471	45.7092464899671	0.31554024098739
"CD93__pos"	53.7031670413766	2.22044604925031e-16	38.6270205096037	24.0670798939704	2.10219503544522
"GNG5__pos"	14.1596511060973	24.3134909575262	32.9250381381572	7.60515975167234	0.775152029552395
"CD44__pos"	36.1570202835377	4.25189897849415e-11	22.7921529513534	4.35219315554745	23.0475172600114
"DNAAF1__pos"	17.4872561265691	2.22044604925031e-16	2.22044604925031e-16	8.12432724260218	61.7659077486978
"NCF1__pos"	6.13385011250032e-16	21.5813104390935	1.05132207493637	66.722665310262	15.616594794128
"MCL1__pos"	30.6599426165765	2.22044604925031e-16	15.7214862589278	27.5046143034067	12.4418482903396
"RGS10__pos"	17.8363377776783	28.7086109309461	34.7670961131074	10.3983081528285	12.247179075732
"IER3__pos"	19.5547358212567	2.22044604925031e-16	30.4061652101878	6.44637506675948	33.9011561126908
"PNP__pos"	42.1798488267892	3.89805452092923	13.5596453777732	3.77324912639503	49.1994206203626
"FKBP5__pos"	13.1427357257965	7.10579028679601	12.2328370794351	66.8402592788121	2.22044604925031e-16
"TRIM25__pos"	33.9729009529547	2.22044604925031e-16	6.20322403480156	38.3524423656661	15.222651700209
"ATP6V1F__pos"	11.3975295858171	19.2206237158052	38.8251272338297	5.59255299121109	12.2525940989035
"ATP13A3__pos"	57.9305139967027	1.42915818679972	23.7048320925054	3.86025870950141	28.850461410382
"SERPINB2__pos"	8.04751205545286	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	62.6584863399791
"CD36__pos"	13.983272450834	11.266299965508	4.24126486738763	70.2732773341255	3.45698117714029
"S100A9__pos"	28.1908457397141	6.4085291048125e-05	9.76375451550701	40.0276550343465	5.29310326028136
"SGK1__pos"	11.3113005411125	9.28096786848763	48.7150924249603	22.3656704849379	21.1319652461333
"ANXA5__pos"	8.15071541125173	8.72096272618908	19.5777546133735	2.63229710504654	44.8342517836855
"ETV3__pos"	14.3182421477981	1.72245887519223	11.0444425173117	8.904370344475	55.7827785633513
"AGTRAP__pos"	23.5948639498038	29.1779557212073	2.5432640407325	48.7983064661444	4.68897761181707
"S100A8__pos"	27.4905599210722	4.15808576457934	7.13164332435172	33.6709429686938	8.09578340085602
"EIF4EBP1__pos"	1.78814093691957	42.6011840651778	28.9433922391286	30.313068489481	3.88463650421219
"TNIP1__pos"	26.9633928129166	10.1203262140355	26.3490616610451	5.9445372254204	43.3918233372473
"OASL__pos"	23.0995034845503	3.17269587648845	8.75829204061296	3.90684748534835	61.7706216304683
"FAU__pos"	18.7170668315866	56.2450764905838	2.22044604925031e-16	8.32468867237549	3.0645123381315
"VMP1__pos"	35.1565977186157	5.20497297925198	15.1018295496512	50.0048134517913	3.35689759267582
"SH3PXD2B__pos"	5.79507384225216	2.22044604925031e-16	75.2739510333348	4.55174274698249	2.22044604925031e-16
"ACTN1__pos"	35.4182195015171	1.30690697481537	62.0781889351463	6.46304261663894	12.7802798935445
"PIM3__pos"	28.6639050889532	2.22044604925031e-16	12.8628331282476	14.2225226804956	56.4978521397075
"XPO6__pos"	37.5690934333766	6.94108692163824	9.9012516383141	29.4014872263671	2.22044604925031e-16
"RPL26__pos"	13.1049454782144	12.7317832153918	2.22044604925031e-16	43.0568371893054	7.19627605342936
"GNG10__pos"	18.0583234624293	18.516095389923	48.532625102628	23.1400673156716	2.22044604925031e-16
"SRGN__pos"	35.8189963921577	2.22044604925031e-16	7.81838512578845	0.0877977361386441	37.5743145590934
"PTX3__pos"	6.88776558263262	1.49309845793019	2.22044604925031e-16	9.77992025743529	56.3563173576745
"MT-ND3__pos"	25.6620814736934	5.02725133496509	10.279959195705	40.3660747785576	2.22044604925031e-16
"FBXL5__pos"	12.1134524428344	26.0000508649506	5.44646522399891	53.1551597502317	2.22044604925031e-16
"PLA2G7__pos"	11.3778437654082	1.1889707401321e-06	64.4304730772843	18.4075725282596	6.47030699466179
"TPM4__pos"	45.3194658419666	4.40885873653568	41.3150362926721	2.22044604925031e-16	12.7539116501738
"UBA52__pos"	5.37463819969901	8.66773504620768	5.15922258893955	19.1356361737779	35.6465946842002
"TLR4__pos"	35.9897598252223	2.22044604925031e-16	8.74060462937216	47.7653293283307	11.2105408881418
"AP1S2__pos"	11.783466654428	30.3344216090993	2.22044604925031e-16	40.559156002652	16.3206284065995
"RAB10__pos"	13.8803604853784	28.0142570969878	32.4238466017414	17.2745553770452	20.4530863478721
"SLC16A10__pos"	12.858220018634	2.22044604925031e-16	46.9832771499422	2.22044604925031e-16	8.78616864183681
"ICAM1__pos"	27.6547580100589	2.22044604925031e-16	17.9384448852053	12.8535543453188	47.8847611125285
"MT-ND1__pos"	26.6593968702318	2.22044604925031e-16	13.2161174150174	38.3006186113305	2.22044604925031e-16
"NUP214__pos"	5.9635597769017	12.6117646108675	2.22044604925031e-16	74.1824552356064	7.53259072136608
"ZYX__pos"	25.0345527372003	26.4464399852192	26.4391120388967	20.4598515376427	2.22044604925031e-16
"IL6__pos"	32.4290479079665	2.22044604925031e-16	3.69475227804191	2.22044604925031e-16	53.7698116518279
"NFE2L2__pos"	12.5653131102271	8.05082355727545	17.0445272362926	20.442372959412	51.4994225572967
"PDE4B__pos"	39.8602364275644	2.22044604925031e-16	16.8699024738364	12.7404686064301	42.7172772769288
"RPL29__pos"	11.5718069086421	40.2805577417419	2.22044604925031e-16	12.7184782694447	3.93785263404018
"FKBP1A__pos"	7.34796759302228	24.4983956154761	29.2374316940059	18.1303816357364	6.64600646852198
"GK__pos"	47.363631699192	2.22044604925031e-16	22.4682000784828	12.0876167846903	30.1315854752792
"TNFAIP8__pos"	16.8467772997727	9.20040270836228	13.3948999171161	4.66897869875406	65.3319952159805
"MAP3K8__pos"	49.2949243478891	6.67131878348454	4.36204760406876	13.78238112844	33.0563634949892
"NFE2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	57.1318619284841	2.22044604925031e-16
"STX6__pos"	16.7224120636393	10.3624634794694	39.6342053787265	12.5232812396672	0.355926874152107
"VEGFA__pos"	50.0752861453301	2.22044604925031e-16	54.6220055542051	2.22044604925031e-16	14.5595812385527
"ALDOA__pos"	2.22044604925031e-16	18.2174606223807	17.2523867580039	9.39786061891952	43.3055913477677
"HAVCR2__pos"	45.6876389285427	7.74935376750459	26.8207436801784	17.3404815099335	4.89670955598264
"P2RY13__pos"	2.22044604925031e-16	3.49390242774093	2.22044604925031e-16	66.7690693916087	2.22044604925031e-16
"RBPJ__pos"	16.7238341693246	30.0105067131588	42.0976258040186	14.3853941746909	8.07454498886278
"TREM1__pos"	49.915049992611	3.18746516986022	39.6532041802349	8.035848397056	14.4179517424425
"CHMP1B__pos"	13.2632592370918	9.69747908157681	29.7299793983061	13.3431969119957	43.1201425299069
"ACSL3__pos"	60.7213662929739	0.848526035306129	19.8411665078226	10.4934812685732	9.81225720373762
"MSRB1__pos"	5.5833231481745	23.3411218355	7.96857635032559	48.2081654884969	2.22044604925031e-16
"VPS35__pos"	7.41753063884653	21.3370902102279	43.6047667174483	22.9032328493217	11.9337472814536
"SLC25A37__pos"	50.4393654469719	1.24534491314588	29.8694812504982	12.7367056052691	19.7104018713379
"ATP1B3__pos"	29.4590699269299	5.31801607667754	25.1453042178471	8.40621977033927	39.2041068081468
"PELI1__pos"	39.734294217869	2.22044604925031e-16	4.44384931235898	32.1116724609334	34.8301210377758
"TSPO__pos"	13.5833497890251	20.5051685189969	1.18616770270095e-10	36.529504235704	7.18432640689462
"MOB3B__pos"	33.9566353091139	2.22044604925031e-16	50.1587709091949	2.22044604925031e-16	2.22044604925031e-16
"MARCKS__pos"	23.6983912456167	3.5309235506134	15.7860794668026	14.6789424901768	53.7708063697277
"CD83__pos"	5.44346880480607	5.92629653512903e-14	29.2871690062358	24.4628731350753	46.408622646478
"RARA__pos"	46.5208708910533	11.9303366331945	9.49652668943252	22.5906989139257	16.6489843441424
"RBP7__pos"	20.3320148476011	4.69945653140097	2.22044604925031e-16	67.9397103561969	2.28011498987674
"FCGR3A__pos"	2.22044604925031e-16	34.6331504526199	38.3087197917881	2.22044604925031e-16	23.4324933330767
"AMPD3__pos"	2.22044604925031e-16	1.75033944218584	42.9640900251954	2.22044604925031e-16	28.7421395176463
"TNFAIP6__pos"	22.2039999481957	2.22044604925031e-16	2.22044604925031e-16	5.05009075853979	70.3356380740526
"EVI2B__pos"	5.1151116772186	16.9788423392854	2.22044604925031e-16	64.6394230004745	10.9617105104342
"CD55__pos"	38.2738924347989	5.25174593485289	2.22044604925031e-16	36.7262354393161	25.4281019733759
"SERF2__pos"	13.6213549529794	37.99768972407	22.461266143403	7.22291192652592	0.0851756242981199
"MYL6__pos"	15.8825781756092	12.2048526971469	40.7335343959455	2.22044604925031e-16	14.0534343842648
"GCH1__pos"	27.1820127560978	8.03692268814039	3.50308477179263e-14	15.9668033441416	47.9892305811193
"HP__pos"	20.2627694696972	2.22044604925031e-16	2.22044604925031e-16	23.8124893694547	2.22044604925031e-16
"RGS19__pos"	1.58845518994927	46.2308847734818	28.9743513691832	31.3365296091521	2.22044604925031e-16
"SFT2D1__pos"	20.6641138540198	25.6804356858139	37.6288509991408	21.8262504832692	7.55840974663362
"PTPN1__pos"	40.1856644085648	0.975146503630467	18.1768320250392	9.58036765291498	44.0809917702023
"ANXA1__pos"	16.7890601768133	15.8617643034691	0.616408153793374	15.4918197674896	40.5948656808617
"SPTLC2__pos"	16.2533913614929	19.0974708183316	4.30123212235048	50.7324673368602	2.22044604925031e-16
"FGD4__pos"	25.6398670603161	2.23180020098837	2.95459852307482	45.5541985258006	10.5115099985671
"LILRB1__pos"	0.452785968032954	12.9304117434626	63.4415603326807	27.9540337136228	6.70220645287936
"ADAM19__pos"	64.2006207255082	2.22044604925031e-16	30.8051508303104	2.22044604925031e-16	3.13694969481266
"COTL1__pos"	2.22044604925031e-16	10.0731035925493	13.7376575523142	19.5023890372976	37.771664951359
"RPL28__pos"	13.6302445685407	50.6221949665747	2.22044604925031e-16	10.142297191902	7.55445308958954
"PXN__pos"	51.4626460772205	2.22044604925031e-16	20.8875257770198	28.8007706499992	2.22044604925031e-16
"GPX4__pos"	4.65840191593611	25.8314198798726	33.4298841647018	10.747460033045	9.49146257859748
"SMIM3__pos"	47.083432361433	9.86895554689122	19.4541349476867	2.22044604925031e-16	31.1081220770951
"PHACTR1__pos"	30.1695306399783	3.63485466737994	18.5368408199223	9.49567995419838	48.8034630849162
"LTA4H__pos"	9.28766538376477	18.766675496273	2.22044604925031e-16	59.2459260696623	19.9565403726108
"MCEMP1__pos"	54.3200470471301	6.45289851412307	41.7172870055129	5.76967336485614	8.73459468042096
"TLR1__pos"	5.74248218681576	12.0653721423088	26.2218886765163	23.4606915847091	2.22044604925031e-16
"VIM__pos"	5.80747470243051	4.73531424127536	25.6617813698425	5.87981730100067	38.8097968695403
"SLC25A6__pos"	3.1319664038503	20.9461502586273	2.22044604925031e-16	30.7793805237472	26.8749987736767
"MT-CO2__pos"	18.1025753773743	27.7710065645392	12.8738694157415	18.755786665323	2.22044604925031e-16
"FURIN__pos"	57.4343268728834	2.22044604925031e-16	27.2621723756282	16.3711994123239	1.58924084115785
"DLGAP3__pos"	2.22044604925031e-16	2.22044604925031e-16	41.8037416139351	8.26253618685247	2.22044604925031e-16
"GNA15__pos"	36.279473625786	1.53963242164749	54.4129247350352	3.12480221771489	21.7661656244487
"BID__pos"	8.68561869706646	19.5152366827832	20.02852412911	10.7811579403011	49.9623612180817
"TYROBP__pos"	13.5628568924054	29.897054612775	17.2708012380777	23.4243256341125	2.22044604925031e-16
"MT-ND2__pos"	21.682442177289	12.9143350140345	14.1435809908407	26.6406817655523	4.35875152263153
"TMA7__pos"	17.3497020947541	31.7321831082083	12.1803325333433	15.0246620207	2.22044604925031e-16
"SLC7A5__pos"	40.7219406376612	2.22044604925031e-16	29.1993358230686	2.22044604925031e-16	44.1690268999719
